Entity,Definition,Images
Oven,An oven is a tool which is used to expose materials to a hot environment.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Double_oven.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Four_%C3%A0_c%C3%A9ramique_-_Japan_Aur%C3%A9a_-_2011-0403-_P1070446.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Fresh_made_bread_05.jpg']"
Pleasure,"Pleasure refers to experience that feels good, that involves the enjoyment of something.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Plutchik-wheel.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Plutchik_Dyads.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']"
Sensor,A sensor is a device that produces an output signal for the purpose of sensing a physical phenomenon.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Infrared_Transceiver_Circuit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/LiDAR_Scanner_and_Back_Camera_of_iPad_Pro_2020_-_3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Light_sensor.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Activity 2.12 Activity 2.12,Not found on Wikipedia,['Image not found']
Diabetes,"Diabetes, also known as diabetes mellitus, is a group of common endocrine diseases characterized by sustained high blood sugar levels.","['https://upload.wikimedia.org/wikipedia/commons/4/43/Blue_circle_for_diabetes.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Diabetes_complications.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Diabetes_mellitus_world_map-Deaths_per_million_persons-WHO2012.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Glucose-insulin-release.svg']"
Myopia,Not found on Wikipedia,['Image not found']
Soap,Soap is a salt of a fatty acid used in a variety of cleansing and lubricating products.,"['https://upload.wikimedia.org/wikipedia/commons/2/2f/Action_of_soap_on_oil.ogv', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/African_Black_Soap.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Azul_e_Branco.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Decorative_Soaps.jpg']"
Artificial ecosystem,Not found on Wikipedia,['Image not found']
Longer focal length lens,Not found on Wikipedia,['Image not found']
Fishing rod,[[File:,"['https://upload.wikimedia.org/wikipedia/commons/9/9e/20121016-Snoek2-Fort2-5gr-Stilon16-Jan_edit1-1080.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Abandoned_fishing_gear_at_farmhouse_at_Kelvin_A._Lewis_farm_in_Creeds.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/BrookesFrontpiece1790.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Deepsea.JPG']"
Nitrogenous compound,Not found on Wikipedia,['Image not found']
IR2,Not found on Wikipedia,['Image not found']
Drainage,Drainage is the natural or artificial removal of a surface's water and sub-surface water from an area with excess of water.,"['https://upload.wikimedia.org/wikipedia/commons/f/f0/A_drain_at_Lothal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Drainbankstown.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/FlexibleRainPipe.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Hdpe_pipe_installation.jpg']"
Mineral,"In geology and mineralogy, a mineral or mineral species is, broadly speaking, a solid substance with a fairly well-defined chemical composition and a specific crystal structure that occurs naturally in pure form.The geological definition of mineral normally excludes compounds that occur only in living organisms.","['https://upload.wikimedia.org/wikipedia/commons/5/54/Aegirine-233494.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Am%C3%A9thystre_sceptre2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Andradite-172390.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Asbestos_with_muscovite.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Biotite-Orthoclase-229808.jpg']"
Thinking,Not found on Wikipedia,['Image not found']
Vapor,"In physics, a vapor (American English) or vapour (British English and Canadian English; see spelling differences) is a substance in the gas phase at a temperature lower than its critical temperature, which means that the vapor can be condensed to a liquid by increasing the pressure on it without reducing the temperature of the vapor.","['https://upload.wikimedia.org/wikipedia/commons/6/60/Binary_Boiling_Point_Diagram_new.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Crepuscular_Rays_Beam_through_the_Mist_Blown_from_Takkakaw_Falls.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Nitrogen_dioxide_gas.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Phase-diag2.svg']"
Refractive defect of vision,Not found on Wikipedia,['Image not found']
Opera,Opera  is a form of theatre in which music is a fundamental component and dramatic roles are taken by singers.,"['https://upload.wikimedia.org/wikipedia/commons/f/f6/Armide_Lully_by_Saint-Aubin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Ceskystage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Claudio_Monteverdi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Erkel_Ferenc_Gy%C3%B6rgyi_Alajos.jpg']"
Output nerve,Not found on Wikipedia,['Image not found']
Double displacement reaction,Not found on Wikipedia,['Image not found']
Donation,"A donation is a gift for charity, humanitarian aid, or to benefit a cause.","['https://upload.wikimedia.org/wikipedia/commons/8/87/Almajirai.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Blood_Drive_Bus_2008_March_MA.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Freebox.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Gift_bags_and_medical_kits_to_be_given_to_monks.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Mahamuni_Buddha_temple%2C_Mandalay%2C_Myanmar_18.jpg']"
Consciousness,"Consciousness, at its simplest, is sentience and awareness of internal and external existence.","['https://upload.wikimedia.org/wikipedia/commons/2/23/Abbot_of_Watkungtaphao_in_Phu_Soidao_Waterfall.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Big-eared-townsend-fledermaus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Descartes_mind_and_body.gif', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/JohnLocke.png']"
Sour,Not found on Wikipedia,['Image not found']
Electric battery,A battery is a source of electric power consisting of one or more electrochemical cells with external connections for powering electrical devices.,"['https://upload.wikimedia.org/wikipedia/commons/2/25/2011-04-04_18-35-26_267.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/BATTERY_EXPLOSION_IN_TEST_CELL_-_NARA_-_17443202.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Batteries.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Batteries_comparison_4%2C5_D_C_AA_AAA_AAAA_A23_9V_CR2032_LR44_matchstick-vertical.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Battery_checker.jpg']"
Electron,The electron (e− or β−) is a subatomic particle with a negative one elementary electric charge.,"['https://upload.wikimedia.org/wikipedia/commons/2/2c/AirShower.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Asymmetricwave2.png', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Atomic-orbital-clouds_spd_m0.png', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Aurore_australe_-_Aurora_australis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Bohr_atom_model_English.svg']"
Gaseous exchange,Not found on Wikipedia,['Image not found']
CaSO4,Not found on Wikipedia,['Image not found']
F2,"F2, F.II or similar may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Reproductive organ,Not found on Wikipedia,['Image not found']
Chemical substance,A chemical substance is a form of matter having constant chemical composition and characteristic properties.,"['https://upload.wikimedia.org/wikipedia/commons/d/d5/Chemical_compounds.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ethanol-2D-skeletal.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Kochendes_wasser02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Nile_red_01.jpg']"
Turmeric,"Turmeric () is a flowering plant, Curcuma longa (), of the ginger family, Zingiberaceae, the rhizomes of which are used in cooking.","['https://upload.wikimedia.org/wikipedia/commons/2/2e/Curcuma_longa_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-199.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Curcuma_longa_roots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Curcumin.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/CurcuminKeto.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Ganghwang-bap.jpg']"
Constant ratio,Not found on Wikipedia,['Image not found']
Point object,Not found on Wikipedia,['Image not found']
Inverted,Not found on Wikipedia,['Image not found']
Thought,"In their most common sense, the terms thought and thinking refer to conscious cognitive processes that can happen independently of sensory stimulation.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/En-thought.ogg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Jardin_du_Musee_Rodin_Paris_Le_Penseur_20050402_%2802%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Ore,"Ore is natural rock or sediment that contains one or more valuable minerals concentrated above background levels, typically containing metals, that can be mined, treated and sold at a profit.","['https://upload.wikimedia.org/wikipedia/commons/a/a3/Am%C3%A9thystre_sceptre2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Anglesite-Galena-249200.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Banded_iron_formation.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Classic_VMS_Deposit2.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Figure 8.2 Figure 8,Not found on Wikipedia,['Image not found']
Electromagnetic ray,Not found on Wikipedia,['Image not found']
Paper,"Paper is a thin sheet material produced by mechanically or chemically processing cellulose fibres derived from wood, rags, grasses or other vegetable sources in water, draining the water through fine mesh leaving the fibre evenly distributed on the surface, followed by pressing and drying.","['https://upload.wikimedia.org/wikipedia/commons/7/7b/20221129_low_quality_paper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Book_suffering_from_slow_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Chinese_hemp_paper_western_han.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Coloured%2C_textured_craft_card.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Canal,Canals or artificial waterways are waterways or engineered channels built for drainage management (e.g.,"['https://upload.wikimedia.org/wikipedia/commons/8/82/1870_Nicaragua_Canal_Map_Restoration.png', 'https://upload.wikimedia.org/wikipedia/commons/0/06/1975_map_of_canal_system_in_Lowell%2C_Massachusetts.png', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Alter_Strom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/AmsterdamRijnkanaal.air.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Amsterdam_-_Herengracht_-_0206.jpg']"
No reaction,Not found on Wikipedia,['Image not found']
Focal length,The focal length of an optical system is a measure of how strongly the system converges or diverges light; it is the inverse of the system's optical power.,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/Angleofview_210mm_f4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Angleofview_28mm_f4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Angleofview_50mm_f4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Angleofview_70mm_f4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Camera_focal_length_distance_house_animation.gif']"
Magnetic field,"A magnetic field is a vector field that describes the magnetic influence on moving electric charges, electric currents,: ch1  and magnetic materials.","['https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Descartes_magnetic_field.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Dipole_in_uniform_H_field.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/FuerzaCentripetaLorentzP.svg']"
Out of the page,Not found on Wikipedia,['Image not found']
Liquor,"Liquor ( LIK-ər) is an alcoholic drink produced by distillation of grains, fruits, vegetables, or sugar, that have already gone through alcoholic fermentation.","['https://upload.wikimedia.org/wikipedia/commons/2/21/17-05-06-Miniaturen_RR79033.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Alcohol_belts_of_Europe_%28actual_consumption_in_2016%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Bar_Hard_Rock_Cafe_Prague.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Brewing_and_distillation_industries._%28_1858-_%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Abscisic acid,Abscisic acid (ABA or abscisin II) is a plant hormone.,"['https://upload.wikimedia.org/wikipedia/commons/a/a1/ABA_signal_cascade.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Abscisic_acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/X_mark.svg']"
Female,"An organism's sex is female (symbol: ♀) if it produces the ovum (egg cell), the type of gamete (sex cell) that fuses with the male gamete (sperm cell) during sexual reproduction.A female has larger gametes than a male.","['https://upload.wikimedia.org/wikipedia/commons/e/e5/Anterior_view_of_human_female_and_male%2C_with_labels_2.png', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Beowulf_-_faemnan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Bisexuality_symbol_%28bold%2C_color%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
This problem,Not found on Wikipedia,['Image not found']
Inhalation,Inhalation (or Inspiration) happens when air or other gases enter the lungs.,"['https://upload.wikimedia.org/wikipedia/commons/a/a7/Action_photo_of_nasal_spray_on_a_black_background.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/FlattenedRoundPills.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Glycerin_suppositories.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Hexaaquatitanium%28III%29-solution.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Inhalation_diagram.svg']"
Power bulb,Not found on Wikipedia,['Image not found']
Point F,Not found on Wikipedia,['Image not found']
Bell jar,"A bell jar is a glass jar, similar in shape to a bell (i.e.","['https://upload.wikimedia.org/wikipedia/commons/d/d3/Bell_jar_apparatus_during_low-pressure_test.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Glass_terrarium_and_succulent_%28Unsplash%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Kolbenluftpumpe_hg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Carbon allotropes,Not found on Wikipedia,['Image not found']
Metallurgy,"Metallurgy is a domain of materials science and engineering that studies the physical and chemical behavior of metallic elements, their inter-metallic compounds, and their mixtures, which are known as alloys.","['https://upload.wikimedia.org/wikipedia/commons/5/5e/AlubronzeCuAl20v500.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Bochumer_Verein-08-50124.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Copper_electroplating_principle_%28multilingual%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Grave_offerings.jpg']"
Microscope,"A microscope (from Ancient Greek  μικρός (mikrós) 'small', and  σκοπέω (skopéō) 'to look (at); examine, inspect') is a laboratory instrument used to examine objects that are too small to be seen by the naked eye.","['https://upload.wikimedia.org/wikipedia/commons/5/5e/AFMsetup.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Atomic_Force_Microscope_Science_Museum_London.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Binocular_compound_microscope%2C_Carl_Zeiss_Jena%2C_1914_%286779276516%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Brightfield_phase_contrast_cell_image.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Developmental stage of plant,Not found on Wikipedia,['Image not found']
Cambodia,"Cambodia ( (listen); also Kampuchea ; Khmer: កម្ពុជា, UNGEGN: Kâmpŭchéa  [kampuciə]), officially the Kingdom of Cambodia, is a country located in the southern portion of the Indochinese Peninsula in Southeast Asia, spanning an area of 181,035 square kilometres (69,898 square miles), bordered by Thailand to the northwest, Laos to the north, Vietnam to the east, and the Gulf of Thailand to the southwest.","['https://upload.wikimedia.org/wikipedia/commons/0/02/Sinn_Sisamouth.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Aksar_Khmer.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Ambox_current_red.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Angkor_Wat.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Angkor_Wat_-_050_Apsaras_%288580603733%29.jpg']"
Electric bulb,Not found on Wikipedia,['Image not found']
Cell nucleus,"The cell nucleus (from Latin  nucleus or nuculeus 'kernel, seed'; PL nuclei) is a membrane-bound organelle found in eukaryotic cells.","['https://upload.wikimedia.org/wikipedia/commons/1/11/Animal_Cell.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Basic_diagram_of_a_transcription_factory_during_transcription.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Diagram_human_cell_nucleus.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Flemming1882Tafel1Fig14.jpg']"
Lung cancer,"Lung cancer, also known as lung carcinoma, is a malignant tumor that begins in the lung.","['https://upload.wikimedia.org/wikipedia/commons/1/16/Cancerous_lung.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Cumulative_risk_of_death_from_lung_cancer_1990.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Diagram_1_of_2_showing_stage_3B_lung_cancer_CRUK_005.svg']"
Barium,Barium is a chemical element with the symbol Ba and atomic number 56.,"['https://upload.wikimedia.org/wikipedia/commons/8/88/2006_Fireworks_1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Barite.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/BariteWorldProductionUSGS.PNG', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/BariumXray.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Barium_1.jpg']"
Close-up,"A close-up or closeup in filmmaking, television production, still photography, and the comic strip medium is a type of shot that tightly frames a person or object.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Dolores_del_R%C3%ADo_publicity_photo_%281961%29_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Interactive_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Pierre-Auguste_Renoir_-_Luncheon_of_the_Boating_Party_%28Detail_of_Ellen_Andr%C3%A9e%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Pierre-Auguste_Renoir_-_Luncheon_of_the_Boating_Party_-_Google_Art_Project.jpg']"
Life processes,Not found on Wikipedia,['Image not found']
Figure 8.6 Figure 8.6 Figure 8,Not found on Wikipedia,['Image not found']
Usuable energy,Not found on Wikipedia,['Image not found']
Time,"Time is the continued sequence of existence and events that occurs in an apparently irreversible succession from the past, through the present, into the future.","['https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/ChipScaleClock2_HR.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/He1523a.jpg']"
Electrical resistance and conductivity,Not found on Wikipedia,['Image not found']
Chimpanzee,"The chimpanzee (; Pan troglodytes), also known as simply the chimp, is a species of great ape native to the forest and savannah of tropical Africa.","['https://upload.wikimedia.org/wikipedia/commons/b/ba/2006-12-09_Chimpanzee_Gregoire_D_Bruyere.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Adult_female_and_infant_wild_chimpanzees_feeding_on_Ficus_sur.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Adult_male_chimps_in_mahale.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Aping_Hollywood_poster.jpg']"
Life Processes 89,Not found on Wikipedia,['Image not found']
Class V,Not found on Wikipedia,['Image not found']
Australia,"Australia, officially the Commonwealth of Australia, is a sovereign country comprising the mainland of the Australian continent, the island of Tasmania, and numerous smaller islands.","['https://upload.wikimedia.org/wikipedia/commons/4/42/2017_AFL_Grand_Final_panorama_during_national_anthem.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Anthony_Albanese_portrait_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Ausgeolbasic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/AustraliaPart1.ogg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/AustraliaPart2.ogg']"
Raindrop,Not found on Wikipedia,['Image not found']
White light,Not found on Wikipedia,['Image not found']
Testosterone Testes 5,Not found on Wikipedia,['Image not found']
Earth,Earth is the third planet from the Sun and the only place known in the universe where life has originated and found habitability.,"['https://upload.wikimedia.org/wikipedia/commons/2/24/AYool_topography_15min.png', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Antarctic_aurora_ESA313457.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Archean.png', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Axial_tilt_vs_tropical_and_polar_circles.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
C2H5OH,Not found on Wikipedia,['Image not found']
Enzyme,Enzymes () are proteins that act as biological catalysts by accelerating chemical reactions.,"['https://upload.wikimedia.org/wikipedia/commons/1/19/Autosomal_recessive_inheritance_for_affected_enzyme.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/DHFR_methotrexate_inhibitor.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Eduardbuchner.jpg']"
Light absorption,Not found on Wikipedia,['Image not found']
Q U E S T I O N S 1,Not found on Wikipedia,['Image not found']
Skyscraper,"A skyscraper is a tall, continuously habitable building having multiple floors.","['https://upload.wikimedia.org/wikipedia/commons/8/8e/01-01-2014_-_Messeturm_-_trade_fair_tower_-_Frankfurt-_Germany_-_01_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/30_St_Mary_Axe_from_Leadenhall_Street.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Biurowiec_Cha%C5%82ubi%C5%84skiego_8_w_Warszawie_2020_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Boerentoren_%28cropped%29.JPG', 'Image not found']"
Optical center,Not found on Wikipedia,['Image not found']
Neutralization reaction,Not found on Wikipedia,['Image not found']
Camera lens,A camera lens (also known as photographic lens or photographic objective) is an optical lens or assembly of lenses used in conjunction with a camera body and mechanism to make images of objects either on photographic film or on other media capable of storing an image chemically or electronically.,"['https://upload.wikimedia.org/wikipedia/commons/f/fc/24mm-tilt-lens.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Angleofview_210mm_f4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Angleofview_28mm_f4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Angleofview_50mm_f4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Angleofview_70mm_f4.jpg']"
Magnetic field strength,Not found on Wikipedia,['Image not found']
Cow,Not found on Wikipedia,"['https://upload.wikimedia.org/wikipedia/commons/3/31/Redirect_arrow_without_text.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']"
Limestone,Limestone (calcium carbonate CaCO3) is a type of carbonate sedimentary rock which is the main source of the material lime.,"['https://upload.wikimedia.org/wikipedia/commons/1/19/Bermuda_Number_178_limestone_used_as_building_material_for_walls.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/BrassfieldEncrinite042112.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Calcined_fossils.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/CarmelOoids.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Cenote_in_valladolid_mexico_%2821362599476%29.jpg']"
Activity 2.9 Activity 2.9,Not found on Wikipedia,['Image not found']
Spinning,Not found on Wikipedia,['Image not found']
Electric pressure,Not found on Wikipedia,['Image not found']
Methanoic acid,Not found on Wikipedia,['Image not found']
