entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Nonmetal,chemical element,Chemical element,second-order class,subclass of,"� What properties did you think of while categorising elements as metals or non-metals?
"
Metal,material,Material,product,subclass of,"3.1 PHYSIC 3.1 PHYSIC 3.1 PHYSIC 3.1 PHYSIC 3.1 PHYSICAL PROPERTIES AL PROPERTIES AL PROPERTIES AL PROPERTIES AL PROPERTIES 3.1.1 Metals The easiest way to start grouping substances is by comparing their physical properties.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"Let us study this with the help of the following activities.
"
Iron,medication,Metal,material,instance of,"For performing Activities 3.1 to 3.6, collect the samples of following metals – iron, copper, aluminium, magnesium, sodium, lead, zinc and any other metal that is easily available.
"
Aluminium,medication,Iron,medication,made from material,"Activity 3.1 Activity 3.1 Activity 3.1 Activity 3.1 Activity 3.1 � Take samples of  iron, copper, aluminium and magnesium.
"
Rubbing,surface finishing,Sandpaper,paper,made from material,"� Clean the surface of each sample by rubbing them with sand paper and note their appearance again.
"
Pure metal,metal,Metal,material,subclass of,"Metals, in their pure state, have a shining surface.
"
Aluminium,medication,Iron,medication,made from material,"Activity 3.2 Activity 3.2 Activity 3.2 Activity 3.2 Activity 3.2 � Take small pieces of iron, copper, aluminium, and magnesium.
"
Sharp knife,knife,Cutting,activity,use,"Try to cut these metals with a sharp knife and note your observations.
"
Tongs,hand tool,Sodium metal,None,made from material,"� Hold a piece of sodium metal with a pair of tongs.
"
Sodium metal,None,Cautionary metal,metal,subject has role,"CAUTION: Always handle sodium metal with care.
"
Filter paper,paper,Drying,engineering process,use,"Dry it by pressing between the folds of a filter paper.
"
Watch,costume accessory,Watch,costume accessory,subclass of,"� Put it on a watch-glass and try to cut it with a knife.
"
Rationalised 2023–24,literary work,Science 38,book series,part of the series,"Rationalised 2023-24  Science 38 You will find that some metals can be beaten into thin sheets.
"
Gold,chemical element,Metal,material,instance of,"Did you know that gold and silver are the most malleable metals?
"
Zinc,material,Iron,medication,made from material,"Activity 3.3 Activity 3.3 Activity 3.3 Activity 3.3 Activity 3.3 � Take pieces of iron, zinc, lead and copper.
"
Hammer,tool,Iron,medication,made from material,"� Place any one metal on a block of iron and strike it four or five times with a hammer.
"
Observation,process,Observation,activity,subclass of,"What do you observe?
"
Metal,material,Material,product,subclass of,"� Repeat with other metals.
"
Metal,material,Material,product,subclass of,"� Record the change in the shape of these metals.
"
Hard metal,metal,Metal,material,subclass of,"You will find that metals are generally hard.
"
Metal,material,Metal,material,different from,"The hardness varies from metal to metal.
"
Wire,material,Metal,material,subclass of,"Activity 3.4 Activity 3.4 Activity 3.4 Activity 3.4 Activity 3.4 � List the metals whose wires you have seen in daily life.
"
Ductility,physical quantity,Metal,material,subclass of,"The ability of metals to be drawn into thin wires is called ductility.
"
Gold,chemical element,Metal,material,instance of,"Gold is the most ductile metal.
"
Gram,SI derived unit,Gold,chemical element,measured physical quantity,"You will be surprised to know that a wire of about 2 km length can be drawn from one gram of gold.
"
Malleability,None,Metal,material,facet of,"It is because of their malleability and ductility that metals can be given different shapes according to our needs.
"
Cookware and bakeware,container,Metal,material,made from material,"Can you name some metals that are used for making cooking vessels?
"
Water vessel,ship,Metal,material,made from material,"Do you know why these metals are used for making vessels?
"
Wire,material,Aluminium,medication,made from material,"Activity 3.5 Activity 3.5 Activity 3.5 Activity 3.5 Activity 3.5 � Take an aluminium or copper wire.
"
Clamp wire,wire,Wire,material,subclass of,"Clamp this wire on a stand, as shown in Fig. 3.1.
"
Pin,tool,Wire,material,connects with,"� Fix a pin to the free end of the wire using wax.
"
Candle,goods,Spirit lamp,lamp,subclass of,"� Heat the wire with a spirit lamp, candle or a burner near the place where it is clamped.
"
Observation,process,Observation,process,subclass of,"� What do you observe after some time?
"
Wire,material,Metal,material,subclass of,"Does the metal wire melt?
"
Melting point,temperature,Heat,physical quantity,subclass of,"The above activity shows that metals are good conductors of heat and have high melting points.
"
Copper,medication,Electrical conductor,conductor,subclass of,"The best conductors of heat are silver and copper.
"
Mercury,chemical element,Lead,chemical element,has parts of the class,"Lead and mercury are comparatively poor conductors of heat.
"
Metal,material,Electricity,physical phenomenon,has effect,"Do metals also conduct electricity?
"
Let us find out,film,Film,series,instance of,"Let us find out.
"
Metal,material,Heat,physical quantity,has effect,"Figure 3.1 Figure 3.1 Figure 3.1 Figure 3.1 Figure 3.1 Metals are good conductors of heat.
"
Polyvinyl chloride,None,Polymer,group or class of chemical substances,instance of,"Rationalised 2023-24  Metals and Non-metals 39 You must have seen that the wires that carry current in your homes have a coating of polyvinylchloride (PVC) or a rubber-like material.
"
Wire,material,Electricity,physical phenomenon,part of,"Why are electric wires coated with such substances?
"
Metal,material,Material,product,subclass of,"What happens when metals strike a hard surface?
"
Sound,mechanical wave,Sound,mechanical wave,part of,"Do they produce a sound?
"
Sonorous metal,metal,Metal,material,subclass of,"The metals that produce a sound on striking a hard surface are said to be sonorous.
"
School bell,clock,Metal,material,made from material,"Can you now say why school bells are made of metals?
"
Nonmetal,chemical substance,Metal,material,opposite of,"3.1.2 Non-metals In the previous Class you have learnt that there are very few non-metals as compared to metals.
"
Carbon,chemical element,Nonmetal,chemical element,instance of,"Some of the examples of non-metals are carbon, sulphur, iodine, oxygen, hydrogen, etc.
"
Bromine,None,Liquid,fluid,instance of,"The non-metals are either  solids or gases except bromine which is a liquid.
"
Metal,material,Nonmetal,material,different from,"Do non-metals also have physical properties similar to that of metals?
"
Let us find out,film,Film,series,instance of,"Let us find out.
"
Activity 3.6 Activity 3.6,None,Activity 3.6 Activity 3,None,part of,"Activity 3.6 Activity 3.6 Activity 3.6 Activity 3.6 Activity 3.6 � Set up an electric circuit as shown in Fig. 3.2.
"
Luxembourg,sovereign state,Paris,commune of France,capital,"� Does the bulb glow?
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"What does this indicate?
"
Metal,material,Electricity,physical phenomenon,use,"Figure 3.2 Figure 3.2 Figure 3.2 Figure 3.2 Figure 3.2 Metals are good conductors of electricity.
"
Coal,sedimentary rock,Carbon,chemical element,made from material,"Activity 3.7 Activity 3.7 Activity 3.7 Activity 3.7 Activity 3.7 � Collect samples of carbon (coal or graphite), sulphur and iodine.
"
International Atomic Energy Agency,specialized agency of the United Nations,"Washington, D.C.",city of the United States,headquarters location,"� Carry out the Activities 3.1 to 3.4 and 3.6 with these non-metals and record your observations.
"
Nonmetal,chemical substance,Metal,material,opposite of,"Compile your observations regarding metals and non-metals in Table 3.1.
"
Metal,material,Nonmetal,material,different from,"Table 3.1 Element Symbol Type of Hardness Malleability Ductility Conducts Sonority surface Electricity On the bases of the observations recorded in Table 3.1, discuss the general physical properties of metals and non-metals in the class.
"
Physical property,property,Group property,property,different from,"You must have concluded that we cannot group elements according to their physical properties alone, as there are many exceptions.
"
Gallium,chemical element,Metal,material,instance of,"In Activity 3.5, you have observed that metals have high melting Rationalised 2023-24  Science 40 points but gallium and caesium have very low melting points.
"
Melting metal,metal,Metal,material,subclass of,"These two metals will melt if you keep them on your palm.
"
Iodine,None,Nonmetal,chemical element,instance of,"(ii) Iodine is a non-metal but it is lustrous.
"
Carbon,chemical element,Nonmetal,chemical element,subclass of,"(iii) Carbon is a non-metal that can exist in different forms.
"
Allotrope,polysaccharides,Polysaccharide,structural class of chemical compounds,subclass of,"Each form is called an allotrope.
"
Diamond,mineral species,Allotropes of carbon,allotrope,subclass of,"Diamond, an allotrope of carbon, is the hardest natural substance known and has a very high melting and boiling point.
"
Graphite,mineral species,Allotropes of carbon,allotrope,subclass of,"Graphite, another allotrope of carbon, is a conductor of electricity.
"
Lithium,chemical element,Alkali metal,metal,subclass of,"(iv) Alkali metals (lithium, sodium, potassium) are so soft that they can be cut with a knife.
"
Melting point,temperature,Density,physical quantity,less than,"They have low densities and low melting points.
"
Nonmetal,chemical element,Chemical element,second-order class,subclass of,"Elements can be more clearly classified as metals and non-metals on the basis of their chemical properties.
"
Activity 3.8 Activity 3.8,None,Activity 3.8 Activity 3.8,None,followed by,"Activity 3.8 Activity 3.8 Activity 3.8 Activity 3.8 Activity 3.8 � Take a magnesium ribbon and some sulphur powder.
"
Magnesium,chemical element,Bronze,copper alloy,made from material,"� Burn the magnesium ribbon.
"
Dissolve,separation process,Separation process,method,subclass of,"Collect the ashes formed and dissolve them in water.
"
Litmus paper,paper,Solution testing,technique,use,"� Test the resultant solution with both red and blue litmus paper.
"
Sulfur,chemical element,Chemical substance,group or class of chemical substances,instance of,"� Now burn sulphur powder.
"
Test tube,laboratory equipment,Sulfur,chemical element,made from material,"Place a test tube over the burning sulphur to collect the fumes produced.
"
Test tube,laboratory equipment,Water,None,made from material,"� Add some water to the above test tube and shake.
"
Litmus paper,paper,Paper,intermediate product,subclass of,"� Test this solution with blue and red litmus paper.
"
Equation,formula,Chemical reaction,chemical process,part of,"� Can you write equations for these reactions?
"
Q U E S T I O N S,television series,List of QU E S T I O N S episodes,None,list of episodes,"Q U E S T I O N S ?
"
1.1.1,literary work,Doctor Who,television series,part of the series,"1.
"
Metal,material,Liquid,fluid,subclass of,"Give an example of a metal which (i) is a liquid at room temperature.
"
Knife,edged and bladed weapon,Cutting,activity,use,"(ii) can be easily cut with a knife.
"
Heat,physical quantity,Electrical conductor,conductor,has cause,"(iii) is the best conductor of heat.
"
Electrical conductor,conductor,Heat,physical quantity,physically interacts with,"(iv) is a poor conductor of heat.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Malleable,material,Ductile,material,said to be the same as,"Explain the meanings of malleable and ductile.
"
Alkali metal,metal,Metal,material,subclass of,"3.2 CHEMIC 3.2 CHEMIC 3.2 CHEMIC 3.2 CHEMIC 3.2 CHEMICAL PROPERTIES OF MET AL PROPERTIES OF MET AL PROPERTIES OF MET AL PROPERTIES OF MET AL PROPERTIES OF METALS ALS ALS ALS ALS We will learn about the chemical properties of metals in the following Sections 3.2.1 to 3.2.4.
"
Aluminium,medication,Metal,material,instance of,"For this, collect the samples of following metals – aluminium, copper, iron, lead, magnesium, zinc and sodium.
"
Nonmetal,chemical substance,Oxide,nan,subclass of,"Most non-metals produce acidic oxides when dissolve in water.
"
Basic oxide,nan,Metal,material,subclass of,"On the other hand, most metals, give rise to basic oxides.
"
Metal oxide,nan,Oxide,nan,subclass of,"You will be learning more about these metal oxides in the next section.
"
Metal,material,Nonmetal,chemical substance,different from,"Rationalised 2023-24  Metals and Non-metals 41 3.2.1 What happens when Metals are burnt in Air?
"
Active galactic nucleus,galaxy,Magnesium,chemical element,made from material,"You have seen in Activity 3.8 that magnesium burns in air with a dazzling white flame.
"
Metal,material,Metal reaction,chemical reaction,has effect,"Do all metals react in the same manner?
"
Eye protection,personal protective equipment,Eye protection,personal protective equipment,use,"It would be better if students wear eye protection.
"
Tongue,tool,Combustion,redox,use,"� Hold any of the samples taken above with a pair of tongs and try burning over a flame.
"
Metal,material,Material,product,subclass of,"Repeat with the other metal samples.
"
Metal,material,Fire,physical phenomenon,has effect,"� Which metals burn easily?
"
Fire,physical phenomenon,Flame,light source,color,"� What flame colour did you observe when the metal burnt?
"
Chemical combustion,combustion,Metal surface,None,has effect,"� How does the metal surface appear after burning?
"
Oxygen,chemical element,Metal,material,instance of,"� Arrange the metals in the decreasing order of their reactivity towards oxygen.
"
Soluble,chemical substance,Chemical substance,group or class of chemical substances,subclass of,"� Are the products soluble in water?
"
Metal oxide,nan,Metal,material,subclass of,"Almost all metals combine with oxygen to form metal oxides.
"
Aluminium oxide,None,Aluminium,medication,made from material,"2Cu  +  O2  →  2CuO (Copper) (Copper(II) oxide) Similarly, aluminium forms aluminium oxide.
"
Aluminium oxide,nan,Oxide,nan,subclass of,"4Al + (Aluminium)3O2 → 2Al2O3 (Aluminium oxide) Recall from Chapter 2, how copper oxide reacts with hydrochloric acid.
"
Basic oxide,nan,Oxide,nan,subclass of,"We have learnt that metal oxides are basic in nature.
"
Aluminium oxide,None,Metal oxide,nan,instance of,"But some metal oxides, such as aluminium oxide, zinc oxide show both acidic as well as basic behaviour.
"
Sodium aluminate,None,Aluminium oxide,nan,instance of,"Aluminium oxide reacts in the following manner with acids and bases – Al2O3 + 6HCl → 2AlCl3 + 3H2O Al2O3 + 2NaOH → 2NaAlO2 + H2O (Sodium aluminate) Most metal oxides are insoluble in water but some of these dissolve in water to form alkalis.
"
Sodium oxide,None,Alkali metal,metal,instance of,"Sodium oxide and potassium oxide dissolve in water to produce alkalis as follows – Na2O(s) + H2O(l) → 2NaOH(aq) K2O(s) + H2O(l) → 2KOH(aq) Rationalised 2023-24  Science 42 We have observed in Activity 3.9 that all metals do not react with oxygen at the same rate.
"
Metal,material,Oxygen,chemical element,different from,"Different metals show different reactivities towards oxygen.
"
Sodium,chemical element,Metal,material,instance of,"Metals such as potassium and sodium react so vigorously that they catch fire if kept in the open.
"
Kerosene,chemical substance,Oil,product,use,"Hence, to protect them and to prevent accidental fires, they are kept immersed in kerosene oil.
"
Aluminium,medication,Metal,material,instance of,"At ordinary temperature, the surfaces of metals such as magnesium, aluminium, zinc, lead, etc., are covered with a thin layer of oxide.
"
Oxide,nan,Metal,material,subclass of,"The protective oxide layer prevents the metal from further oxidation.
"
Iron filings,None,Iron,medication,made from material,"Iron does not burn on heating but iron filings burn vigorously when sprinkled in the flame of the burner.
"
Silver,chemical element,Gold,chemical element,different from,"Silver and gold do not react with oxygen even at high temperatures.
"
Anodising,manufacturing process,Aluminium,medication,made from material,"Anodising is a process of forming a thick oxide layer of aluminium.
"
Aluminium,medication,Oxide,nan,made from material,"Aluminium develops a thin oxide layer when exposed to air.
"
Aluminium oxide,None,Aluminium,medication,made from material,"This aluminium oxide coat makes it resistant to further corrosion.
"
Oxide layer,layer,Layer,geographical object,subclass of,"The resistance can be improved further by making the oxide layer thicker.
"
Electrolysing,chemical reaction,Sulfuric acid,None,uses,"During anodising, a clean aluminium article is made the anode and is electrolysed with dilute sulphuric acid.
"
Oxide layer,None,Aluminium,medication,made from material,"The oxygen gas evolved at the anode reacts with aluminium to make a thicker protective oxide layer.
"
Aluminium,medication,Oxide,nan,made from material,"This oxide layer can be dyed easily to give aluminium articles an attractive finish.
"
Sodium,chemical element,Metal,material,instance of,"After performing Activity 3.9, you must have observed that sodium is the most reactive of the samples of metals taken here.
"
Sodium,chemical element,Magnesium,chemical element,different from,"The reaction of magnesium is less vigorous implying that it is not as reactive as sodium.
"
Iron,medication,Zinc,material,different from,"But burning in oxygen does not help us to decide about the reactivity of zinc, iron, copper or lead.
"
Order of reactivity,class of chemical compounds with similar applications or functions,Chemical reaction,chemical process,facet of,"Let us see some more reactions to arrive at a conclusion about the order of reactivity of these metals.
"
Metal,material,Water,None,part of,"3.2.2 What happens when Metals react with Water?
"
Activity 3.10 CAUTION,None,Activity 3.10 Activity 3,None,part of,"Activity 3.10 Activity 3.10 Activity 3.10 Activity 3.10 Activity 3.10 CAUTION: This Activity needs the teacher’s assistance.
"
Activity 3,activity,Metal,material,facet of,"� Collect the samples of the same metals as in Activity 3.9.
"
Drinking water,liquid,Water,None,subclass of,"� Put small pieces of the samples separately in beakers half-filled with cold water.
"
Metal,material,Chemical substance,group or class of chemical substances,subclass of,"� Which metals reacted with cold water?
"
Metal,material,Fire,physical phenomenon,has effect,"� Did any metal produce fire on water?
"
Heavy metal music,music genre,Heavy metal music,music genre,subclass of,"� Does any metal start floating after some time?
"
Hot water,nan,Cold water,nan,opposite of,"� Put the metals that did not react with cold water in beakers half-filled with hot water.
"
Metal,material,Chemical reaction,chemical process,has effect,"� For the metals that did not react with hot water, arrange the apparatus as shown in Fig. 3.3 and observe their reaction with steam.
"
Steel,iron alloy,Metal,material,instance of,"� Which metals did not react even with steam?
"
Metal oxide,nan,Metal,material,subclass of,"Rationalised 2023-24  Metals and Non-metals 43 Metals react with water and produce a metal oxide and hydrogen gas.
"
Metal hydroxide,None,Metal oxide,nan,subclass of,"Metal oxides that are soluble in water dissolve in it to further form metal hydroxide.
"
Metal,material,Water,None,different from,"But all metals do not react with water.
"
Potassium,chemical element,Metal,material,subclass of,"Metal + Water → Metal oxide + Hydrogen Metal oxide + Water → Metal hydroxide Metals like potassium and sodium react violently with cold water.
"
Exothermic reaction,chemical reaction,Chemical reaction,chemical process,subclass of,"In case of sodium and potassium, the reaction is so violent and exothermic that the evolved hydrogen immediately catches fire.
"
Solar evolution,evolution,Hydrogen,chemical element,facet of,"The heat evolved is not sufficient for the hydrogen to catch fire.
"
Calcium,chemical element,Calcium,chemical element,subclass of,"Ca(s) + 2H2O(l) → Ca(OH)2(aq) + H2(g) Calcium starts floating because the bubbles of hydrogen gas formed stick to the surface of the metal.
"
Magnesium,chemical element,Magnesium,chemical element,different from,"Magnesium does not react with cold water.
"
Magnesium hydroxide,None,Hydrogen,chemical element,instance of,"It reacts with hot water to form magnesium hydroxide and hydrogen.
"
Bubble,fluid,Gas,fluid,subclass of,"It also starts floating due to the bubbles of hydrogen gas sticking to its surface.
"
Aluminium,medication,Metal,material,instance of,"Metals like aluminium, iron and zinc do not react either with cold or hot water.
"
Oxide,nan,Metal,material,subclass of,"But they react with steam to form the metal oxide and hydrogen.
"
Lead,chemical element,Metal,material,instance of,"2Al(s) + 3H2O(g) → Al2O3(s) + 3H2(g) 3Fe(s) + 4H2O(g) → Fe3O4(s) + 4H2(g) Metals such as lead, copper, silver and gold do not react with water at all.
"
Metal,material,Acid,None,opposite of,"3.2.3 What happens when Metals react with Acids?
"
Salt,mixture,Metal,material,subclass of,"You have already learnt that metals react with acids to give a salt and hydrogen gas.
"
Metal,material,Metal,material,subclass of,"Figure 3.3 Figure 3.3 Figure 3.3 Figure 3.3 Figure 3.3 Action of steam on a metal Rationalised 2023-24  Science 44 Metal + Dilute acid → Salt + Hydrogen But do all metals react in the same manner?
"
Let us find out,film,Film,series,instance of,"Let us find out.
"
Sodium,chemical element,Metal,material,instance of,"Activity 3.11 Activity 3.11 Activity 3.11 Activity 3.11 Activity 3.11 � Collect all the metal samples except sodium and potassium again.
"
Rubbing,activity,Sandpaper,paper,made from material,"If the samples are tarnished, rub them clean with sand paper.
"
Sodium,chemical element,Potassium,chemical element,followed by,"CAUTION: Do not take sodium and potassium as they react vigorously even with cold water.
"
Test tube,laboratory equipment,Hydrochloric acid,None,made from material,"� Put the samples separately in test tubes containing dilute hydrochloric acid.
"
Thermometer,measuring instrument,Test tube,laboratory equipment,subclass of,"� Suspend thermometers in the test tubes, so that their bulbs are dipped in the acid.
"
Bubbles,bubble,Bubble,fluid,subclass of,"� Observe the rate of formation of bubbles carefully.
"
Metal,material,Chemical substance,group or class of chemical substances,subclass of,"� Which metals reacted vigorously with dilute hydrochloric acid?
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"� With which metal did you record the highest temperature?
"
Aluminium,medication,Magnesium,chemical element,made from material,"Write equations for the reactions of magnesium, aluminium, zinc and iron with dilute hydrochloric acid.
"
Hydrogen gas,nan,Nitric acid,None,different from,"Hydrogen gas is not evolved when a metal reacts with nitric acid.
"
Oxidizing agent,class of chemical substances by use,Chemical substance,group or class of chemical substances,subclass of,"It is because HNO3 is a strong oxidising agent.
"
Nitrogen oxide,structural class of chemical compounds,Nitrogen oxide,structural class of chemical compounds,subclass of,"It oxidises the H2 produced to water and itself gets reduced to any of the nitrogen oxides (N2O, NO, NO2).
"
Manganese,chemical element,Magnesium,chemical element,subclass of,"But magnesium (Mg) and manganese (Mn) react with very dilute HNO3 to evolve H2 gas.
"
Magnesium,chemical element,Active galactic nucleus,galaxy,part of,"You must have observed in Activity 3.11, that the rate of formation of bubbles was the fastest in the case of magnesium.
"
Exothermic reaction,chemical reaction,Chemical reaction,chemical process,subclass of,"The reaction was also the most exothermic in this case.
"
Magnesium,chemical element,Iron,medication,part of,"The reactivity decreases in the order Mg > Al > Zn > Fe.
"
Copper,medication,Temperature,scalar quantity,temperature,"In the case of copper, no bubbles were seen and the temperature also remained unchanged.
"
Iron chloride,None,Copper,medication,monomer of,"This shows that copper does not react with dilute HCl.
"
Aqua regia,mixture,Mixture,chemical substance,instance of,"Aqua regia, (Latin for ‘royal water’) is a freshly prepared mixture of concentrated hydrochloric acid and concentrated nitric acid in the ratio of 3:1.
"
Solvent,chemical substance,Acid,None,subclass of,"It can dissolve gold, even though neither of these acids can do so alone.
"
Aqua regia,None,Liquid,fluid,instance of,"Aqua regia is a highly corrosive, fuming liquid.
"
Dissolve reaction,chemical reaction,Reagent,chemical substance,subclass of,"It is one of the few reagents that is able to dissolve gold and platinum.
"
Metal salt,metal,Metal,material,subclass of,"3.2.4 How do Metals react with Solutions of other Metal Salts?
"
Wire,material,Copper,medication,made from material,"� Put the copper wire in a solution of iron sulphate and the iron nail in a solution of copper sulphate taken in test tubes (Fig. 3.4).
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"� Record your observations after 20 minutes.
"
Metal,material,Nonmetal,chemical substance,different from,"Rationalised 2023-24  Metals and Non-metals 45 � In which test tube did you find that a reaction has occurred?
"
3.10,"version, edition, or translation",3.11,"version, edition, or translation",followed by,"� Can you correlate your observations for the Activities 3.9, 3.10 and 3.11?
"
Chemical equation,equation,Chemical reaction,chemical process,depicts,"� Write a balanced chemical equation for the reaction that has taken place.
"
Chemical reaction,chemical process,Chemical reaction,chemical process,subclass of,"� Name the type of reaction.
"
Reactive metal,metal,Less reactive metal,metal,opposite of,"Reactive metals can displace less reactive metals from their compounds in solution or molten form.
"
Reactive metal,metal,Metal,material,subclass of,"We have seen in the previous sections that all metals are not equally reactive.
"
Metal,material,Metal,material,subclass of,"We checked the reactivity of various metals with oxygen, water and acids.
"
Metal,material,Reagent,chemical substance,subclass of,"But all metals do not react with these reagents.
"
Reactionivity,chemical property,Metal,material,facet of,"So we were not able to put all the metal samples we had collected in decreasing order of their reactivity.
"
Displacement reaction,chemical reaction,Chemical reaction,chemical process,subclass of,"Displacement reactions studied in Chapter 1 give better evidence about the reactivity of metals.
"
Copper,medication,Metal,material,subclass of,"Metal A + Salt solution of B → Salt solution of A + Metal B Which metal, copper or iron, is more reactive according to your observations in Activity 3.12?
"
Reactivity Series,classification system,Classification system,system,instance of,"3.2.5 The Reactivity Series The reactivity series is a list of metals arranged in the order of their decreasing activities.
"
Iron,medication,Metal,material,instance of,"Table 3.2 Activity series : Relative reactivities of metals K Potassium Most reactive Na Sodium Ca Calcium Mg Magnesium Al Aluminium Zn Zinc Reactivity decreases Fe Iron Pb Lead [H] [Hydrogen] Cu Copper Hg Mercury Ag Silver Au Gold Least reactive Figure 3.4 Figure 3.4 Figure 3.4 Figure 3.4 Figure 3.4 Reaction of metals with salt solutions Rationalised 2023-24  Science 46 ?
"
Q U E S T I O N S 1,Latin phrase,Io S,Latin phrase,part of,"Q U E S T I O N S 1.
"
Kerosene,chemical substance,Sodium,chemical element,partially coincident with,"Why is sodium kept immersed in kerosene oil?
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Potassium,chemical element,Calcium,chemical element,subclass of,"Write equations for the reactions of (i) iron with steam (ii) calcium and potassium with water 3.
"
Iron,medication,Metal,material,instance of,"Samples of four metals A, B, C and D were taken and added to the following solution one by one.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"The results obtained have been tabulated as follows.
"
MET 3.3,None,MET 3.3,None,followed by,"3.3 HOW DO MET 3.3 HOW DO MET 3.3 HOW DO MET 3.3 HOW DO MET 3.3 HOW DO METALS AND NON-MET ALS AND NON-MET ALS AND NON-MET ALS AND NON-MET ALS AND NON-METALS REA ALS REA ALS REA ALS REA ALS REACT?
"
Reagent,chemical substance,Chemical reaction,chemical process,use,"In the above activities, you saw the reactions of metals with a number of reagents.
"
Metal,material,Metalysis,chemical reaction,has effect,"Why do metals react in this manner?
"
Noble gas,group,Valence shell,None,has parts of the class,"We learnt that noble gases, which have a completely filled valence shell, show little chemical activity.
"
Valence shell,None,Chemical element,second-order class,part of,"We, therefore, explain the reactivity of elements as a tendency to attain a completely filled valence shell.
"
Nonmetal,chemical substance,Metal,material,subclass of,"Let us have a look at the electronic configuration of noble gases and some metals and non-metals.
"
Electron shell,None,Atom,composite particle,part of,"We can see from Table 3.3 that a sodium atom has one electron in its outermost shell.
"
M electron,electron,Electron,type of quantum particle,subclass of,"If it loses the electron from its M shell then its L shell now becomes the outermost shell and that has a stable octet.
"
Proton,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"The nucleus of this atom still has 11 protons but the number of electrons has become 10, so there is a net positive charge giving us a sodium cation Na+.
"
Electron shell,None,Electron,type of quantum particle,has parts of the class,"On the other hand chlorine has seven electrons in its outermost shell Use the Table above to answer the following questions about metals A, B, C and D.
"
Reactive metal,metal,Metal,material,subclass of,"(i) Which is the most reactive metal?
"
Iron,medication,Metal,material,instance of,"(iii) Arrange the metals A, B, C and D in the order of decreasing reactivity.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Hydrochloric acid,None,Dilute,None,instance of,"Which gas is produced when dilute hydrochloric acid is added to a reactive metal?
"
Enzyme,protein,Catalysis,chemical reaction,molecular function,"Write the chemical reaction when iron reacts with dilute H2SO4.
"
4.5,literary work,Doctor Who,television series,part of the series,"5.
"
Chemical reaction,chemical process,Organism,anatomical entity,uses,"Write the chemical reaction that takes place.
"
Metal,material,Nonmetal,chemical substance,opposite of,"Metal Iron(II) sulphate Copper(II) sulphate Zinc sulphate Silver nitrate A No reaction Displacement B Displacement No reaction C No reaction No reaction No reaction Displacement D No reaction No reaction No reaction No reaction Rationalised 2023-24  Metals and Non-metals 47 and it requires one more electron to complete its octet.
"
Sodium,chemical element,Chlorine,chemical element,followed by,"If sodium and chlorine were to react, the electron lost by sodium could be taken up by chlorine.
"
Proton,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"After gaining an electron, the chlorine atom gets a unit negative charge, because its nucleus has 17 protons and there are 18 electrons in its K, L and M shells.
"
Chloride anion,ion,Ion,molecular entity,instance of,"This gives us a chloride anion C1–.
"
Give-and-take relation,binary relation,Binary relation,relation,subclass of,"So both these elements can have a give-and-take relation between them as follows (Fig. 3.5).
"
Sodium chloride,None,Chloride anion,ion,instance of,"Na Na + e 2,8,1 2,8 + (Sodium cation) → – Cl +e Cl 2,8,7 2,8,8 (Chloride anion) – – → Figure 3.5 Figure 3.5 Figure 3.5 Figure 3.5 Figure 3.5 Formation of sodium chloride Sodium and chloride ions, being oppositely charged, attract each other and are held by strong electrostatic forces of attraction to exist as sodium chloride (NaCl).
"
Ion,molecular entity,Molecule,molecular entity,opposite of,"It should be noted that sodium chloride does not exist as molecules but aggregates of oppositely charged ions.
"
Magnesium chloride,None,Ionic compound,nan,instance of,"Let us see the formation of one more ionic compound, magnesium chloride (Fig. 3.6).
"
Magnesium,chemical element,Chemical element,second-order class,instance of,"Table 3.3 Electronic configurations of some elements Type of Element Atomic Number of element number electrons in shells K L M N Noble gases Helium (He) 2 2 Neon (Ne) 10 2 8 Argon (Ar) 18 2 8 8 Metals Sodium (Na) 11 2 8 1 Magnesium (Mg) 12 2 8 2 Aluminium (Al) 13 2 8 3 Potassium (K) 19 2 8 8 1 Calcium (Ca) 20 2 8 8 2 Non-metals Nitrogen (N) 7 2 5 Oxygen (O) 8 2 6 Fluorine (F) 9 2 7 Phosphorus (P) 15 2 8 5 Sulphur (S) 16 2 8 6 Chlorine (Cl) 17 2 8 7 Rationalised 2023-24  Science 48 Mg Mg e 2+ (Magnesium cation)  →  + 2 2 8 2 2 8 – , , , Cl +e Cl 2,8,7 2,8,8 (Chloride anion) – –  →  Figure 3.6 Figure 3.6 Figure 3.6 Figure 3.6 Figure 3.6 Formation of magnesium chloride The compounds formed in this manner by the transfer of electrons from a metal to a non-metal are known as ionic compounds or electrovalent compounds.
"
Cation,None,Ion,molecular entity,followed by,"Can you name the cation and anion present in MgCl2?
"
