entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Cell,Cell type,Wastes,Substance,Contains,"In some unicellular organisms, specialised vacuoles also play important roles in expelling excess water and some wastes from the cell."
Mitochondria,Organelle,Contain genetic material,Characteristic,Have,Can you name the two organelles we have studied that contain their own genetic material?
Chloroplasts,Organelle,Contain genetic material,Characteristic,Have,Can you name the two organelles we have studied that contain their own genetic material?
Lysosomes,Organelle,Suicide bags,Nickname,Known as,Why are lysosomes known as suicide bags?
Cell,Cell type,Membrane,Cell component,Organisation of,Each cell thus acquires its structure and ability to function because of the organisation of its membrane and organelles in specific ways.
Organelles,Cell component,Membrane,Cell component,Organisation of,Each cell thus acquires its structure and ability to function because of the organisation of its membrane and organelles in specific ways.
Cells,Cell type,Respiration,Biological process,Performs,"This helps the cells to perform functions like respiration, obtaining nutrition, and clearing of waste material, or forming new proteins."
Cells,Cell type,Obtaining nutrition,Biological process,Performs,"This helps the cells to perform functions like respiration, obtaining nutrition, and clearing of waste material, or forming new proteins."
Cells,Cell type,Clearing of waste material,Biological process,Performs,"This helps the cells to perform functions like respiration, obtaining nutrition, and clearing of waste material, or forming new proteins."
Cells,Cell type,Forming new proteins,Biological process,Performs,"This helps the cells to perform functions like respiration, obtaining nutrition, and clearing of waste material, or forming new proteins."
Cell Division,Biological process,New cells,Cell type,Formed in,"Cell Division New cells are formed in organisms in order to grow, to replace old, dead and injured cells, and to form gametes required for reproduction."
Organisms,Organism,New cells,Cell type,Formed in,"Cell Division New cells are formed in organisms in order to grow, to replace old, dead and injured cells, and to form gametes required for reproduction."
Growth,Biological process,New cells,Cell type,Required for,"Cell Division New cells are formed in organisms in order to grow, to replace old, dead and injured cells, and to form gametes required for reproduction."
Replacement,Biological process,"Old, dead and injured cells",Cell type,Required for,"Cell Division New cells are formed in organisms in order to grow, to replace old, dead and injured cells, and to form gametes required for reproduction."
Gametes,Cell type,Reproduction,Biological process,Required for,"Cell Division New cells are formed in organisms in order to grow, to replace old, dead and injured cells, and to form gametes required for reproduction."
Cell division,Biological process,New cells,Cell type,Results in,The process by which new cells are made is called cell division.
Cell division,Biological process,Mitosis,Cell division type,Main type,There are two main types of cell division: mitosis and meiosis.
Cell division,Biological process,Meiosis,Cell division type,Main type,There are two main types of cell division: mitosis and meiosis.
Cell division,Biological process,Mitosis,Biological process,Type of,The process of cell division by which most of the cells divide for growth is called mitosis.
Growth,Biological process,Cell division,Biological process,For,The process of cell division by which most of the cells divide for growth is called mitosis.
Cells,Cell type,Plasma membrane,Cell component,Enclosed by,• Cells are enclosed by a plasma membrane composed of lipids and proteins.
Plasma membrane,Cell component,Lipids,Biochemical compound,Composed of,• Cells are enclosed by a plasma membrane composed of lipids and proteins.
Plasma membrane,Cell component,Proteins,Biochemical compound,Composed of,• Cells are enclosed by a plasma membrane composed of lipids and proteins.
Cell wall,Cell component,Plant cells,Cell type,Located outside,"• In plant cells, a cell wall composed mainly of cellulose is located outside the cell membrane."
Cellulose,Chemical compound,Cell wall,Cell component,Composed of,"• In plant cells, a cell wall composed mainly of cellulose is located outside the cell membrane."
ER,Organelle,Intracellular transport,Process,Functions as,• The ER functions both as a passageway for intracellular transport and as a manufacturing surface.
ER,Organelle,Manufacturing surface,Process,Functions as,• The ER functions both as a passageway for intracellular transport and as a manufacturing surface.
Golgi apparatus,Organelle,Membrane-bound vesicles,Organelle,Consists of,"• The Golgi apparatus consists of stacks of membrane-bound vesicles that function in the storage, modification and packaging of substances manufactured in the cell."
Membrane-bound vesicles,Organelle,Substances,Entity,"Storage, modification and packaging function","• The Golgi apparatus consists of stacks of membrane-bound vesicles that function in the storage, modification and packaging of substances manufactured in the cell."
Cell,Cell type,Substances,Entity,Manufactured in,"• The Golgi apparatus consists of stacks of membrane-bound vesicles that function in the storage, modification and packaging of substances manufactured in the cell."
Plastids,Organelle,Plant cells,Cell type,Found in,"• Most plant cells have large membranous organelles called plastids, which are of two types—chromoplasts and leucoplasts."
Chromoplasts,Organelle type,Plastids,Organelle,Type of,"• Most plant cells have large membranous organelles called plastids, which are of two types—chromoplasts and leucoplasts."
Leucoplasts,Organelle type,Plastids,Organelle,Type of,"• Most plant cells have large membranous organelles called plastids, which are of two types—chromoplasts and leucoplasts."
Daughter cells,Cell type,Mother cell,Cell type,Derived from,The daughter cells have the same number of chromosomes as mother cell.
Chromosomes,Cell component,Daughter cells,Cell type,Same number as,The daughter cells have the same number of chromosomes as mother cell.
Reproductive organs,Organ,Animals,Organism type,Belongs to,"Specific cells of reproductive organs or tissues in animals and plants divide to form gametes, which after fertilisation give rise to offspring."
Tissues,Tissue,Animals,Organism type,Belongs to,"Specific cells of reproductive organs or tissues in animals and plants divide to form gametes, which after fertilisation give rise to offspring."
Cells,Cell,Reproductive organs,Organ,Forms,"Specific cells of reproductive organs or tissues in animals and plants divide to form gametes, which after fertilisation give rise to offspring."
Gametes,Cell type,Animals,Organism type,Forms,"Specific cells of reproductive organs or tissues in animals and plants divide to form gametes, which after fertilisation give rise to offspring."
Gametes,Cell type,Plants,Organism type,Forms,"Specific cells of reproductive organs or tissues in animals and plants divide to form gametes, which after fertilisation give rise to offspring."
Fertilisation,Biological process,Gametes,Cell type,Results in,"Specific cells of reproductive organs or tissues in animals and plants divide to form gametes, which after fertilisation give rise to offspring."
Offspring,Organism,Fertilisation,Biological process,Results in,"Specific cells of reproductive organs or tissues in animals and plants divide to form gametes, which after fertilisation give rise to offspring."
Cell,Cell type,Meiosis,Biological process,Divides by,When a cell divides by meiosis it produces four new cells instead of just two (Fig. 5.8).
Meiosis,Biological process,Four new cells,Cell type,Produces,When a cell divides by meiosis it produces four new cells instead of just two (Fig. 5.8).
Chromoplasts,Organelle,Chlorophyll,Pigment,Contain,Rationalised 2023-24  THE FUNDAMENTAL UNIT OF LIFE 59 • Chromoplasts that contain chlorophyll are called chloroplasts and they perform photosynthesis.
Chlorophyll,Pigment,Chloroplasts,Organelle,Contained in,Rationalised 2023-24  THE FUNDAMENTAL UNIT OF LIFE 59 • Chromoplasts that contain chlorophyll are called chloroplasts and they perform photosynthesis.
Chloroplasts,Organelle,Photosynthesis,Biological process,Perform,Rationalised 2023-24  THE FUNDAMENTAL UNIT OF LIFE 59 • Chromoplasts that contain chlorophyll are called chloroplasts and they perform photosynthesis.
Leucoplasts,Organelle,Storage,Function,Primary,• The primary function of leucoplasts is storage.
Prokaryotic cells,Cell type,Membrane-bound organelles,Organelle,Lack,"• Prokaryotic cells have no membrane-bound organelles, their chromosomes are composed of only nucleic acid, and they have only very small ribosomes as organelles."
Prokaryotic cells,Cell type,Chromosomes,Genetic material,Composed of,"• Prokaryotic cells have no membrane-bound organelles, their chromosomes are composed of only nucleic acid, and they have only very small ribosomes as organelles."
Chromosomes,Genetic material,Nucleic acid,Biomolecule,Composed of,"• Prokaryotic cells have no membrane-bound organelles, their chromosomes are composed of only nucleic acid, and they have only very small ribosomes as organelles."
Prokaryotic cells,Cell type,Ribosomes,Organelle,Have,"• Prokaryotic cells have no membrane-bound organelles, their chromosomes are composed of only nucleic acid, and they have only very small ribosomes as organelles."
Ribosomes,Organelle,Prokaryotic cells,Cell type,Present in,"• Prokaryotic cells have no membrane-bound organelles, their chromosomes are composed of only nucleic acid, and they have only very small ribosomes as organelles."
Cells,Cell type,Organisms,Organism type,Part of,"• Cells in organisms divide for growth of body, for repalcing dead cells, and for forming gametes for reproduction."
Growth,Biological process,Body,Body part,For,"• Cells in organisms divide for growth of body, for repalcing dead cells, and for forming gametes for reproduction."
Replacing dead cells,Biological process,Body,Body part,For,"• Cells in organisms divide for growth of body, for repalcing dead cells, and for forming gametes for reproduction."
Forming gametes,Biological process,Cells,Cell type,For,"• Cells in organisms divide for growth of body, for repalcing dead cells, and for forming gametes for reproduction."
Reproduction,Biological process,Organisms,Organism type,For,"• Cells in organisms divide for growth of body, for repalcing dead cells, and for forming gametes for reproduction."
Plant cells,Cell type,Animal cells,Cell type,Different from,Make a comparison and write down ways in which plant cells are different from animal cells.
Plant cells,Cell wall,Animal cells,No cell wall,Different in presence,Make a comparison and write down ways in which plant cells are different from animal cells.
Plant cells,Chloroplasts,Animal cells,No chloroplasts,Different in presence,Make a comparison and write down ways in which plant cells are different from animal cells.
Plant cells,Large central vacuole,Animal cells,Small or no vacuole,Different in size and presence of vacuole,Make a comparison and write down ways in which plant cells are different from animal cells.
Prokaryotic cell,Cell type,Eukaryotic cell,Cell type,Different from,How is a prokaryotic cell different from a eukaryotic cell?
Lipids,Biomolecule,Cell membrane,Cellular structure,Constituent of,Where do the lipids and proteins constituting the cell membrane get synthesised?
Proteins,Biomolecule,Cell membrane,Cellular structure,Constituent of,Where do the lipids and proteins constituting the cell membrane get synthesised?
Cell membrane,Cellular structure,Synthesized,Biological process,Get,Where do the lipids and proteins constituting the cell membrane get synthesised?
Potato halves,Object,Peeled potato,Object,Part of,Carry out the following osmosis experiment: Take four peeled potato halves and scoos each one out to make potato cups.
Potato cups,Object,Potato halves,Object,Result of,Carry out the following osmosis experiment: Take four peeled potato halves and scoos each one out to make potato cups.
Osmosis,Biological process,Potato cups,Object,Experiment involves,Carry out the following osmosis experiment: Take four peeled potato halves and scoos each one out to make potato cups.
Potato,Food,Boiled potato,Food,Made from,One of these potato cups should be made from a boiled potato.
Potato cup,Object,Trough,Container,Contained in,Put each potato cup in a trough containing water.
Trough,Container,Water,Substance,Containing,Put each potato cup in a trough containing water.
Put sugar,Action,Cup B,Container,into,"Now, • (a) Keep cup A empty (b) Put one teaspoon sugar in cup B (c) Put one teaspoon salt in cup C (d) Put one teaspoon sugar in the boiled potato cup D."
Put salt,Action,Cup C,Container,into,"Now, • (a) Keep cup A empty (b) Put one teaspoon sugar in cup B (c) Put one teaspoon salt in cup C (d) Put one teaspoon sugar in the boiled potato cup D."
Put sugar,Action,Cup D,Container,into,"Now, • (a) Keep cup A empty (b) Put one teaspoon sugar in cup B (c) Put one teaspoon salt in cup C (d) Put one teaspoon sugar in the boiled potato cup D."
Boiled potato,Ingredient,Cup D,Container,with,"Now, • (a) Keep cup A empty (b) Put one teaspoon sugar in cup B (c) Put one teaspoon salt in cup C (d) Put one teaspoon sugar in the boiled potato cup D."
Muscle cells,Cell type,Human beings,Organism,Present in,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Relax,Biological process,Muscle cells,Cell type,Causes,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Contract,Biological process,Muscle cells,Cell type,Causes,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Movement,Biological process,Muscle cells,Cell type,Results in,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Nerve cells,Cell type,Human beings,Organism,Present in,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Carry messages,Biological process,Nerve cells,Cell type,Performs,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Blood,Fluid,Human beings,Organism,Present in,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Transport,Biological process,Blood,Fluid,Performs,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Oxygen,Chemical compound,Blood,Fluid,Transports,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Food,Chemical compound,Blood,Fluid,Transports,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Hormones,Chemical compound,Blood,Fluid,Transports,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Waste material,Chemical compound,Blood,Fluid,Transports,"In human beings, muscle cells contract and relax to cause movement, nerve cells carry messages, blood flows to transport oxygen, food, hormones and waste material and so on."
Vascular tissues,Tissue type,Plants,Organism,Found in,"In plants, vascular tissues conduct food and water from one part of the plant to other parts."
Food,Nutrient,Vascular tissues,Tissue type,Conducted by,"In plants, vascular tissues conduct food and water from one part of the plant to other parts."
Water,Chemical compound,Vascular tissues,Tissue type,Conducted by,"In plants, vascular tissues conduct food and water from one part of the plant to other parts."
Plant,Organism,Parts,Body part,Connected by,"In plants, vascular tissues conduct food and water from one part of the plant to other parts."
Multi-cellular organisms,Organism type,Division of labour,Biological process,Show,"So, multi-cellular organisms show division of labour."
Plants,Organism,Stationary,State,are,Plants are stationary or fixed – they don’t move.
Animals,Organism,Food,Resource,Search for,"Animals on the other hand move around in search of food, mates and shelter."
Animals,Organism,Mates,Organism,Search for,"Animals on the other hand move around in search of food, mates and shelter."
Animals,Organism,Shelter,Resource,Search for,"Animals on the other hand move around in search of food, mates and shelter."
Plants,Organism,Energy,Physical quantity,Consume more,They consume more energy as compared to plants.
Animals,Organism type,Plants,Organism type,Compared to,Another difference between animals and plants is in the pattern of growth.
Growth,Biological process,Animals,Organism type,Occurs in,Another difference between animals and plants is in the pattern of growth.
Growth,Biological process,Plants,Organism type,Occurs in,Another difference between animals and plants is in the pattern of growth.
Pattern of growth,Characteristic,Animals,Organism type,Different from,Another difference between animals and plants is in the pattern of growth.
Pattern of growth,Characteristic,Plants,Organism type,Different from,Another difference between animals and plants is in the pattern of growth.
Plants,Organism,Growth,Biological process,Limited to certain regions,"The growth in plants is limited to certain regions, while this is not so in animals."
Animals,Organism,Growth,Biological process,Not limited to certain regions,"The growth in plants is limited to certain regions, while this is not so in animals."
Cell growth,Biological process,Animals,Organism,Occurs in,Cell growth in animals is more uniform.
Plants,Organism,Sedentary existence,Characteristic,Adapted for,"Also, they are differently adapted for a sedentary existence on one hand (plants) and active locomotion on the other (animals), contributing to this difference in organ system design."
Animals,Organism,Active locomotion,Characteristic,Adapted for,"Also, they are differently adapted for a sedentary existence on one hand (plants) and active locomotion on the other (animals), contributing to this difference in organ system design."
Organ system design,Physical attribute,Plants,Organism,Different from,"Also, they are differently adapted for a sedentary existence on one hand (plants) and active locomotion on the other (animals), contributing to this difference in organ system design."
Organ system design,Physical attribute,Animals,Organism,Different from,"Also, they are differently adapted for a sedentary existence on one hand (plants) and active locomotion on the other (animals), contributing to this difference in organ system design."
Plants,Organism,Growth,Biological process,Occurs in specific regions,The growth of plants occurs only in certain specific regions.
Onion bulbs,Plant organ,Jar,Container,Placed on,"• Now, take two onion bulbs and place one on each jar, as shown in Fig. 6.1."
Roots,Plant organ,Bulbs,Plant organ,In,• Observe the growth of roots in both the bulbs for a few days.
Growth,Biological process,Roots,Plant organ,Observation,• Observe the growth of roots in both the bulbs for a few days.
Roots,Plant organ,Day 1,Time,Measured on,"• Measure the length of roots on day 1, 2 and 3."
Roots,Plant organ,Day 2,Time,Measured on,"• Measure the length of roots on day 1, 2 and 3."
Roots,Plant organ,Day 3,Time,Measured on,"• Measure the length of roots on day 1, 2 and 3."
Onion bulb,Plant organ,Root tips,Plant tissue,Part of,"• On day 4, cut the root tips of the onion bulb in jar 2 by about 1 cm."
Jar 2,Container,Root tips,Plant tissue,Located in,"• On day 4, cut the root tips of the onion bulb in jar 2 by about 1 cm."
Day 4,Time,Cutting,Action,Occurs on,"• On day 4, cut the root tips of the onion bulb in jar 2 by about 1 cm."
Apical meristem,Plant tissue,Growing tips of stems and roots,Plant part,Present at,"After this, observe the growth of roots in both the jars and measure their lengths each day for five more days and record the observations in tables, like the table below: Length Day 1 Day 2 Day 3 Day 4 Day 5 Jar 1 Jar 2 Q Apical meristem is present at the growing tips of stems and roots and increases the length of the stem and the root."
Stem,Plant part,Apical meristem,Plant tissue,Increases length of,"After this, observe the growth of roots in both the jars and measure their lengths each day for five more days and record the observations in tables, like the table below: Length Day 1 Day 2 Day 3 Day 4 Day 5 Jar 1 Jar 2 Q Apical meristem is present at the growing tips of stems and roots and increases the length of the stem and the root."
Root,Plant part,Apical meristem,Plant tissue,Increases length of,"After this, observe the growth of roots in both the jars and measure their lengths each day for five more days and record the observations in tables, like the table below: Length Day 1 Day 2 Day 3 Day 4 Day 5 Jar 1 Jar 2 Q Apical meristem is present at the growing tips of stems and roots and increases the length of the stem and the root."
Lateral meristem,Meristem type,Stem,Plant part,Causes increase in girth,The girth of the stem or root increases due to lateral meristem (cambium).
Lateral meristem,Meristem type,Root,Plant part,Causes increase in girth,The girth of the stem or root increases due to lateral meristem (cambium).
Plant roots,Organ,Sections,Part,Cut,• We can also try to cut sections of plant roots.
Sections,Plant part,Root,Plant part,Cut from,We can even try cutting sections of root and stem of different plants.
Sections,Plant part,Stem,Plant part,Cut from,We can even try cutting sections of root and stem of different plants.
Plants,Organism,Root,Plant part,Belongs to,We can even try cutting sections of root and stem of different plants.
Plants,Organism,Stem,Plant part,Belongs to,We can even try cutting sections of root and stem of different plants.
Slide,Tool,Neatly cut section,Object,Placed on,"Place one neatly cut section on a slide, and put a drop of glycerine."
Glycerine,Substance,Neatly cut section,Object,Drop of,"Place one neatly cut section on a slide, and put a drop of glycerine."
Cover-slip,Tool,Microscope,Instrument,Used with,• Cover with a cover-slip and observe under a microscope.
It,Unknown,Chlorophyll,Chemical compound,Contains,"In some situations, it contains chlorophyll and performs photosynthesis, and then it is called chlorenchyma."
It,Unknown,Performs photosynthesis,Biological process,Related to,"In some situations, it contains chlorophyll and performs photosynthesis, and then it is called chlorenchyma."
It,Unknown,Chlorenchyma,Cell type,Becomes when containing chlorophyll and performing photosynthesis,"In some situations, it contains chlorophyll and performs photosynthesis, and then it is called chlorenchyma."
Large air cavities,Anatomical structure,Aquatic plants,Plant type,Present in,"In aquatic plants, large air cavities are present in parenchyma to help them float."
Parenchyma,Tissue,Aquatic plants,Plant type,Contains,"In aquatic plants, large air cavities are present in parenchyma to help them float."
Aquatic plants,Plant type,Float,Physical property,Helps,"In aquatic plants, large air cavities are present in parenchyma to help them float."
Parenchyma,Cell type,Aerenchyma,Cell type,Type of,Such a parenchyma type is called aerenchyma.
Leaf stalks,Plant tissue,Epidermis,Plant tissue,Below,We can find this tissue in leaf stalks below the epidermis.
Parenchyma,Tissue type,TISSUES 63,Book title,Mentioned in,"Rationalised 2023-24  TISSUES 63 Fig. 6.4: Various types of simple tissues: (a) Parenchyma (b) Collenchyma (c) Sclerenchyma (i) transverse section, (ii) longitudinal section."
Collenchyma,Tissue type,TISSUES 63,Book title,Mentioned in,"Rationalised 2023-24  TISSUES 63 Fig. 6.4: Various types of simple tissues: (a) Parenchyma (b) Collenchyma (c) Sclerenchyma (i) transverse section, (ii) longitudinal section."
Sclerenchyma,Tissue type,TISSUES 63,Book title,Mentioned in,"Rationalised 2023-24  TISSUES 63 Fig. 6.4: Various types of simple tissues: (a) Parenchyma (b) Collenchyma (c) Sclerenchyma (i) transverse section, (ii) longitudinal section."
Transverse section,Section type,Parenchyma,Tissue type,Present in,"Rationalised 2023-24  TISSUES 63 Fig. 6.4: Various types of simple tissues: (a) Parenchyma (b) Collenchyma (c) Sclerenchyma (i) transverse section, (ii) longitudinal section."
Longitudinal section,Section type,Parenchyma,Tissue type,Present in,"Rationalised 2023-24  TISSUES 63 Fig. 6.4: Various types of simple tissues: (a) Parenchyma (b) Collenchyma (c) Sclerenchyma (i) transverse section, (ii) longitudinal section."
Transverse section,Section type,Collenchyma,Tissue type,Present in,"Rationalised 2023-24  TISSUES 63 Fig. 6.4: Various types of simple tissues: (a) Parenchyma (b) Collenchyma (c) Sclerenchyma (i) transverse section, (ii) longitudinal section."
Longitudinal section,Section type,Collenchyma,Tissue type,Present in,"Rationalised 2023-24  TISSUES 63 Fig. 6.4: Various types of simple tissues: (a) Parenchyma (b) Collenchyma (c) Sclerenchyma (i) transverse section, (ii) longitudinal section."
Transverse section,Section type,Sclerenchyma,Tissue type,Present in,"Rationalised 2023-24  TISSUES 63 Fig. 6.4: Various types of simple tissues: (a) Parenchyma (b) Collenchyma (c) Sclerenchyma (i) transverse section, (ii) longitudinal section."
Longitudinal section,Section type,Sclerenchyma,Tissue type,Present in,"Rationalised 2023-24  TISSUES 63 Fig. 6.4: Various types of simple tissues: (a) Parenchyma (b) Collenchyma (c) Sclerenchyma (i) transverse section, (ii) longitudinal section."
Sclerenchyma,Tissue type,Permanent tissue,Tissue type,Another type of,Yet another type of permanent tissue is sclerenchyma.
Coconut,Fruit,Husk,Plant part,Part of,We have seen the husk of a coconut.
Stems,Plant part,Vascular bundles,Plant part,Surrounds,"This tissue is present in stems, around vascular bundles, in the veins of leaves and in the hard covering of seeds and nuts."
Vascular bundles,Plant part,Stems,Plant part,Surrounded by,"This tissue is present in stems, around vascular bundles, in the veins of leaves and in the hard covering of seeds and nuts."
Leaves,Plant part,Veins,Plant part,Contains,"This tissue is present in stems, around vascular bundles, in the veins of leaves and in the hard covering of seeds and nuts."
Veins,Plant part,Leaves,Plant part,Contained within,"This tissue is present in stems, around vascular bundles, in the veins of leaves and in the hard covering of seeds and nuts."
Seeds,Plant part,Hard covering,Plant part,Contains,"This tissue is present in stems, around vascular bundles, in the veins of leaves and in the hard covering of seeds and nuts."
Nuts,Plant part,Hard covering,Plant part,Contains,"This tissue is present in stems, around vascular bundles, in the veins of leaves and in the hard covering of seeds and nuts."
Peel,Object,Petri dish,Object,Put in,• Remove this peel and put it in a petri dish filled with water.
Epidermis,Cell layer,Cells,Cell type,Outermost layer of,"What you observe is the outermost layer of cells, called epidermis."
Cells,Cell type,Epidermis,Cell layer,Inner layer of,"What you observe is the outermost layer of cells, called epidermis."
Epidermis,Tissue,Plants,Organism,Part of,"In some plants living in very dry habitats, the epidermis may be thicker since protection against water loss is critical."
Water loss,Phenomenon,Plants,Organism,Protected against,"In some plants living in very dry habitats, the epidermis may be thicker since protection against water loss is critical."
Dry habitats,Environment,Plants,Organism,Living in,"In some plants living in very dry habitats, the epidermis may be thicker since protection against water loss is critical."
Thickness,Physical property,Epidermis,Tissue,Characteristic of,"In some plants living in very dry habitats, the epidermis may be thicker since protection against water loss is critical."
Plant,Organism,Surface,Anatomical structure,Has,The entire surface of a plant has an outer covering epidermis.
Epidermis,Tissue,Plant,Organism,Outer covering,The entire surface of a plant has an outer covering epidermis.
Epidermal cells,Cell type,Aerial parts of the plant,Plant part,Located on,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Intercellular spaces,Space,Epidermal cells,Cell type,Within,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Wall thickenings,Structure,Epidermal cells,Cell type,Contains,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Nucleus,Organelle,Epidermal cells,Cell type,Within,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Vacuole,Organelle,Epidermal cells,Cell type,Within,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Cell wall,Structure,Epidermal cells,Cell type,Outer layer of,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Lumen,Space,Epidermal cells,Cell type,Within,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Lignified thick wall,Structure,Epidermal cells,Cell type,Contains,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Guard cells,Cell type,Parts of the plant,Plant part,Located in,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Stoma,Structure,Guard cells,Cell type,Contains,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Waxy layer,Structure,Outer surface of parts of the plant,Plant part,Secreted by,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Water-resistant layer,Property,Outer surface of parts of the plant,Plant part,Has,"Epidermal cells on the aerial a Intercellular spaces b Wall thickenings Nucleus Vacuole Cell wall Narrow lumen Lignified thick wall c (ii) c (i) Thick lignified walls Fig. 6.5: Guard cells and epidermal cells: (a)  lateral view, (b) surface view (a) (b) Guard cell Stoma Epidermal cell Guard cells parts of the plant often secrete a waxy, water- resistant layer on their outer surface."
Epidermis,Tissue,Leaf,Plant organ,Located in,We can observe small pores here and there in the epidermis of the leaf.
Pores,Structure,Epidermis,Tissue,Located in,We can observe small pores here and there in the epidermis of the leaf.
Pores,Structure,Stomata,Structure,called,These pores are called stomata (Fig. 6.5).
Transpiration,Biological process,Water vapour,Physical entity,Loss of,Transpiration (loss of water in the form of water vapour) also takes place through stomata.
Stomata,Cellular structure,Transpiration,Biological process,Takes place through,Transpiration (loss of water in the form of water vapour) also takes place through stomata.
Epidermal cells,Cell type,Roots,Plant part,Located in,"Epidermal cells of the roots, whose function is water absorption, commonly bear long hair- like parts that greatly increase the total absorptive surface area."
