entity1,entity_1_type,entity2,entity_2_type,relation,sentence
EF,Acronym,P,Unknown,Up to,"Also produce EF up to P, as shown by a dotted line in Fig. 9.10."
Incident ray,Physical entity,Refracted ray,Physical entity,Lie in the same plane,"(i) The incident ray, the refracted ray and the normal to the interface of two transparent media at the point of incidence, all lie in the same plane."
Normal,Physical entity,Incident ray,Physical entity,Lies in the same plane,"(i) The incident ray, the refracted ray and the normal to the interface of two transparent media at the point of incidence, all lie in the same plane."
Normal,Physical entity,Refracted ray,Physical entity,Lies in the same plane,"(i) The incident ray, the refracted ray and the normal to the interface of two transparent media at the point of incidence, all lie in the same plane."
Transparent media,Physical entity,Point of incidence,Physical entity,Interface,"(i) The incident ray, the refracted ray and the normal to the interface of two transparent media at the point of incidence, all lie in the same plane."
Ratio,Physical quantity,Sine of angle of incidence,Physical quantity,Sine of angle of refraction,"(ii) The ratio of sine of angle of incidence to the sine of angle of refraction is a constant, for the light of a given colour and for the given pair of media."
Light,Physical entity,Given colour,Physical property,Media,"(ii) The ratio of sine of angle of incidence to the sine of angle of refraction is a constant, for the light of a given colour and for the given pair of media."
Snell's law,Scientific law,Refraction,Physical phenomenon,Also known as,This law is also known as Snell’s law of refraction.
Refractive index,Physical quantity,Second medium,Medium type,Relative to first medium,"(This is true for angle 0 < i < 90o) If i is the angle of incidence and r is the angle of refraction, then, sin sin i r  = constant (9.4) This constant value is called the refractive index of the second medium with respect to the first."
Extent of change,Physical quantity,Direction,Physical property,Takes place in,"The extent of the change in direction that takes place in a given pair of media may be expressed in terms of the refractive index, the “constant” appearing on the right-hand side of Eq.(9.4)."
Pair of media,Physical object,Refractive index,Physical property,Related to,"The extent of the change in direction that takes place in a given pair of media may be expressed in terms of the refractive index, the “constant” appearing on the right-hand side of Eq.(9.4)."
Eq.(9.4),Mathematical equation,Refractive index,Physical property,Appears on the right-hand side of,"The extent of the change in direction that takes place in a given pair of media may be expressed in terms of the refractive index, the “constant” appearing on the right-hand side of Eq.(9.4)."
Refractive index,Physical quantity,Light,Physical entity,Linked to,"The refractive index can be linked to an important physical quantity, the relative speed of propagation of light in different media."
Refractive index,Physical quantity,Propagation of light,Physical process,Linked to,"The refractive index can be linked to an important physical quantity, the relative speed of propagation of light in different media."
Propagation of light,Physical process,Different media,Physical entity,Occurs in,"The refractive index can be linked to an important physical quantity, the relative speed of propagation of light in different media."
Relative speed,Physical quantity,Propagation of light,Physical process,Linked to,"The refractive index can be linked to an important physical quantity, the relative speed of propagation of light in different media."
Relative speed,Physical quantity,Different media,Physical entity,Linked to,"The refractive index can be linked to an important physical quantity, the relative speed of propagation of light in different media."
Light,Physical entity,Media,Physical entity,Propagates in,It turns out that light propagates with different speeds in different media.
Speed,Physical property,Light,Physical entity,Varies with,It turns out that light propagates with different speeds in different media.
Light,Physical entity,Vacuum,Physical entity,Travels in fastest,Light travels fastest in vacuum with speed of 3×108 m s–1.
Speed of light,Physical quantity,Air,Medium,Measured in,"In air, the speed of light is only marginally less, compared to that in vacuum."
Speed of light,Physical quantity,Vacuum,Medium,Measured in,"In air, the speed of light is only marginally less, compared to that in vacuum."
Speed of light,Physical quantity,Air,Medium,Slower than in vacuum,"In air, the speed of light is only marginally less, compared to that in vacuum."
Fig.9.11,Figure,Medium 1,Medium,Starting point,"Consider a ray of light travelling from medium 1 into medium 2, as shown in Fig.9.11."
Medium 2,Medium,Fig.9.11,Figure,End point,"Consider a ray of light travelling from medium 1 into medium 2, as shown in Fig.9.11."
Ray of light,Physical entity,Medium 1,Medium,Originates from,"Consider a ray of light travelling from medium 1 into medium 2, as shown in Fig.9.11."
Ray of light,Physical entity,Medium 2,Medium,Travels into,"Consider a ray of light travelling from medium 1 into medium 2, as shown in Fig.9.11."
v1,Variable,Speed of light,Physical quantity,Defines,Let v1 be the speed of light in medium 1 and v2 be the speed of light in medium 2.
v2,Variable,Speed of light,Physical quantity,Defines,Let v1 be the speed of light in medium 1 and v2 be the speed of light in medium 2.
Medium 2,Medium,Medium 1,Medium,with respect to,The refractive index of medium 2 with respect to medium 1 is given by the ratio of the speed of light in medium 1 and the speed of light in medium 2.
Speed of light,Physical quantity,Medium 1,Medium,in,The refractive index of medium 2 with respect to medium 1 is given by the ratio of the speed of light in medium 1 and the speed of light in medium 2.
Speed of light,Physical quantity,Medium 2,Medium,in,The refractive index of medium 2 with respect to medium 1 is given by the ratio of the speed of light in medium 1 and the speed of light in medium 2.
Ratio,Mathematical concept,Speed of light in medium 1,Physical quantity,Given by,The refractive index of medium 2 with respect to medium 1 is given by the ratio of the speed of light in medium 1 and the speed of light in medium 2.
Ratio,Mathematical concept,Speed of light in medium 2,Physical quantity,Given by,The refractive index of medium 2 with respect to medium 1 is given by the ratio of the speed of light in medium 1 and the speed of light in medium 2.
Symbol,Notation,n21,Number,Represents,This is usually represented by the symbol n21.
n21,Refractive index,Speed of light in medium 1,Physical quantity,with respect to,"This can be expressed in an equation form as n21= Speed of light in medium 1 Speed of light in medium 2 = v v 1 2 (9.5) By the same argument, the refractive index of medium 1 with respect to medium 2 is represented as n12."
Medium 1,Physical medium,Medium 2,Physical medium,with respect to,"This can be expressed in an equation form as n21= Speed of light in medium 1 Speed of light in medium 2 = v v 1 2 (9.5) By the same argument, the refractive index of medium 1 with respect to medium 2 is represented as n12."
n12,Symbol,Speed of light in medium 2,Physical quantity,Ratio,"It is given by n12= Speed of light in medium 2 Speed of light in medium 1 = v v 2 1 (9.6) If medium 1 is vacuum or air, then the refractive index of medium 2 is considered with respect to vacuum."
Speed of light in medium 1,Physical quantity,n12,Symbol,Ratio,"It is given by n12= Speed of light in medium 2 Speed of light in medium 1 = v v 2 1 (9.6) If medium 1 is vacuum or air, then the refractive index of medium 2 is considered with respect to vacuum."
Medium 1,Physical medium,Vacuum,Physical medium,Comparison,"It is given by n12= Speed of light in medium 2 Speed of light in medium 1 = v v 2 1 (9.6) If medium 1 is vacuum or air, then the refractive index of medium 2 is considered with respect to vacuum."
Medium 1,Physical medium,Air,Physical medium,Comparison,"It is given by n12= Speed of light in medium 2 Speed of light in medium 1 = v v 2 1 (9.6) If medium 1 is vacuum or air, then the refractive index of medium 2 is considered with respect to vacuum."
Refractive index of medium 2,Physical quantity,Vacuum,Physical medium,Comparison,"It is given by n12= Speed of light in medium 2 Speed of light in medium 1 = v v 2 1 (9.6) If medium 1 is vacuum or air, then the refractive index of medium 2 is considered with respect to vacuum."
Connotation,Abstract concept,Optical density,Physical property,Associated with,Optical density has a definite connotation.
Optically rarer medium,Physical property,Optically denser medium,Physical property,Describes the relation between two mediums.,"It actually means  ‘optically rarer medium’ and ‘optically denser medium’, respectively."
Media,Object,Refractive index,Property,larger,"In comparing two media, the one with the larger refractive index is optically denser medium than the other."
Medium,Physical object,Refractive index,Physical property,Has,The other medium of lower refractive index is optically rarer.
Refractive index,Physical property,Lower,Comparison,Of,The other medium of lower refractive index is optically rarer.
Medium,Physical object,Optically rarer,Optical property,Is,The other medium of lower refractive index is optically rarer.
Speed of light,Physical quantity,Rarer medium,Medium type,Higher in,The speed of light is higher in a rarer medium than a denser medium.
Speed of light,Physical quantity,Denser medium,Medium type,Lower in,The speed of light is higher in a rarer medium than a denser medium.
Ray of light,Physical entity,Rarer medium,Physical entity,Travels through,"Thus, a ray of light travelling from a rarer medium to a denser medium slows down and bends  towards the normal."
Rarer medium,Physical entity,Denser medium,Physical entity,Travels into,"Thus, a ray of light travelling from a rarer medium to a denser medium slows down and bends  towards the normal."
Ray of light,Physical entity,Denser medium,Physical entity,Bends towards normal,"Thus, a ray of light travelling from a rarer medium to a denser medium slows down and bends  towards the normal."
Optically denser medium,Physical property,Mass density,Physical property,May not possess greater relation.,Note from Table 9.3 that an optically denser medium may not possess greater mass density.
Kerosene,Liquid,Water,Liquid,Compared to,"For example, kerosene having higher refractive index, is optically denser than water, although its mass density is less than water."
Kerosene,Liquid,Water,Liquid,Optically denser than,"For example, kerosene having higher refractive index, is optically denser than water, although its mass density is less than water."
Kerosene,Liquid,Water,Liquid,Higher refractive index than,"For example, kerosene having higher refractive index, is optically denser than water, although its mass density is less than water."
Kerosene,Liquid,Water,Liquid,Less mass density than,"For example, kerosene having higher refractive index, is optically denser than water, although its mass density is less than water."
Air,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Canada balsam,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Ice,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Water,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Rock salt,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Alcohol,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Kerosene,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Carbon disulphide,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Fused quartz,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Dense flint glass,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Turpentine oil,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Ruby,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Benzene,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Sapphire,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Crown glass,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Diamond,Refractive medium,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Speed of light in air,Physical quantity,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Speed of light in the medium,Physical quantity,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Refractive index,Physical quantity,,,,"Material Refractive Material Refractive medium index medium index Air 1.0003 Canada 1.53 Balsam Ice 1.31 Water 1.33 Rock salt 1.54 Alcohol 1.36 Kerosene 1.44 Carbon 1.63 disulphide Fused 1.46 quartz Dense 1.65 flint glass Turpentine 1.47 oil Ruby 1.71 Benzene 1.50 Sapphire 1.77 Crown 1.52 glass Diamond 2.42 light in air and v is the speed of light in the medium, then, the refractive index of the medium nm is given by nm = Speed of light in air Speed of light in the medium = c v (9.7) The absolute refractive index of a medium is simply called its refractive index."
Water,Substance,Refractive index,Property,Has,"From the Table you can know that the refractive index of water, nw = 1.33."
Water,Substance,nw,Variable,Is equal to,"From the Table you can know that the refractive index of water, nw = 1.33."
nw,Variable,1.33,Value,Is,"From the Table you can know that the refractive index of water, nw = 1.33."
Speed of light in air,Physical quantity,Speed of light in water,Physical quantity,Ratio of,This means that the ratio of the speed of light in air and the speed of light in water is equal to 1.33.
Crown glass,Material,Refractive index,Property,of,"Similarly, the refractive index of crown glass, ng =1.52."
Absolute refractive index,Physical quantity,Material media,Material,Measured for,Table 9.3 Absolute refractive index of some material media More to Know! Rationalised 2023-24  Science 150 9.3.3 Refraction by Spherical Lenses You might have seen watchmakers using a small magnifying glass to see tiny parts.
Refraction,Physical phenomenon,Spherical Lenses,Optical instrument,Caused by,Table 9.3 Absolute refractive index of some material media More to Know! Rationalised 2023-24  Science 150 9.3.3 Refraction by Spherical Lenses You might have seen watchmakers using a small magnifying glass to see tiny parts.
Glasses,Object,Spectacles,Object,Type of,The glasses used in spectacles and that by a watchmaker are examples of lenses.
Spectacles,Object,Lenses,Object,Contains,The glasses used in spectacles and that by a watchmaker are examples of lenses.
Lenses,Object,Watchmaker tools,Object,Type of,The glasses used in spectacles and that by a watchmaker are examples of lenses.
Lens,Optical device,Spherical surfaces,Shape,Have,"A lens may have two spherical surfaces, bulging outwards."
Spherical surfaces,Shape,Outwards,Direction,Bulging,"A lens may have two spherical surfaces, bulging outwards."
Lens,Optical device,Double convex lens,Type of lens,is called,Such a lens is called a double convex lens.
Convex lens,Optical component,Light rays,Light,Converges,Convex lens converges light rays as shown in Fig. 9.12 (a).
Convex lenses,Lens type,Converging lenses,Lens type,Also called,Hence convex lenses are also called converging lenses.
Double concave lens,Optical component,Two spherical surfaces,Geometric shape,Bounded by,"Similarly, a double concave lens is bounded by two spherical surfaces, curved inwards."
Two spherical surfaces,Geometric shape,Curved inwards,Physical property,Characteristic of,"Similarly, a double concave lens is bounded by two spherical surfaces, curved inwards."
Lenses,Optical device,Light rays,Electromagnetic radiation,Affected by,Such lenses diverge light rays as shown in Fig. 9.12 (b).
Fig. 9.12 (b),Visual aid,Light rays,Electromagnetic radiation,Shown in,Such lenses diverge light rays as shown in Fig. 9.12 (b).
Diverge,Optical property,Light rays,Electromagnetic radiation,Affected by,Such lenses diverge light rays as shown in Fig. 9.12 (b).
Double concave lens,Lens type,Concave lens,Lens type,Same as,A double concave lens is simply called a concave lens.
Lens,Optical device,Convex lens,Optical device,Type of,"A lens, either a convex lens or a concave lens, has two spherical surfaces."
Lens,Optical device,Concave lens,Optical device,Type of,"A lens, either a convex lens or a concave lens, has two spherical surfaces."
Convex lens,Optical device,Spherical surfaces,Physical feature,Has,"A lens, either a convex lens or a concave lens, has two spherical surfaces."
Concave lens,Optical device,Spherical surfaces,Physical feature,Has,"A lens, either a convex lens or a concave lens, has two spherical surfaces."
Surfaces,Physical object,Sphere,Geometric shape,Part of,Each of these surfaces forms a part of a sphere.
Centres of curvature,Physical object,Spheres,Physical object,Part of,The centres of these spheres are called centres of curvature of the lens.
Centre of curvature,Physical object,Lens,Optical component,Represented by,The centre of curvature of a lens is usually represented by the letter C.
C1,Point,Centre of curvature,Object,Same as,"Since there are two centres of curvature, we may represent them as C1 and C2."
C2,Point,Centre of curvature,Object,Same as,"Since there are two centres of curvature, we may represent them as C1 and C2."
Principal axis,Physical object,Lens,Physical object,Passes through centers of curvature,An imaginary straight line passing through the two centres of curvature of a lens is called its principal axis.
Lens,Optical device,Optical centre,Point,Central point,The central point of a lens is its optical centre.
Light,Physical entity,Air,Physical entity,Travelling in,A ray of light travelling in air enters obliquely into water.
Light,Physical entity,Water,Physical entity,Enters into,A ray of light travelling in air enters obliquely into water.
Air,Physical entity,Water,Physical entity,Different medium,A ray of light travelling in air enters obliquely into water.
Air,Gas,Glass,Material,Has,Light enters from air to glass having refractive index 1.50.
Refractive index,Optical property,Glass,Material,Of,Light enters from air to glass having refractive index 1.50.
Speed of light,Physical quantity,Vacuum,Medium,In,The speed of light in vacuum is 3 × 108 m s–1.
Diamond,Material,Refractive index,Property,has,The refractive index of diamond is 2.42.
Ray of light,Physical entity,Optical centre,Physical entity,Passes through,A ray of light through the optical centre of a lens passes without suffering any deviation.
Lens,Physical entity,Optical centre,Physical entity,Located at,A ray of light through the optical centre of a lens passes without suffering any deviation.
Aperture,Lens property,Circular outline,Shape,Has effective diameter,The effective diameter of the circular outline of a spherical lens is called its aperture.
Lenses,Optical component,Aperture,Physical property,Less than radius of curvature,We shall confine our discussion in this Chapter to such lenses whose aperture is much less than its radius of curvature and the two centres of curvatures are equidistant from the optical centre O.
Aperture,Physical property,Radius of curvature,Physical property,Compared to,We shall confine our discussion in this Chapter to such lenses whose aperture is much less than its radius of curvature and the two centres of curvatures are equidistant from the optical centre O.
Lenses,Optical component,Centres of curvatures,Physical property,Equidistant from,We shall confine our discussion in this Chapter to such lenses whose aperture is much less than its radius of curvature and the two centres of curvatures are equidistant from the optical centre O.
Centres of curvatures,Physical property,Optical centre O,Location,Related to,We shall confine our discussion in this Chapter to such lenses whose aperture is much less than its radius of curvature and the two centres of curvatures are equidistant from the optical centre O.
Convex lens,Optical device,Hand,Body part,Held by,� Hold a convex lens in your hand.
Paper,Material,Smoke,Physical phenomenon,Produces,The paper begins to burn producing smoke.
Sun,Celestial object,Light,Electromagnetic radiation,Originates from,The light from the Sun constitutes parallel rays of light.
Rays,Physical entity,Lens,Optical instrument,Converged by,These rays were converged by the lens at the sharp bright spot formed on the paper.
Lens,Optical instrument,Sharp bright spot,Physical entity,Formed on,These rays were converged by the lens at the sharp bright spot formed on the paper.
Sharp bright spot,Physical entity,Paper,Physical entity,Formed on,These rays were converged by the lens at the sharp bright spot formed on the paper.
Bright spot,Physical object,Paper,Physical object,On,"In fact, the bright spot you got on the paper is a real image of the Sun."
Real image,Concept,Sun,Star,Of,"In fact, the bright spot you got on the paper is a real image of the Sun."
Sunlight,Physical entity,Point,Physical entity,Concentrated at,The concentration of the sunlight at a point generated heat.
Sunlight,Physical entity,Heat,Physical entity,Generated,The concentration of the sunlight at a point generated heat.
Burn,Biological process,Paper,Material,Caused by,This caused the paper to burn.
Rays of light,Physical entity,Principal axis,Physical entity,Parallel to,"Now, we shall consider rays of light parallel to the principal axis of a lens."
Fig.9.12,Figure,Convex lens,Lens type,Illustrated for,This is illustrated for a convex lens in Fig.9.12 (a) and for a concave lens in Fig.9.12 (b).
Fig.9.12,Figure,Concave lens,Lens type,Illustrated for,This is illustrated for a convex lens in Fig.9.12 (a) and for a concave lens in Fig.9.12 (b).
Principal axis,Physical entity,Convex lens,Optical instrument,Part of,Several rays of light parallel to the principal axis are falling on a convex lens.
Convex lens,Optical instrument,Rays of light,Physical entity,Refracts,Several rays of light parallel to the principal axis are falling on a convex lens.
Rays,Physical object,Lens,Optical instrument,Refraction from,"These rays, after refraction from the lens, are converging to a point on the principal axis."
Point,Physical object,Principal axis,Imaginary line,Converging to,"These rays, after refraction from the lens, are converging to a point on the principal axis."
Principal axis,Optical component,Lens,Optical component,Contains,This point on the principal axis is called the principal focus of the lens.
Principal focus,Point,Lens,Optical component,Located on,This point on the principal axis is called the principal focus of the lens.
Rays of light,Physical entity,Principal axis,Physical entity,Parallel to,Several rays of light parallel to the principal axis are falling on a concave lens.
Concave lens,Optical device,Rays of light,Physical entity,Refracted by,Several rays of light parallel to the principal axis are falling on a concave lens.
Rays,Physical object,Lens,Optical component,Interacts with,"These rays, after refraction from the lens, are appearing to diverge from a point on the principal axis."
Principal axis,Imaginary line,Lens,Optical component,Passes through,"These rays, after refraction from the lens, are appearing to diverge from a point on the principal axis."
Point,Geometric object,Principal axis,Imaginary line,Located on,"These rays, after refraction from the lens, are appearing to diverge from a point on the principal axis."
Refraction,Physical phenomenon,Lens,Optical component,Causes,"These rays, after refraction from the lens, are appearing to diverge from a point on the principal axis."
Diverge,Physical phenomenon,Point,Geometric object,Appears to be from,"These rays, after refraction from the lens, are appearing to diverge from a point on the principal axis."
Principal axis,Physical object,Concave lens,Optical device,Contains,This point on the principal axis is called the principal focus of the concave lens.
Principal focus,Point,Concave lens,Optical device,Located on,This point on the principal axis is called the principal focus of the concave lens.
Lens,Optical device,Parallel rays,Light rays,Pass through,"If you pass parallel rays from the opposite surface of the lens, you get another principal focus on the opposite side."
Principal focus,Optical property,Lens,Optical device,Occurs on,"If you pass parallel rays from the opposite surface of the lens, you get another principal focus on the opposite side."
Opposite side,Location,Principal focus,Optical property,Located on,"If you pass parallel rays from the opposite surface of the lens, you get another principal focus on the opposite side."
F,Symbol,Principal focus,Concept,Represented by,Letter F is usually used to represent principal focus.
Lens,Optical device,Principal foci,Optical property,Has,"However, a lens has two principal foci."
F1,Variable,Unknown,Unknown,Represented by,They are represented by F1 and F2.
F2,Variable,Unknown,Unknown,Represented by,They are represented by F1 and F2.
Principal focus,Point,Optical centre,Point,Distance called focal length,The distance of the principal focus from the optical centre of a lens is called its focal length.
f,Symbol,Focal length,Physical quantity,Represented by,The letter f  is used to represent the focal length.
