Entity,Definition,Images
Microprocessor,"A microprocessor is a computer processor where the data processing logic and control is included on a single integrated circuit (IC), or a small number of ICs.","['https://upload.wikimedia.org/wikipedia/commons/2/2b/80486DX2_200x.png', 'https://upload.wikimedia.org/wikipedia/commons/1/16/AMD_Ryzen_5_2600_%2839851733273%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/AMD_Ryzen_7_1800X.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Abit_BP6_motherboard_2_celerons.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Abit_dual_celeron_pc_motherboard.jpg']"
5 N/0.75 kg,Not found on Wikipedia,['Image not found']
Rapid growth,Not found on Wikipedia,['Image not found']
Fig. 12.4,Not found on Wikipedia,['Image not found']
Transfusion,Transfusion may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Different levels,Not found on Wikipedia,['Image not found']
NCERT watermark,Not found on Wikipedia,['Image not found']
The lining of canal,Not found on Wikipedia,['Image not found']
Australian sheep,Not found on Wikipedia,['Image not found']
Stupor,"Stupor is the lack of critical mental function and a level of consciousness, in which an affected person is almost entirely unresponsive and responds only to intense stimuli such as pain.","['https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/%D0%A1atatonic_stupor3.jpg']"
Pakoras,Not found on Wikipedia,['Image not found']
Chemotropism,Chemotropism is defined as the growth of organisms navigated by chemical stimulus from outside of the organism.,"['https://upload.wikimedia.org/wikipedia/commons/d/d6/Developmental-axon-stretch-stimulates-neuron-growth-while-maintaining-normal-electrical-activity-Video4.ogv', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/PSM_V77_D352_The_course_of_the_pollen_tube_in_a_rock_rose.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Yeast_mating_scheme.svg']"
Cosmetics,"Cosmetics are constituted mixtures of chemical compounds derived from either natural sources, or synthetically created ones.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/AncientEgypt-LadyApplyingCosmetics-ROM.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Cosmetics.JPG']"
Carbohydrate metabolism,"Carbohydrate metabolism is the whole of the biochemical processes responsible for the metabolic formation, breakdown, and interconversion of carbohydrates in living organisms.","['https://upload.wikimedia.org/wikipedia/commons/c/cd/Carbohydrate_Metabolism.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Interactive_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Metabolic_Metro_Map_%28no_legends%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Metabolic_metro_blue.svg']"
Cake,"Cake is a flour confection made from flour, sugar, and other ingredients, and is usually baked.","['https://upload.wikimedia.org/wikipedia/commons/8/88/182365_Gooey_Butter_Cake.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/A_sheet_cake.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/At_the_Seattle_Bridal_Show2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Birthday_cake.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Cake_Balls.jpg']"
Calories,Not found on Wikipedia,['Image not found']
Rakib,Not found on Wikipedia,['Image not found']
Eggs,Not found on Wikipedia,['Image not found']
Extracellular fibrous basement membrane,Not found on Wikipedia,['Image not found']
Farm waste material,Not found on Wikipedia,['Image not found']
Canada balsam,"Canada balsam, also called Canada turpentine or balsam of fir, is the oleoresin of the balsam fir tree (Abies balsamea) of boreal North America.","['https://upload.wikimedia.org/wikipedia/commons/d/d8/Abies_balsamea_range_map_3.png', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Journal.pone.0079155.g001_Slide_of_holotype_of_Lethacotyle_fijiensis_Manter_%26_Prince%2C_1953.png']"
Filtration plant,Not found on Wikipedia,['Image not found']
Laws of Chemical Combination,Not found on Wikipedia,['Image not found']
North-South direction,Not found on Wikipedia,['Image not found']
Villages,Not found on Wikipedia,['Image not found']
Smoothness,"In mathematical analysis, the smoothness of a function is a property measured by the number of continuous derivatives it has over some domain, called differentiability class.","['https://upload.wikimedia.org/wikipedia/commons/2/24/Bump2D_illustration.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/C0_function.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Curves_g1_contact.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Kegelschnitt-Schar.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Mollifier_Illustration.svg']"
Oxygen-rich blood,Not found on Wikipedia,['Image not found']
Count,"Count (feminine: countess) is a historical title of nobility in certain European countries, varying in relative status, generally of middling rank in the hierarchy of nobility.","['https://upload.wikimedia.org/wikipedia/commons/a/af/Carl_Gustaf_Mannerheim.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/DeSalisClothBellonna.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Heraldic_Crown_of_Spanish_Count.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Heraldic_Imperial_Crown_%28Gules_Mitre%29.svg']"
Maintenance of life,Not found on Wikipedia,['Image not found']
Safe processing,Not found on Wikipedia,['Image not found']
Blood corpuscle,Not found on Wikipedia,['Image not found']
Suspicious movement,Not found on Wikipedia,['Image not found']
Inks,Not found on Wikipedia,['Image not found']
Parts of digestive system,Not found on Wikipedia,['Image not found']
Long hair-like parts,Not found on Wikipedia,['Image not found']
Earth's orbit,Earth orbits the Sun at an average distance of 149.60 million km (92.96 million mi) in a counterclockwise direction as viewed from above the Northern Hemisphere.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cumulus_clouds_in_fair_weather.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/EarthsOrbit_en.png']"
Table 9.6,Not found on Wikipedia,['Image not found']
Specialised organs,Not found on Wikipedia,['Image not found']
Submarine,A submarine (or sub) is a watercraft capable of independent operation underwater.,"['https://upload.wikimedia.org/wikipedia/commons/6/6c/2004-Bremerhaven_U-Boot-Museum-Sicherlich_retouched.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Akula%26Ryurik1913.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Allveelaev_Lembit_2012.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/AtlantisSubInterior3497.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/AtlantisVIISubmarineClip3494.jpg']"
Palms,Not found on Wikipedia,['Image not found']
Red,"Red is the color at the long wavelength end of the visible spectrum of light, next to orange and opposite violet.","['https://upload.wikimedia.org/wikipedia/commons/8/8b/9_Bisonte_Magdaleniense_pol%C3%ADcromo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/AU_Fire_Danger_Indicator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Agarplate_redbloodcells_edit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Alfa_Romeo_33_SC_12_Sovralimentata_1977_red_vr_TCE.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Alizarin-sample.jpg']"
Bajra,Bajra may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
First finger,First finger is an ambiguous term in English language due to two competing finger numbering systems used.,['Image not found']
Equal forces,Not found on Wikipedia,['Image not found']
Unequal distances,Not found on Wikipedia,['Image not found']
Misused,Not found on Wikipedia,['Image not found']
Maximum temperature,Maximum temperature may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Energy Flow in Organisms,Not found on Wikipedia,['Image not found']
Electrical shocks,Not found on Wikipedia,['Image not found']
Pathogenic microorganisms,Not found on Wikipedia,['Image not found']
Baisakhi,Not found on Wikipedia,['Image not found']
Atomic number 20,Not found on Wikipedia,['Image not found']
Peanut,"The peanut (Arachis hypogaea), also known as the groundnut, goober (US), pindar (US) or monkey nut (UK), is a legume crop grown mainly for its edible seeds.","['https://upload.wikimedia.org/wikipedia/commons/0/0c/4_gallons_of_peanut_oil.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/9471Peanuts_snack_of_the_Philippines_06.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Arachis_hypogaea_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-163.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Arachis_hypogaea_006.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Arachis_hypogaea_Flower.jpg']"
Damage,"Damage is any change in a thing, often a physical object, that degrades it away from its initial state.","['https://upload.wikimedia.org/wikipedia/commons/f/f8/Demolished_vehicles_line_Highway_80_on_18_Apr_1991.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Groene_savooiekool_schade_van_kooluil_%28Mamestra_brassicae_damage%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Hurricane_Ike_Bridge_City_TX_Shell_gas_station.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Lokomotiva_162_011-1_po_nehod%C4%9B.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Emergent ray,Not found on Wikipedia,['Image not found']
Absent,Not found on Wikipedia,['Image not found']
Centrosomes,Not found on Wikipedia,['Image not found']
Respiration process,Not found on Wikipedia,['Image not found']
Goats,Not found on Wikipedia,['Image not found']
Size of eggs,Not found on Wikipedia,['Image not found']
Less expensive,Not found on Wikipedia,['Image not found']
Blood,"Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/1GZX_Haemoglobin.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Blausen_0425_Formed_Elements.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Bleeding_finger.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Bloodbags.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Blut-EDTA.jpg']"
Notches along leaf margin,Not found on Wikipedia,['Image not found']
C2H2,C2H2 may mean:,['https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg']
Fish population,Not found on Wikipedia,['Image not found']
Electron Microscope,Not found on Wikipedia,['Image not found']
Teaspoonfuls,Not found on Wikipedia,['Image not found']
Gardens,Not found on Wikipedia,['Image not found']
1 Megawatt,Not found on Wikipedia,['Image not found']
Particulate,Not found on Wikipedia,['Image not found']
Ring worm,Not found on Wikipedia,['Image not found']
Neutralised,Not found on Wikipedia,['Image not found']
Scientific management,Scientific management is a theory of management that analyzes and synthesizes workflows.,"['https://upload.wikimedia.org/wikipedia/commons/8/89/Bundesarchiv_Bild_183-19361-006%2C_Chemnitz%2C_Normierung_im_Fr%C3%A4smaschinenwerkes_%22Fritz_Heckert%22.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/F._Taylor_1856-1915.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Lock-green.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Musterarbeitsplatz.png']"
Current-carrying solenoid,Not found on Wikipedia,['Image not found']
Elephants,Not found on Wikipedia,['Image not found']
Sesbania cannabina,Not found on Wikipedia,['Image not found']
Beating the drum,Not found on Wikipedia,['Image not found']
Scattering of light,Not found on Wikipedia,['Image not found']
Plastic refill,Not found on Wikipedia,['Image not found']
n turns,Not found on Wikipedia,['Image not found']
Perpendicular direction,Not found on Wikipedia,['Image not found']
Salty,Salty commonly refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Hydrocarbon ‘tail’,Not found on Wikipedia,['Image not found']
Blood clotting,Not found on Wikipedia,['Image not found']
Lozenge,Lozenge or losange may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Mimosa,"Mimosa is a genus of about 590 species of herbs and shrubs, in the mimosoid clade of the legume family Fabaceae.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Fabales_-_Mimosa_scabrella_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Mimo_pigra_080209-4579_ckoep.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Mimosa-pudica-flower.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Mimosa_diplotricha%2C.jpg']"
Wet hands,Not found on Wikipedia,['Image not found']
Food production,Not found on Wikipedia,['Image not found']
Individual resistor,Not found on Wikipedia,['Image not found']
Sclerenchyma,Not found on Wikipedia,['Image not found']
Heart disease,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']
Destructive water sw:ge,Not found on Wikipedia,['Image not found']
Old radials,Not found on Wikipedia,['Image not found']
Science tum,Not found on Wikipedia,['Image not found']
Small,Small may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Expensive,Not found on Wikipedia,['Image not found']
Old charts,Not found on Wikipedia,['Image not found']
Contact screw,Not found on Wikipedia,['Image not found']
Total amino acids,Not found on Wikipedia,['Image not found']
(b) Pitcher plant,Not found on Wikipedia,['Image not found']
End of stomach,Not found on Wikipedia,['Image not found']
Metric system,The metric system is a system of measurement that succeeded the decimalised system based on the metre that had been introduced in France in the 1790s.,"['https://upload.wikimedia.org/wikipedia/commons/8/86/BIPM_courtyard.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Flag_of_France_official.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Great_Britain_%281707%E2%80%931800%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Russia.svg']"
Swapna Printing Works (P.) Ltd.,Not found on Wikipedia,['Image not found']
Diversion of river water flow,Not found on Wikipedia,['Image not found']
Will occur,Not found on Wikipedia,['Image not found']
Loss of lives,Not found on Wikipedia,['Image not found']
Newton,Newton most commonly refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
60 Ω resistor,Not found on Wikipedia,['Image not found']
Thailand,"Thailand ( TY-land, -⁠lənd), officially the Kingdom of Thailand and historically known as Siam (), is a country in Southeast Asia on the Indochinese Peninsula.","['https://upload.wikimedia.org/wikipedia/commons/1/1b/0000140_-_Wat_Arun_Ratchawararam_005.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/0005030-%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/180819_%EB%B8%94%EB%9E%99%ED%95%91%ED%81%AC_%ED%8C%AC%EC%8B%B8%EC%9D%B8%ED%9A%8C_%EC%BD%94%EC%97%91%EC%8A%A4_%EB%9D%BC%EC%9D%B4%EB%B8%8C%ED%94%84%EB%9D%BC%EC%9E%90_%EB%A6%AC%EC%82%AC.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/2010_09_19_red_shirt_protest_bkk_09.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/2016_Bangkok%2C_Dystrykt_Samphanthawong%2C_Ulica_Yaowarat_%2812%29.jpg']"
Spinneret,A spinneret is a silk-spinning organ of a spider or the larva of an insect.,"['https://upload.wikimedia.org/wikipedia/commons/4/4c/Argiope_bruennichi_detail_spinneret.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Australian_garden_orb_weaver_spider_spinneret.jpg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Olios_argelasius_MHNT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/PlatycryptusUndatusFemale.jpg']"
White blood corpuscles (WBCs),Not found on Wikipedia,['Image not found']
Earlier times,Not found on Wikipedia,['Image not found']
Death,Death is the irreversible cessation of all biological functions that sustain an organism.,"['https://upload.wikimedia.org/wikipedia/commons/5/5e/All_causes_world_map-Deaths_per_million_persons-WHO2012.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Cryo_surgery.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Earthworm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/ExtinctDodoBird.jpeg']"
Energy transfer,Not found on Wikipedia,['Image not found']
TIFR,Not found on Wikipedia,['Image not found']
Long fiber,Not found on Wikipedia,['Image not found']
Plant cell walls,Not found on Wikipedia,['Image not found']
Cervix,"The cervix or cervix uteri (Latin, 'neck of the uterus') is the lower part of the uterus (womb) in the human female reproductive system.","['https://upload.wikimedia.org/wikipedia/commons/2/2d/Cervix_Normal_Squamocolumnar_Junction_%28565238127%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Cervix_birth.png', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Cervix_uteri%2C_breastfeeding_woman_after_2_births.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Gray1167.svg']"
Cup C,Not found on Wikipedia,['Image not found']
Fig. 7.4,Not found on Wikipedia,['Image not found']
Aerator,"An aerator is a mechanical device used for aeration, or mixing air with another substance, such as water or soil.","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Vaporization,Vaporization (or vaporisation) of an element or compound is a phase transition from the liquid phase to vapor.,"['https://upload.wikimedia.org/wikipedia/commons/8/87/77855181_bromine624.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Phase_change_-_en.svg']"
Audible frequencies,Not found on Wikipedia,['Image not found']
Weed control,"Weed control is a type of pest control, which attempts to stop or reduce growth of weeds, especially noxious weeds, with the aim of reducing their competition with desired flora and fauna including domesticated plants and livestock, and in natural settings preventing non native species competing with native species.Weed control is important in agriculture.","['https://upload.wikimedia.org/wikipedia/commons/c/cb/00DI0874_-_Flickr_-_USDAgov.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/00DI0874_-_Flickr_-_USDAgov.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Dwarswieder.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/France_Loiret_La_Bussiere_Potager_05.jpg']"
Palm leaves,Not found on Wikipedia,['Image not found']
Products of photosynthesis,Not found on Wikipedia,['Image not found']
Juicy,Juicy may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Cultivator,A cultivator is a piece of agricultural equipment used for secondary tillage.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Farm._Tractor_-_Farm%2C_Ville_LaSalle_BAnQ_P48S1P08968.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Farmall_C_cultivator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/HondaTiller.jpg']"
Wildlife Sanctuary,Not found on Wikipedia,['Image not found']
Medium reactivity metals,Not found on Wikipedia,['Image not found']
Hooke,Hooke may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Salamanders,Not found on Wikipedia,['Image not found']
Made up of molecules,Not found on Wikipedia,['Image not found']
Complex nature,Not found on Wikipedia,['Image not found']
British natural scientist,Not found on Wikipedia,['Image not found']
Approximately 45 to 50 years,Not found on Wikipedia,['Image not found']
Atomic radius,"The atomic radius of a chemical element is a measure of the size of its atom, usually the mean or typical distance from the center of the nucleus to the outermost isolated electron.","['https://upload.wikimedia.org/wikipedia/commons/4/4e/Atomic_number_to_radius_graph.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Ethanol-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Helium_atom_QM.svg']"
Tb:is,Not found on Wikipedia,['Image not found']
Triple bond,A triple bond in chemistry is a chemical bond between two atoms involving six bonding electrons instead of the usual two in a covalent single bond.,"['https://upload.wikimedia.org/wikipedia/commons/6/6a/Acetylene-CRC-IR-dimensions-2D.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Carbon_monoxide_2D.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Chemfm_carbon_monoxide_3_1.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Cyanogen-2D-dimensions.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Dehydrobenzoannulene.jpg']"
Refrigerator,"A refrigerator, colloquially fridge, is a commercial and home appliance consisting of a thermally insulated compartment and a heat pump (mechanical, electronic or chemical) that transfers heat from its inside to its external environment so that its inside is cooled to a temperature below the room temperature.","['https://upload.wikimedia.org/wikipedia/commons/e/e0/1963_Frigidaire_Imperial_refrigerator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/A_Samsung_Refrigerator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Antique_refrigerator_-_Hemingway_House.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/AppareilCarr%C3%A9.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Blue_Star.svg']"
Available during those days,Not found on Wikipedia,['Image not found']
Capabilities,Not found on Wikipedia,['Image not found']
Parts,Not found on Wikipedia,['Image not found']
Strict rules,Not found on Wikipedia,['Image not found']
b) Ammonium chloride,Not found on Wikipedia,['Image not found']
j) Fine mud particles,Not found on Wikipedia,['Image not found']
Riverbank,Not found on Wikipedia,['Image not found']
Residential crisis,Not found on Wikipedia,['Image not found']
Illuminated objects,Not found on Wikipedia,['Image not found']
Sunset,"Sunset, also known as sundown, is the daily disappearance of the Sun below the horizon due to Earth's rotation.","['https://upload.wikimedia.org/wikipedia/commons/9/9a/Cape_may.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Majestic_Twilight.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/MarsSunset.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Conservation of energy,"In physics and chemistry, the law of conservation of energy states that the total energy of an isolated system remains constant; it is said to be conserved over time.","['https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Daniel_Bernoulli_001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Emilie_Chatelet_portrait_by_Latour.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Gaspard-Gustave_de_Coriolis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Gottfried_Wilhelm_Leibniz.jpg']"
Big bodies,Not found on Wikipedia,['Image not found']
Soil pH,Soil pH is a measure of the acidity or basicity (alkalinity) of a  soil.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Soil-pH.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/Soil_profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Symbol_list_class.svg']"
Sandpaper,Sandpaper and glasspaper are names used for a type of coated abrasive that consists of sheets of paper or cloth with abrasive material glued to one face.,"['https://upload.wikimedia.org/wikipedia/commons/4/43/320_emery_cloth.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Assorted_coated_abrasives.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Emery_cloth_sheet_-_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Mergefrom.svg']"
Limited,Limited may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Hilly areas,Not found on Wikipedia,['Image not found']
Xylem vessels,Not found on Wikipedia,['Image not found']
Daily meals,Not found on Wikipedia,['Image not found']
pH solution,Not found on Wikipedia,['Image not found']
Basic particles,Not found on Wikipedia,['Image not found']
Green granules,Not found on Wikipedia,['Image not found']
Figures,Not found on Wikipedia,['Image not found']
Culture media,Not found on Wikipedia,['Image not found']
Ductile,Not found on Wikipedia,['Image not found']
Clean water,Not found on Wikipedia,['Image not found']
Whales,Not found on Wikipedia,['Image not found']
Meghna,Not found on Wikipedia,['Image not found']
Allotropic forms,Not found on Wikipedia,['Image not found']
Nerves,Not found on Wikipedia,['Image not found']
C2H4,Not found on Wikipedia,['Image not found']
Three dimensional image,Not found on Wikipedia,['Image not found']
Hemophilia gene,Not found on Wikipedia,['Image not found']
Few variants resistant to heat,Not found on Wikipedia,['Image not found']
Lower lip,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Genetic character,Not found on Wikipedia,['Image not found']
Forma-19,Not found on Wikipedia,['Image not found']
Shock,Shock may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Concave shape,Not found on Wikipedia,['Image not found']
Spirit lamp,Not found on Wikipedia,['Image not found']
