entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Litmus,Natural indicator,Vinegar,Substance,Used with,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Litmus,Natural indicator,Curd,Substance,Used with,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Litmus,Natural indicator,Tamarind,Substance,Used with,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Litmus,Natural indicator,Sugar,Substance,Not used with,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Litmus,Natural indicator,Common salt,Substance,Not used with,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Litmus,Natural indicator,Amla,Substance,Not used with,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Litmus,Natural indicator,Baking soda,Substance,Used with,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Litmus,Natural indicator,Grapes,Substance,Not used with,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Litmus,Natural indicator,Unripe mango,Substance,Not used with,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Litmus,Natural indicator,Cucumber,Substance,Not used with,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Lichens,Organism,Litmus,Natural indicator,Used with,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Red litmus paper,Indicator paper,Acids,Substance,Used to test,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Blue litmus paper,Indicator paper,Bases,Substance,Used to test,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus."
Lichens,Organism,Not applicable,Not applicable,Extracted from,It is extracted from lichens (Fig. 4.1a).
Mauve,Color,Distilled water,Liquid,Color in,It has a mauve (purple) colour in distilled water.
Solution,Physical form,Litmus paper,Physical form,Different forms of,"It is available in the form of a solution, or in the form of strips of paper, known as litmus paper."
Litmus paper,Physical form,Solution,Physical form,Different forms of,"It is available in the form of a solution, or in the form of strips of paper, known as litmus paper."
Litmus paper,Chemical compound,Red litmus paper,Color variation,Available as,"Generally, it is available as red and blue litmus paper (Fig. 4.1b)."
Litmus paper,Chemical compound,Blue litmus paper,Color variation,Available as,"Generally, it is available as red and blue litmus paper (Fig. 4.1b)."
Turmeric,Natural indicator,,,,All the acids mentioned above occur in nature Name of base Found in Calcium hydroxide Lime water Ammonium hydroxide Window cleaner Sodium hydroxide/ Soap Potassium hydroxide Magnesium hydroxide Milk of magnesia Rationalised 2023-24  SCIENCE 40 Turmeric is another natural indicator Activity 4.2  Take a tablespoonful of turmeric powder.
Calcium hydroxide,Base,Lime water,Solution,Found in,All the acids mentioned above occur in nature Name of base Found in Calcium hydroxide Lime water Ammonium hydroxide Window cleaner Sodium hydroxide/ Soap Potassium hydroxide Magnesium hydroxide Milk of magnesia Rationalised 2023-24  SCIENCE 40 Turmeric is another natural indicator Activity 4.2  Take a tablespoonful of turmeric powder.
Ammonium hydroxide,Base,Window cleaner,Solution,Found in,All the acids mentioned above occur in nature Name of base Found in Calcium hydroxide Lime water Ammonium hydroxide Window cleaner Sodium hydroxide/ Soap Potassium hydroxide Magnesium hydroxide Milk of magnesia Rationalised 2023-24  SCIENCE 40 Turmeric is another natural indicator Activity 4.2  Take a tablespoonful of turmeric powder.
Sodium hydroxide,Base,Soap,Product,Found in,All the acids mentioned above occur in nature Name of base Found in Calcium hydroxide Lime water Ammonium hydroxide Window cleaner Sodium hydroxide/ Soap Potassium hydroxide Magnesium hydroxide Milk of magnesia Rationalised 2023-24  SCIENCE 40 Turmeric is another natural indicator Activity 4.2  Take a tablespoonful of turmeric powder.
Potassium hydroxide,Base,,,,All the acids mentioned above occur in nature Name of base Found in Calcium hydroxide Lime water Ammonium hydroxide Window cleaner Sodium hydroxide/ Soap Potassium hydroxide Magnesium hydroxide Milk of magnesia Rationalised 2023-24  SCIENCE 40 Turmeric is another natural indicator Activity 4.2  Take a tablespoonful of turmeric powder.
Magnesium hydroxide,Base,Milk of magnesia,Solution,Found in,All the acids mentioned above occur in nature Name of base Found in Calcium hydroxide Lime water Ammonium hydroxide Window cleaner Sodium hydroxide/ Soap Potassium hydroxide Magnesium hydroxide Milk of magnesia Rationalised 2023-24  SCIENCE 40 Turmeric is another natural indicator Activity 4.2  Take a tablespoonful of turmeric powder.
Turmeric paste,Substance,Blotting paper,Material,Deposited on, Make turmeric paper by depositing turmeric paste on blotting paper/filter paper and drying it.
Turmeric paste,Substance,Filter paper,Material,Deposited on, Make turmeric paper by depositing turmeric paste on blotting paper/filter paper and drying it.
Blotting paper,Material,Turmeric paste,Substance,Paper deposited with, Make turmeric paper by depositing turmeric paste on blotting paper/filter paper and drying it.
Filter paper,Material,Turmeric paste,Substance,Paper deposited with, Make turmeric paper by depositing turmeric paste on blotting paper/filter paper and drying it.
Turmeric paper,Product,Turmeric paste,Substance,Made from, Make turmeric paper by depositing turmeric paste on blotting paper/filter paper and drying it.
Turmeric paper,Product,Blotting paper,Material,Made from, Make turmeric paper by depositing turmeric paste on blotting paper/filter paper and drying it.
Turmeric paper,Product,Filter paper,Material,Made from, Make turmeric paper by depositing turmeric paste on blotting paper/filter paper and drying it.
Drying,Process,Turmeric paper,Product,Performed on, Make turmeric paper by depositing turmeric paste on blotting paper/filter paper and drying it.
Yellow paper,Material,Strips,Object,Obtained from,Cut thin strips of the yellow paper obtained.
Soap solution,Chemical substance,Turmeric paper,Material,Applied on, Put a drop of soap solution on the strip of turmeric paper.
Water,Chemical substance,Lemon juice,Chemical substance,Mixed with,Activity 4.1  Mix some water with lemon juice in a plastic cup/tumbler/test tube.
Chloroplasts,Organelle,Plant cells,Cell type,Located in,Note down if there is any change in colour.
Thylakoids,Membrane,Chloroplasts,Organelle,within,Note down if there is any change in colour.
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,Note down if there is any change in colour.
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,Note down if there is any change in colour.
Tap water,Solution,Detergent solution,Solution,Different from,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water."
Tap water,Solution,Aerated drink,Solution,Different from,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water."
Detergent solution,Solution,Aerated drink,Solution,Different from,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water."
Detergent solution,Solution,Soap solution,Solution,Different from,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water."
Detergent solution,Solution,Shampoo,Solution,Different from,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water."
Detergent solution,Solution,Common salt solution,Solution,Different from,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water."
Detergent solution,Solution,Sugar solution,Solution,Different from,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water."
Vinegar,Solution,Baking soda solution,Solution,Different from,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water."
Milk of magnesia,Solution,Baking soda solution,Solution,Different from,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water."
Washing soda solution,Solution,Baking soda solution,Solution,Different from,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water."
Lime water,Solution,Baking soda solution,Solution,React with,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water."
entity1,entity1_type,entity2,entity2_type,relation,Name those substances.
Chloroplasts,Organelle,Plant cells,Cell type,Located in,Name those substances.
Thylakoids,Membrane,Chloroplasts,Organelle,Within,Name those substances.
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,Name those substances.
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,Name those substances.
Neutral solutions,Chemical solution,Red litmus,Chemical indicator,No effect on,The solutions which do not change the colour of either red or blue litmus are known as neutral solutions.
Neutral solutions,Chemical solution,Blue litmus,Chemical indicator,No effect on,The solutions which do not change the colour of either red or blue litmus are known as neutral solutions.
Water,Substance,Tumbler,Container,in,"To prepare limewater, take some water in a tumbler and add some lime (chuna) into it."
Lime,Substance,Limewater,Solution,added to,"To prepare limewater, take some water in a tumbler and add some lime (chuna) into it."
Stirring,Physical process,Solution,Chemical substance,Causes,Stir the solution and keep it for some time.
China Rose,Plant,Indicator,Chemical,Used as,China Rose as Indicator Activity 4.3 Collect some China rose (Gudhal) petals and place them in a beaker.
Gudhal petals,Plant part,Beaker,Container,Placed in,China Rose as Indicator Activity 4.3 Collect some China rose (Gudhal) petals and place them in a beaker.
Soap solution,Chemical compound,Basic,Chemical property,Has property of,It is because the soap solution is basic.
Water,Chemical substance,Mixture,Chemical substance,Part of,Keep the mixture for some time till water becomes coloured.
Mixture,Chemical substance,Time,Unit of time,Until,Keep the mixture for some time till water becomes coloured.
Water,Chemical substance,Colour,Physical property,Becomes,Keep the mixture for some time till water becomes coloured.
China rose indicator,Chemical compound,Acidic solutions,Chemical solution,Turns to dark pink (magenta),China rose indicator (Fig. 4.3) turns acidic solutions to dark pink (magenta) and basic solutions to green.
China rose indicator,Chemical compound,Basic solutions,Chemical solution,Turns to green,China rose indicator (Fig. 4.3) turns acidic solutions to dark pink (magenta) and basic solutions to green.
Coffee,Beverage,Brown,Color,has,Coffee is brown And bitter in taste.
Coffee,Beverage,Bitter,Taste,has,Coffee is brown And bitter in taste.
Chemicals,Substance,Hydrochloric acid,Acid,Dilute solution of,"Activity 4.4 The teacher is requested to get the dilute solution of the following chemicals from his/her school laboratory or from a nearby school: hydrochloric acid, sulphuric acid, nitric acid, acetic acid, sodium hydroxide, ammonium hydro- xide, calcium hydroxide (lime water)."
Chemicals,Substance,Sulphuric acid,Acid,Dilute solution of,"Activity 4.4 The teacher is requested to get the dilute solution of the following chemicals from his/her school laboratory or from a nearby school: hydrochloric acid, sulphuric acid, nitric acid, acetic acid, sodium hydroxide, ammonium hydro- xide, calcium hydroxide (lime water)."
Chemicals,Substance,Nitric acid,Acid,Dilute solution of,"Activity 4.4 The teacher is requested to get the dilute solution of the following chemicals from his/her school laboratory or from a nearby school: hydrochloric acid, sulphuric acid, nitric acid, acetic acid, sodium hydroxide, ammonium hydro- xide, calcium hydroxide (lime water)."
Chemicals,Substance,Acetic acid,Acid,Dilute solution of,"Activity 4.4 The teacher is requested to get the dilute solution of the following chemicals from his/her school laboratory or from a nearby school: hydrochloric acid, sulphuric acid, nitric acid, acetic acid, sodium hydroxide, ammonium hydro- xide, calcium hydroxide (lime water)."
Chemicals,Substance,Sodium hydroxide,Base,Dilute solution of,"Activity 4.4 The teacher is requested to get the dilute solution of the following chemicals from his/her school laboratory or from a nearby school: hydrochloric acid, sulphuric acid, nitric acid, acetic acid, sodium hydroxide, ammonium hydro- xide, calcium hydroxide (lime water)."
Chemicals,Substance,Ammonium hydroxide,Base,Dilute solution of,"Activity 4.4 The teacher is requested to get the dilute solution of the following chemicals from his/her school laboratory or from a nearby school: hydrochloric acid, sulphuric acid, nitric acid, acetic acid, sodium hydroxide, ammonium hydro- xide, calcium hydroxide (lime water)."
Chemicals,Substance,Calcium hydroxide,Base,Dilute solution of,"Activity 4.4 The teacher is requested to get the dilute solution of the following chemicals from his/her school laboratory or from a nearby school: hydrochloric acid, sulphuric acid, nitric acid, acetic acid, sodium hydroxide, ammonium hydro- xide, calcium hydroxide (lime water)."
Sodium hydroxide solution,Chemical compound,Pink colour,Visual indicator,Causes appearance of,Continue adding the sodium hydroxide solution drop by drop while stirring till the pink colour just appears.
Stirring,Physical action,Sodium hydroxide solution,Chemical compound,Performed with,Continue adding the sodium hydroxide solution drop by drop while stirring till the pink colour just appears.
Sodium hydroxide solution,Chemical compound,Drop,Unit of measurement,Added to,Again add one drop of sodium hydroxide solution.
Solution,Chemical substance,Colour,Physical property,Changes to,The solution again becomes pink in colour.
Colour,Physical property,Solution,Chemical substance,Affected by,The solution again becomes pink in colour.
Phenolphthalein,Indicator,Solution,Chemical,React with,"It is evident that when the solution is basic, phenolphthalein gives a pink colour."
Solution,Chemical,Basic,Chemical property,Exhibit,"It is evident that when the solution is basic, phenolphthalein gives a pink colour."
Phenolphthalein,Indicator,Pink color,Visual property,Produces,"It is evident that when the solution is basic, phenolphthalein gives a pink colour."
Solution,Chemical substance,Acidic solution,Chemical substance,Condition,"On the other hand, when the solution is acidic, it remains colourless."
Colourless,Physical property,Acidic solution,Chemical substance,Property,"On the other hand, when the solution is acidic, it remains colourless."
Entity 1,Entity 1 Type,Entity 2,Entity 2 Type,Relation,Record your observations in Table 4.5.
Chloroplasts,Organelle,Plant cells,Cell type,Located in,Record your observations in Table 4.5.
Chloroplasts,Organelle,Thylakoids,Membrane,Contains,Record your observations in Table 4.5.
Thylakoids,Membrane,Chloroplasts,Organelle,Within,Record your observations in Table 4.5.
Thylakoids,Membrane,Light-dependent reactions,Biological process,Occur in,Record your observations in Table 4.5.
Chloroplasts,Organelle,Photosynthesis,Biological process,Occurs in,Record your observations in Table 4.5.
Test tube,Container,Hydrochloric acid,Chemical substance,Contains,Activity 4.5 To be demonstrated by the teacher in the class Fill one fourth of a test tube with dilute hydrochloric acid.
Acid rain,Weather phenomenon,Excess of acids,Chemical composition,Containing,As the name indicates the rain containing excess of acids is called an acid rain.
Carbon dioxide,Gas,Rain drops,Liquid,Dissolve in,"The rain becomes acidic because carbon dioxide, sulphur dioxide and nitrogen dioxide (which are released into the air as pollutants) dissolve in rain drops to form carbonic acid, sulphuric acid and nitric acid respectively."
Sulphur dioxide,Gas,Rain drops,Liquid,Dissolve in,"The rain becomes acidic because carbon dioxide, sulphur dioxide and nitrogen dioxide (which are released into the air as pollutants) dissolve in rain drops to form carbonic acid, sulphuric acid and nitric acid respectively."
Nitrogen dioxide,Gas,Rain drops,Liquid,Dissolve in,"The rain becomes acidic because carbon dioxide, sulphur dioxide and nitrogen dioxide (which are released into the air as pollutants) dissolve in rain drops to form carbonic acid, sulphuric acid and nitric acid respectively."
Carbonic acid,Acid,Rain,Precipitation,Formed from,"The rain becomes acidic because carbon dioxide, sulphur dioxide and nitrogen dioxide (which are released into the air as pollutants) dissolve in rain drops to form carbonic acid, sulphuric acid and nitric acid respectively."
Sulphuric acid,Acid,Rain,Precipitation,Formed from,"The rain becomes acidic because carbon dioxide, sulphur dioxide and nitrogen dioxide (which are released into the air as pollutants) dissolve in rain drops to form carbonic acid, sulphuric acid and nitric acid respectively."
Nitric acid,Acid,Rain,Precipitation,Formed from,"The rain becomes acidic because carbon dioxide, sulphur dioxide and nitrogen dioxide (which are released into the air as pollutants) dissolve in rain drops to form carbonic acid, sulphuric acid and nitric acid respectively."
Pollutants,Substance,Air,Atmosphere,Released into,"The rain becomes acidic because carbon dioxide, sulphur dioxide and nitrogen dioxide (which are released into the air as pollutants) dissolve in rain drops to form carbonic acid, sulphuric acid and nitric acid respectively."
Buildings,Object,Acid rain,Phenomenon,Causes damage to,"Acid rain can cause damage to buildings, historical monuments, plants and animals."
Historical monuments,Object,Acid rain,Phenomenon,Causes damage to,"Acid rain can cause damage to buildings, historical monuments, plants and animals."
Plants,Living organism,Acid rain,Phenomenon,Causes damage to,"Acid rain can cause damage to buildings, historical monuments, plants and animals."
Animals,Living organism,Acid rain,Phenomenon,Causes damage to,"Acid rain can cause damage to buildings, historical monuments, plants and animals."
Acid solution,Chemical compound,Base solution,Chemical compound,Mixed,"When an acid solution and a base solution are mixed in suitable amounts, both the acidic nature of the acid and the basic nature of the base are destroyed."
Acid solution,Chemical compound,Acidic nature,Chemical property,Destroyed,"When an acid solution and a base solution are mixed in suitable amounts, both the acidic nature of the acid and the basic nature of the base are destroyed."
Base solution,Chemical compound,Basic nature,Chemical property,Destroyed,"When an acid solution and a base solution are mixed in suitable amounts, both the acidic nature of the acid and the basic nature of the base are destroyed."
Neutralisation reaction,Chemical reaction,Heat,Physical quantity,Produced in/evolved from,"In neutralisation reaction, heat is always produced, or evolved."
Evolved heat,Physical quantity,Reaction mixture,Mixture,Raises temperature of,The evolved heat raises the temperature of the reaction mixture.
Neutralisation,Chemical process,Acid,Chemical compound,Reactant,"Thus, neutralisation can be defined as follows: The reaction between an acid and a base is known as neutralisation."
Neutralisation,Chemical process,Base,Chemical compound,Reactant,"Thus, neutralisation can be defined as follows: The reaction between an acid and a base is known as neutralisation."
Acid,Chemical compound,Neutralisation,Chemical process,React with,"Thus, neutralisation can be defined as follows: The reaction between an acid and a base is known as neutralisation."
Base,Chemical compound,Neutralisation,Chemical process,React with,"Thus, neutralisation can be defined as follows: The reaction between an acid and a base is known as neutralisation."
Salt,Compound,Produced,Process output,by,Salt and water are produced in this process with the evolution of heat.
Water,Compound,Produced,Process output,by,Salt and water are produced in this process with the evolution of heat.
Heat,Physical quantity,Produced,Process output,with evolution of,Salt and water are produced in this process with the evolution of heat.
Stomach,Organ,Hydrochloric acid,Chemical compound,Contains,4.4 NEUTRALISATION IN EVERYDAY LIFE Indigestion Our stomach contains hydrochloric acid.
acid,Chemical substance,stomach,Organ,in,But too much of acid in the stomach causes indigestion.
indigestion,Medical condition,stomach,Organ,causes,But too much of acid in the stomach causes indigestion.
Indigestion,Medical condition,Pain,Symptom,Causes,Sometimes indigestion is painful.
Milk of magnesia,Antacid,Indigestion,Medical condition,Relieves,"To relieve indigestion, we take an antacid such as milk of magnesia, which contains magnesium hydroxide."
Antacid,Medication,Magnesium hydroxide,Chemical compound,Contains,"To relieve indigestion, we take an antacid such as milk of magnesia, which contains magnesium hydroxide."
Ant,Insect,Skin,Organ,Bites,"Ant bite When an ant bites, it injects the acidic liquid (formic acid) into the skin."
Ant,Insect,Formic acid,Chemical compound,Injects into,"Ant bite When an ant bites, it injects the acidic liquid (formic acid) into the skin."
Formic acid,Chemical compound,Skin,Organ,Injected by,"Ant bite When an ant bites, it injects the acidic liquid (formic acid) into the skin."
Acid,Chemical compound,Moist baking soda,Chemical compound,Neutralises,"The effect of the acid can be neutralised by rubbing moist baking soda (sodium hydrogencarbonate) or calamine solution, which contains zinc carbonate."
Acid,Chemical compound,Calamine solution,Chemical compound,Neutralises,"The effect of the acid can be neutralised by rubbing moist baking soda (sodium hydrogencarbonate) or calamine solution, which contains zinc carbonate."
Moist baking soda,Chemical compound,Sodium hydrogencarbonate,Chemical compound,Synonym,"The effect of the acid can be neutralised by rubbing moist baking soda (sodium hydrogencarbonate) or calamine solution, which contains zinc carbonate."
Calamine solution,Chemical compound,Zinc carbonate,Chemical compound,Contains,"The effect of the acid can be neutralised by rubbing moist baking soda (sodium hydrogencarbonate) or calamine solution, which contains zinc carbonate."
Soil treatment,Process,Chemical fertilisers,Substance,Used for,Soil treatment Excessive use of chemical fertilisers makes the soil acidic.
Soil,Natural resource,Chemical fertilisers,Substance,Applied to,Soil treatment Excessive use of chemical fertilisers makes the soil acidic.
Soil,Natural resource,Acidic,Soil property,Becomes due to excessive use of chemical fertilisers,Soil treatment Excessive use of chemical fertilisers makes the soil acidic.
Plants,Organism,Soil,Environment,Grows in,Plants do not grow well when the soil is either too acidic or too basic.
Soil,Environment,Acidic condition,Condition,Too,Plants do not grow well when the soil is either too acidic or too basic.
Soil,Environment,Basic condition,Condition,Too,Plants do not grow well when the soil is either too acidic or too basic.
Soil,Natural resource,Acidic,Soil property,Described as,"When the soil is too acidic, it is treated with bases like quick lime (calcium oxide) or slaked lime (calcium hydroxide)."
Quick lime,Chemical compound,Soil,Natural resource,Used to treat,"When the soil is too acidic, it is treated with bases like quick lime (calcium oxide) or slaked lime (calcium hydroxide)."
Calcium oxide,Chemical compound,Quick lime,Chemical compound,Same as,"When the soil is too acidic, it is treated with bases like quick lime (calcium oxide) or slaked lime (calcium hydroxide)."
Slaked lime,Chemical compound,Soil,Natural resource,Used to treat,"When the soil is too acidic, it is treated with bases like quick lime (calcium oxide) or slaked lime (calcium hydroxide)."
Calcium hydroxide,Chemical compound,Slaked lime,Chemical compound,Same as,"When the soil is too acidic, it is treated with bases like quick lime (calcium oxide) or slaked lime (calcium hydroxide)."
Soil,Natural resource,Organic matter,Material,Added to,"If the soil is basic, organic matter (compost) is added to it."
Organic matter,Material,Soil,Natural resource,Added to,"If the soil is basic, organic matter (compost) is added to it."
Organic matter,Substance,Acids,Substance,Releases,Organic matter releases acids which neutralises the basic nature of the soil.
Organic matter,Substance,Soil,Environment,Affects,Organic matter releases acids which neutralises the basic nature of the soil.
Acids,Substance,Soil,Environment,Neutralizes,Organic matter releases acids which neutralises the basic nature of the soil.
Factory wastes,Waste material,Acids,Chemical compound,Contain,Factory wastes The wastes of many factories contain acids.
Acids,Chemical compound,Water bodies,Natural environment,Flow into,"If they are allowed to flow into the water bodies, the acids will kill fish and other organisms."
Fish,Organism,Water bodies,Natural environment,Affected by,"If they are allowed to flow into the water bodies, the acids will kill fish and other organisms."
Other organisms,Organism,Water bodies,Natural environment,Affected by,"If they are allowed to flow into the water bodies, the acids will kill fish and other organisms."
Kill,Action,Fish,Organism,Result in death,"If they are allowed to flow into the water bodies, the acids will kill fish and other organisms."
Factory wastes,Substance,Basic substances,Substance,Neutralized by adding,"The factory wastes are, therefore, neutralised by adding basic substances."
Bases,Chemical compound,Taste,Sensation,Related to,"Generally, bases are bitter in taste and soapy to touch."
Bases,Chemical compound,Touch,Sensation,Related to,"Generally, bases are bitter in taste and soapy to touch."
Bases,Chemical compound,Soapy,Characteristic,Describes,"Generally, bases are bitter in taste and soapy to touch."
Bitter,Characteristic,Bases,Chemical compound,Describes,"Generally, bases are bitter in taste and soapy to touch."
Acid,Chemical compound,Litmus,Indicator,Turns blue litmus to red., Acid turns blue litmus red.
Bases,Chemical compound,Litmus,Indicator,Affects,Bases turn red litmus blue.
Substances,Chemical entity,Neutral,Property,are called, Substances which are neither acidic nor basic are called neutral.
Ammonia,Chemical compound,Household products,Product type,Found in,"Ammonia is found in many household products, such as window cleaners."
Litmus,Indicator,Red,Color,Changes to blue,It turns red litmus blue.
Litmus solution,Chemical compound,Lichens,Fungus,Obtained from,Name the source from which litmus solution is obtained.
Colours,Physical property,Acidic solutions,Chemical solution,Shows in,(T/F) (iv) Indicator is a substance which shows different colours in acidic and basic solutions.
Colours,Physical property,Basic solutions,Chemical solution,Shows in,(T/F) (iv) Indicator is a substance which shows different colours in acidic and basic solutions.
Dorji,Person,Soft drink bottles,Object,Has in restaurant,Dorji has a few bottles of soft drink in his restaurant.
Customer 1,Person,Acidic drink,Beverage,Wants,"One customer wants acidic drink, another wants basic and third one wants neutral drink."
