entity1,entity_1_type,entity2,entity_2_type,relation,sentence
NCERT textbooks,textbook,National Council for Textbooks,organization,publisher,"In this background, the NCERT has undertaken the exercise to rationalise the textbooks across all classes.
"
Learning outcomes,None,National Council for Education Research,organization,standards body,"Learning Outcomes already developed by the NCERT across classes have been taken into consideration in this exercise.
"
Peer learning,learning,Learning,biological process,subclass of,"Contents of the textbooks have been rationalised in view of the following: • Overlapping with similar content included in other subject areas in the same class • Similar content included in the lower or higher class in the same subject • Difficulty level • Content, which is easily accessible to students without much interventions from teachers and can be learned by children through self-learning or peer-learning • Content, which is irrelevant in the present context This present edition, is a reformatted version after carrying out the changes given above.
"
Rationalised 2023-24,"version, edition, or translation",National Council for Research in Computer Science and Technology,organization,publisher,"Rationalised 2023-24  Rationalised 2023-24  PREFACE This book is the outcome of the efforts of the Textbook Development Committee appointed by the NCERT.
"
John F. Kennedy School of Government,private school,Harvard University,nan,part of,"The committee met a few times to interact with one another to improve the draft.
"
Teacher,position,Education,academic discipline,field of this occupation,"Then there was a review meeting in which many experts and practicing school teachers were invited to review the draft and suggest improvements.
"
Class VI,literary work,Book,document,instance of,"By and large we have stuck to the format of the Class VI book.
"
Learning,biological process,Knowledge,nan,has effect,"Attempt has been made to recall children’s own experiences and build concepts around them.
"
Science,academic discipline,Science,academic discipline,instance of,"This is designed to connect science that they study in the school with their every-day life.
"
Philosophical concept,concept,Concept,capability,subclass of,"Many activities have been suggested to clarify concepts.
"
Kindergarten,school,School,architectural structure,subclass of,"Some of these activities are so simple that children can perform them on their own.
"
Parachute,sports equipment,Sports equipment,equipment,subclass of,"The requirement of the apparatus required for the activities is minimal.
"
Sydney,city,London,city,twinned administrative body,"We performed all the activities ourselves to ensure that there was no difficulty in performing them in the school situation.
"
Inference,process,Rational analysis,process,part of,"The activities should also help children in developing skills such as presentation of data in tabular and graphical forms, reasoning and drawing inference from the given data.
"
English language,language,Language,language,instance of,"The language of the book has been kept as simple as possible.
"
Cartoon,creative work,Illustration,academic discipline,subclass of,"A large number of photographs, illustrations, cartoons, etc.
"
Barry Goldwater,human,President of the United States,position,position held,"have been included to make the book attractive.
"
Teacher,position,Teaching,activity,field of this occupation,"To help teachers evaluate children effectively, a large number of exercises have been given at the end of each chapter.
"
Education,academic discipline,Teacher,position,practiced by,"The teachers are encouraged to frame additional exercises to test children’s understanding.
"
National Talent Search Examination,test,National Council for Regional Education and Training,organization,maintained by,"Some challenging exercises have also been devised for those children who would like to appear for the National Talent Search Examination conducted by the NCERT.
"
John F. Kennedy School of Government,private school,Harvard University,nan,part of,"We are conscious of the fact that there is a paucity of additional reading material for children.
"
Anecdote,short story,Short story,narrative,subclass of,"These boxes, in blue, contain additional information, anecdotes, stories, strange facts and other such interesting materials.
"
Mischievous,personality type,Playfulness,personality trait,said to be the same as,"We all know that children are mischievous and playful by nature.
"
Ceylon,historical country,Historical country,country,instance of,"Therefore, in order to prevent any untoward incident during the performance of the activities in the school or outside, necessary cautions, in red, have been inserted at various places in the book.
"
Hygiene,academic discipline,Health,nan,part of,"To prepare children to assume their roles as responsible citizens of tomorrow, attempt has been made to sensitise them to the issues concerning gender, religion, environment, health and hygiene, water scarcity and energy conservation.
"
Peer learning,learning,Cooperation,interaction,subclass of,"We have sought to weave into the text the value of cooperation and the importance of peer learning.
"
Extended learning,learning,Learning,biological process,subclass of,"An important feature of the book is what we call ‘Extended Learning’.
"
Project,organization,Voluntary association,activity,subclass of,"These are totally non-evaluative, and purely voluntary activities and projects.
"
Child,human,Society,concept,part of,"Some of the projects in this section have been designed to enhance children’s interaction with the experts, teachers, even parents, and society at large.
"
Information,abstract object,Decision-making,mental process,has effect,"The children are required to collect information of various kind and draw conclusions of their own.
"
Teacher,position,Parent,kinship,subclass of,"My request to teachers and parents is to use the book in the spirit in which it has been written.
"
Learning by doing,learning,Rote learning,learning,opposite of,"Encourage children to perform activities and learn by doing, rather than by rote.
"
Rationalised 2023-24,literary work,Rationalised 2023-24,literary work,followed by,"Rationalised 2023-24  You can supplement, or even replace, the activities given here.
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"If you feel that you have better alternatives, especially with your local/regional flavour, please write to us so that these activities could be used in the future editions of the book.
"
Child,human,Child psychology,psychology,has quality,"We have been able to include only a small subset of children’s experiences.
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,"You have a better knowledge of their experiences because you are in touch with them.
"
Concept,capability,Concept theory,area of mathematics,part of,"Use them to illustrate the concepts being taught.
"
Curiosity,personality trait,Child,human,facet of,"Above all, please do not stifle children’s natural curiosity.
"
Ask questions,list,Encouragement,behavior,subclass of,"Encourage them to ask questions, even if sometimes you feel uncomfortable.
"
John F. Kennedy School of Government,private school,Harvard University,nan,part of,"If you do not know the answer to a question on the spot, do not feel embarrassed.
"
Killing of Socrates,occurrence,Murder,crime,instance of,"You can promise them to find the answer and deal with it later.
"
Teacher,position,Secondary school,school,part of,"Make a genuine attempt to get the answer from whatever resources are within your reach, such as senior school or college teachers, experts, libraries, internet, etc.
"
Netherlands,country,Commonwealth of Nations,intergovernmental organization,member of,"If, in spite of your efforts, you cannot get the answer to some question, you could write to NCERT.
"
National Center for Research Resources,research institute,Children,human,interested in,"I must thank the NCERT for enabling us to talk to children through the medium of this book.
"
National Center for Research in Computer Science and Technology,research institute,Research institute,institute,instance of,"Every member of the NCERT has been courteous and helpful to us.
"
Teaching,activity,Learning,biological process,subclass of,"If you find this book useful and enjoy teaching/learning science through this book, the Editing Team and I shall consider ourselves well-rewarded.
"
Mathematics,academic discipline,Science,academic discipline,part of,"BHATIA Chief Advisor Textbook Development Committee viii Rationalised 2023-24  TEXTBOOK DEVELOPMENT COMMITTEE CHAIRPERSON, ADVISORY GROUP FOR TEXTBOOKS IN SCIENCE AND MATHEMATICS J.V.
"
University of Pune,university,Pune,city,headquarters location,"Narlikar, Emeritus Professor, Inter University Centre for Astronomy and Astrophysics (IUCCA), Ganeshkhind, Pune University, Pune CHIEF ADVISOR V.B.
"
Professor,position,Professor,position,subclass of,"Bhatia, Professor, Retd.
"
Bharati Sarkar,human,University of Delhi,university,educated at,"(Physics),  Delhi University, Delhi MEMBERS Bharati Sarkar, Reader, Retd.
"
Maitreyi College,college,University of Delhi,university,affiliation,"(Zoology), Maitreyi College, Delhi University, Delhi C.V.
"
"Department of Education in Science and Mathematics, NCERT",organization,New Delhi,big city,headquarters location,"Shimray, Lecturer, Department of Education in Science and Mathematics (DESM), NCERT, Sri Aurobindo Marg, New Delhi D.
"
Sri Aurobindo Marg,road,New Delhi,big city,location,"Lahiry, Professor, Retd, DESM, NCERT, Sri Aurobindo Marg, New Delhi G.P.
"
University of Delhi,university,Delhi,city with millions of inhabitants,headquarters location,"Pande, Uttarakhand Seva Nidhi, Paryavaran Shiksha Sansthan, Jakhan Devi, Almora, Uttaranchal Harsh Kumari, Headmistress, CIE Experimental Basic School, Department of Education, Delhi University, Delhi J.S.
"
Kendriya Vidyalaya,school,Bangalore,city,location,"Gill, Professor, DESM, NCERT, Sri Aurobindo Marg, New Delhi Kamal Deep Peter, TGT (Science), Kendriya Vidyalaya, Bengaluru Kanhiya Lal, Principal, Retd., Directorate of Education, Delhi Lalita S.
"
Indira Gandhi National Open University,university,New Delhi,big city,location,"Kumar, Reader (Chemistry), School of Sciences, Indira Gandhi National Open University (IGNOU), Maidan Garhi, New Delhi Mohd.
"
Iftikhar Alam,human,Sarvodaya Bal Vidyalaya,school,educated at,"Iftikhar Alam, TGT (Science), Sarvodaya Bal Vidyalaya (No.1), Jama Masjid, Delhi P.S.
"
Manipur University,university,Imphal,city,headquarters location,"Yadava, Professor, Department of Life Sciences, Manipur University, Imphal R.
"
Indian Agricultural Statistics Research Institute,research institute,Pusa,city,headquarters location,"Joshi, Lecturer (Selection Grade), DESM, NCERT, Sri Aurobindo Marg, New Delhi Rachna Garg, Lecturer, DESM, Central Institute of Educational Technology, NCERT, Sri Aurobindo Marg, New Delhi Ranjana Agrawal, Principal Scientist and Head, Division of Forecasting Techniques, Indian Agricultural Statistics Research Institute, IARI Campus, Pusa, New Delhi R.S.
"
Acharya Narendra Dev College,college,University of Delhi,university,affiliation,"Sindhu, Professor, DESM, NCERT, Sri Aurobindo Marg, New Delhi Ruchi Verma, Lecturer, PPMED, NCERT, Sri Aurobindo Marg, New Delhi Sarita Kumar, Reader (Zoology), Acharya Narendra Dev College, Delhi University, Delhi Sunila Masih, Teacher, Mitra GHS School, Suhagpur, P.O.
"
V. K. Singh,human,Madhya Pradesh,state of India,place of birth,"Hoshangabad, Madhya Pradesh V.K.
"
Hans Raj College,college,University of Delhi,university,affiliation,"Gupta, Reader (Chemistry), Hans Raj College, Delhi University, Delhi MEMBER-COORDINATOR R.K.
"
National Council of Educational Research and Training,organization,New Delhi,big city,headquarters location,"Parashar, Lecturer, DESM, NCERT, Sri Aurobindo Marg, New Delhi Rationalised 2023-24  Rationalised 2023-24  The National Council of Educational Research and Training (NCERT) acknowledges the valuable contribution of the individuals and organisations involved in the development of Science textbook for Class VII.
"
Ramjas School,college,New Delhi,big city,headquarters location,"The Council acknowledges the valuable contribution of the following academics for reviewing and refining the manuscripts of this book: Sushma Kiran Setia, Principal, Sarvodaya Kanya Vidyalaya, Hari Nagar (Clock Tower), New Delhi; Mohini Bindra, Principal, Ramjas School, Pusa Road, New Delhi; D.K.
"
Apeejay Senior Secondary School,secondary school,Pitampura,human settlement,location,"Bedi, Principal, Apeejay Senior Secondary School, Pitampura, Road No.
"
Geeta Bajaj,human,Darbari Lal DAV Model School,school,educated at,"42, Sainik Vihar, New Delhi; Chand Vir Singh, Lecturer (Biology), GBSS School, Rajouri Garden (Main), New Delhi; Renuka Madan, TGT (Physics), Air Force Golden Jubilee Institute, Subroto Park, Delhi Cantt; Reena Jhani, TGT (Science), Darbari Lal DAV Model School, Pitampura, New Delhi; Geeta Bajaj, TGT (Science), K.
"
V,Latin phrase,Dutch language,language,language of work or name,"V.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"No.
"
University of Delhi,university,Delhi,city with millions of inhabitants,headquarters location,"College, Delhi University, Delhi; Shashi Prabha, Lecturer, DESM, NCERT, New Delhi; A.K.
"
University of Delhi,university,Delhi,city with millions of inhabitants,headquarters location,"Bakhshi, Professor, Department of Chemistry, University of Delhi, Delhi; N.
"
Nehru Planetarium,planetarium,Teen Murti Bhavan,museum,location,"Rathnasree, Director, Nehru Planetarium, Teen Murti Bhavan, New Delhi; S.B.
"
Sonikpur,human,Dominican Order,mendicant order,religious order,"Sonikpur, P.O.
"
Trivediganj,district of Turkey,Districts of Turkey,first-level administrative country subdivision,instance of,"Trivediganj, Distt.
"
Government of Uttar Pradesh,state government,Uttar Pradesh,state of India,applies to jurisdiction,"Barabanki, Uttar Pradesh; Madhur Mohan Ranga, Lecturer (Selection Scale), (Zoology), Govt.
"
Rajasthan,state of India,Ajmer,city,capital,"College, Ajmer, Rajasthan; K.G.
"
Associate professor,title,Professor,position,subclass of,"Ojha, Associate Professor, Department of Chemistry, M.D.S.
"
Rajasthan,state of India,Ajmer,city,capital,"University, Ajmer, Rajasthan; Puneeta Sharma, TGT (Science), L.D.
"
Manohar Lal Patel,human,Teacher,position,occupation,"Jain Girls Senior Secondary School, Pahari Dhiraj, Delhi; Manohar Lal Patel, Teacher, Govt.
"
N.A.,religious organization,Religious organization,religious organization,instance of,"R.N.A.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"Exc.
"
H.S.S.,military unit,World War II,historical period,conflict,"H.S.S.
"
Pipariya,village in India,Tehsil,administrative territorial entity,instance of,"Pipariya, Distt.
"
Bharat Bhushan Gupta,human,Sarvodaya Vidyalaya,school,educated at,"Hoshangabad, Madhya Pradesh; Bharat Bhushan Gupta, PGT (Biology), Sarvodaya Vidyalaya, No.1, Shakurpur, Delhi; Sushma Jairath, Reader, Department of Women Studies (DWS), NCERT, New Delhi; Mina Yadav, Lecturer, DWS, NCERT, New Delhi; Swadesh Taneja, Ex-Reader (Life Sciences), IGNOU, New Delhi and M.M.
"
Professor,position,Professor,position,subclass of,"Kapur, Professor, Retd.
"
University of Delhi,university,Delhi,city with millions of inhabitants,headquarters location,"(Chemistry), Delhi University, Delhi.
"
Pramila Tanwar,human,Congregation of the Most Holy Redeemer,religious order,religious order,"The  contributions of Pramila Tanwar, R.R.
"
Ashish K.koireng,human,Ashish K.koireng,human,spouse,"koireng and Ashish K.
"
V. Srivastava,human,Assistant professor,position,occupation,"Srivastava, Assistant Professors,  are acknowledged for being a part of the review of this textbook.
"
India Meteorological Department,government agency,New Delhi,big city,headquarters location,"The Council is highly thankful to the India Meteorological Department, New Delhi, for providing some illustrations for the Chapter 8: Winds, Storms and Cyclones.
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"The Council gratefully acknowledges the valuable suggestions received from the National Monitoring Committee in the development of the manuscript of this textbook.
"
Shveta Uppal,human,Editor-in-chief,position,occupation,"Special thanks are due to Shveta Uppal, Chief Editor; and Bijnan Sutar, Assistant Editor, for  going through the manuscript and suggesting relevant changes.
"
Purnendu Kumar Barik,human,Copy editor,position,occupation,"ACKNOWLEDGEMENTS Rationalised 2023-24  The Council also acknowledges the efforts of Deepak Kapoor, Incharge, Computer Station;  Purnendu Kumar Barik, Musarrat Parveen and Satish Kumar Mishra, Copy Editors; Neelam Walecha and Muhammad Aiyub, DTP Operators; and Randhir Thakur, Proof Reader.
"
Rationalised 2023-24,written work,Paheli and Boojho,duo,author,"xii Rationalised 2023-24  The team of Paheli and Boojho will be with you as you journey through this textbook.
"
Q&A,literary genre,Ask questions,question,subclass of,"They love to ask questions.
"
Quezon,territory of China,Beijing,city,capital,"All kind of questions come to their minds and they collect them in their sacks.
"
John F. Kennedy,human,President of the United States,position,position held,"Sometimes, they may share some of these questions with you, as you read through the chapters.
"
Paheli,fictional human,Boojho,fictional human,sibling,"Paheli and Boojho are also on the lookout for answers to many questions — sometimes the questions seem answered after they discuss them with each other, sometimes through discussions with other classmates, teachers or their parents.
"
Netherlands,country,East Frisia,geographic region,contains administrative territorial entity,"Answers to some questions do not seem available even after all these.
"
Scientific method,process,Science,academic discipline,part of,"They might need to experiment on their own, read books in the library, send questions to scientists.
"
Dig and dig and dig into all possibilities,dig,Dig,process,subclass of,"Just dig and dig and dig into all possibilities and see if the questions can be answered.
"
Social class,social group,Social class,social group,different from,"Perhaps, they would carry some of the unanswered questions in their sacks to higher classes.
"
Sack Attack,film,Film,series,instance of,"What will really thrill them would be your adding questions to their sacks  or answers to their questions.
"
Student,group of humans,Teacher,position,opposite of,"Sometimes, activities are suggested in the textbook, results or findings of these by different groups of students would be of interest to other students and teachers.
"
Paheli,human,Boojho,human,sibling,"You can complete the suggested activities and send your results or findings to Paheli and Boojho.
"
Blade,nonbiological component,Scissors,hand tool,part of,"Do keep in mind that activities that involve using blades, scissors or fire need to be done strictly under the care of your teachers.
"
Sydney,city,London,city,twinned administrative body,"Stick to the precautions given and then enjoy doing all the suggested activities.
"
John Milton,human,Nineteen Eighty-Four,written work,notable work,"Mind, the book will not be able to help you much, if the activities are not completed! We would like to advise you that you must make observations yourself and record whatever results you get.
"
Observation,process,Research,process,part of,"Keen and true observations are necessary for exploring any subject of study.
"
University of Cambridge,public research university,Cambridge,city,location,"For some reason your results may turn out to be different from those of your classmates.
"
Try to find the reason for these results,None,Discernment,None,opposite of,"Try to find out the reason for these results instead of disregarding them.
"
Student,group of humans,Classmate,group of humans,opposite of,"Do not ever copy results from your classmate.
"
National Council for Education,organization,New Delhi,big city,headquarters location,"You can send your feedback for Paheli and Boojho at: A NOTE FOR THE STUDENTS  To The Head Department of Education in Science and Mathematics, NCERT, Sri Aurobindo Marg, New Delhi 110 016 Rationalised 2023-24  CONSTITUTION OF INDIA Fundamental Duties Fundamental Duties – It shall be the duty of every citizen of India — (a) to abide by the Constitution and respect its ideals and institutions, the National Flag and the National Anthem; (b) to cherish and follow the noble ideals which inspired our national struggle for freedom; (c) to uphold and protect the sovereignty, unity and integrity of India; (d) to defend the country and render national service when called upon to do so; (e) to promote harmony and the spirit of common brotherhood amongst all the people of India transcending religious, linguistic and regional or sectional diversities; to renounce practices derogatory to the dignity of women; (f) to value and preserve the rich heritage of our composite culture; (g) to protect and improve the natural environment including forests, lakes, rivers, wildlife and to have compassion for living creatures; (h) to develop the scientific temper, humanism and the spirit of inquiry and reform; (i) to safeguard public property and to abjure violence; (j) to strive towards excellence in all spheres of individual and collective activity so that the nation constantly rises to higher levels of endeavour and achievement; (k) who is a parent or guardian, to provide opportunities for education to his child or, as the case may be, ward between the age of six and fourteen years.
"
Vinegar,condiment,Acid,None,subclass of,"Part  IV A (Article  51 A) Rationalised 2023-24  CONTENTS FOREWORD iii RATIONALISATION OF CONTENT IN THE TEXTBOOKS v PREFACE vii Chapter  1 Nutrition in Plants 1 Chapter  2 Nutrition in Animals 11 Chapter  3 Heat 24 Chapter  4 Acids, Bases and Salts 38 Chapter  5 Physical and Chemical Changes 47 Chapter  6 Respiration in Organisms 57 Chapter  7 Transportation in Animals and Plants 70 Chapter  8 Reproduction in Plants 82 Chapter  9 Motion and Time 92 Chapter  10 Electric Current and its Effects 109 Rationalised 2023-24  Chapter  11 Light 123 Chapter  12 Forests: Our Lifeline 142 Chapter  13 Wastewater Story 156 xvi Rationalised 2023-24  4Acids, Bases and Salts W e use in our daily life a large number of substances such as lemon, tamarind, common salt, sugar and vinegar.
"
Taste,perception,Taste,perception,facet of,"Do they have the same taste?
"
Table 4,table,Edible mushroom,human food,main subject,"Let us recall tastes of some edible substances listed in Table 4.1.
"
Taste,perception,Taste,perception,uses,"If you have not tasted any of these substances taste it now and enter the result in Table 4.1.
"
Sour,mixture,Salt,mixture,different from,"You find that some of these substances taste sour, some taste bitter, some taste sweet and some taste salty.
"
Curd,food,Sour cream,fermented milk product,subclass of,"4.1 ACIDS AND BASES Curd, lemon juice, orange juice and vinegar taste sour.
"
Sour,mixture,Acid,None,facet of,"These substances taste sour because they contain acids.
"
Acid,None,Chemical substance,group or class of chemical substances,subclass of,"The chemical nature of such substances is acidic.
"
Acre,None,Latin,language,language of work or name,"The word acid comes from the Latin word acere which means sour.
"
Natural acid,None,Acid,None,subclass of,"The acids in these substances are natural acids.
"
Baking soda,food ingredient,Baking,engineering process,subclass of,"What about baking soda?
"
Sour,spirit,Taste,perception,facet of,"Does it also taste sour?
"
Taste,perception,Taste,perception,has cause,"If not, what is its taste?
"
Sour mouth,mouth,Taste,perception,facet of,"Since, it does not taste sour it means, that it has no acids in it.
"
Bitter,taste,Taste,perception,subclass of,"It is bitter in taste.
"
Finger,digit,Finger,digit,part of,"If you rub its solution between fingers, it feels soapy.
"
Taste,perception,Taste,perception,facet of,"Generally, substances like these which are bitter in taste and feel soapy on touching are known as bases.
"
Basic law,principle,Principle,rule,instance of,"The nature of such substances is said to be basic.
"
Nature,phenomenon,Substance,chemical substance,said to be the same as,"If we cannot taste every substance, how do we find its nature?
"
Acid,None,Chemical substance,group or class of chemical substances,instance of,"The indicators change their colour when added to a solution containing an acidic or a basic substance.
"
Gudhal,rose,Rose,taxon,subclass of,"Turmeric, litmus, China rose petals (Gudhal), etc., are some of the naturally occurring indicators.
"
Taste,perception,Taste,perception,different from,"Do not taste anything unless asked to do so.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Nigeria,sovereign state,Riga,capital,capital,"Do not touch anything unless asked to do so.
"
Imli,taxon,Tamarind,food ingredient,this taxon is source of,"Table 4.1 Substance Taste (sour/bitter/ any other) Lemon juice Orange juice Vinegar Curd Tamarind (imli) Sugar Common salt Amla Baking soda Grapes Unripe mango Cucumber Rationalised 2023-24  ACIDS, BASES AND SALTS 39 (b) Fig. 4.1  (a) Lichens, and (b) Red and blue litmus paper (a) 4.2 NATURAL INDICATORS AROUND US Litmus: A natural dye The most commonly used natural indicator is litmus.
"
Lichen,eukaryote,Fungus,taxon,has parts of the class,"It is extracted from lichens (Fig. 4.1a).
"
Purple,color,Color,quality,instance of,"It has a mauve (purple) colour in distilled water.
"
Litmus paper,paper,Paper,intermediate product,subclass of,"It is available in the form of a solution, or in the form of strips of paper, known as litmus paper.
"
Red,color,Color,quality,instance of,"Generally, it is available as red and blue litmus paper (Fig. 4.1b).
"
Taste,perception,Taste,perception,has cause,"Can I taste all substances to find their taste?
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"No.
"
Cautionary tale,literary genre,Preventive medicine,medical specialty,subclass of,"Have you not read the caution?
"
Taste,perception,Knowledge,nan,different from,"We should not taste unknown substances.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"They could harm us.
"
Orange,taxon,Citrus,taxon,subclass of,"Name of acid Found in Acetic acid Vinegar Formic acid Ant’s sting Citric acid Citrus fruits such as oranges, lemons, etc.
"
Tartaric acid,None,Vitamin C,None,subclass of,"Lactic acid Curd Oxalic acid Spinach Ascorbic acid Amla, Citrus fruits (Vitamin C) Tartaric acid Tamarind, grapes, unripe mangoes, etc.
"
Sodium hydroxide,None,Window cleaner,cleaning product,subject has role,"All the acids mentioned above occur in nature Name of base Found in Calcium hydroxide Lime water Ammonium hydroxide Window cleaner Sodium hydroxide/ Soap Potassium hydroxide Magnesium hydroxide Milk of magnesia Rationalised 2023-24  SCIENCE 40 Turmeric is another natural indicator Activity 4.2  Take a tablespoonful of turmeric powder.
"
Filter paper,paper,Paper,intermediate product,subclass of," Make turmeric paper by depositing turmeric paste on blotting paper/filter paper and drying it.
"
Yellow paper,paper,Paper,intermediate product,subclass of,"Cut thin strips of the yellow paper obtained.
"
Soap solution,organic compound,Soap,organic compound,use," Put a drop of soap solution on the strip of turmeric paper.
"
Observation,process,Observation,activity,subclass of,"What do you observe?
"
Test tube,laboratory equipment,Laboratory equipment,tool,subclass of,"Activity 4.1  Mix some water with lemon juice in a plastic cup/tumbler/test tube.
"
Canada,sovereign state,Quebec,administrative territorial entity of Canada,contains administrative territorial entity,"Is there any change in colour?
"
Blue litmus paper,litmus test,Litmus test,medical test,instance of," Repeat the same exercise with the blue litmus paper.
"
Canada,sovereign state,Quebec,administrative territorial entity of Canada,contains administrative territorial entity,"Note down if there is any change in colour.
"
Soap,organic compound,Detergent,cleaning product,use,"Perform the same activity with the following substances: Tap water, detergent solution, aerated drink, soap solution, shampoo, common salt solution, sugar solution, vinegar, baking soda solution, milk of magnesia, washing soda solution, lime water.
"
Distilled water,nan,Solution,homogeneous mixture,subclass of,"If possible make solutions in distilled water.
"
2.2.4,"version, edition, or translation",3.2.4,"version, edition, or translation",followed by,"4.2.
"
Substance,chemical substance,Chemical substance,group or class of chemical substances,subclass of,"Name those substances.
"
Neutral solution,solution,Solution,concept,subclass of,"The solutions which do not change the colour of either red or blue litmus are known as neutral solutions.
"
Chuna,lime,Lime,food ingredient,subclass of,"To prepare limewater, take some water in a tumbler and add some lime (chuna) into it.
"
Stir,food additive,Solution,homogeneous mixture,subclass of,"Stir the solution and keep it for some time.
"
Pour a little from the top,liqueur,Liqueur,spirit drink,subclass of,"Pour a little from the top.
"
Lime water,nan,Lime,nan,subclass of,"This is lime water.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"No.
"
Test solution Effect on red Effect on blue,None,Test solution,None,facet of,"Test solution Effect on red Effect on blue Inference litmus paper litmus paper Rationalised 2023-24  ACIDS, BASES AND SALTS 41 Table 4.3 S.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"No.
"
Test solution Effect on turmeric,None,Turmeric,None,facet of,"Test solution Effect on turmeric solution Remarks 1.
"
Lemon juice 2,literary work,Lemon juice,literary work,part of the series,"Lemon juice 2.
"
Orange juice 3,Orange juice,Orange juice,drink,instance of,"Orange juice 3.
"
Vinegar 4,literary work,Vinegar,book series,part of the series,"Vinegar 4.
"
Milk of magnesia 5,Milk of magnesia,Milk of magnesia,magnesia,instance of,"Milk of magnesia 5.
"
Baking soda,nan,Baking,engineering process,instance of,"Baking soda 6.
"
Lime water,nan,Lime,nan,instance of,"Lime water 7.
"
Sugar 8,None,Sugar,food,instance of,"Sugar 8.
"
Common salt,salt,Greeting card,letter,use,"Common salt You can prepare a greeting card for your mother on her birthday.
"
Soap,organic compound,Soap,organic compound,use,"Draw a beautiful flower with soap solution with the help of a cotton bud.
"
Greeting card,card,Greeting,event,subclass of,"You will get a beautiful greeting card.
"
Solution,homogeneous mixture,Solution,homogeneous mixture,subclass of,"You may try solutions of other substances also.
"
China rose,taxon,Gudhal,taxon,parent taxon,"China Rose as Indicator Activity 4.3 Collect some China rose (Gudhal) petals and place them in a beaker.
"
Basic soap,soap,Soap,organic compound,subclass of,"It is because the soap solution is basic.
"
Turmeric paste,soap,Soap,organic compound,subclass of,"Turmeric paste Soap solution Rationalised 2023-24  SCIENCE 42 Table 4.4 S.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"No.
"
Initial colour,None,Final colour,None,followed by,"Test solution Initial colour Final colour 1.
"
Shampoo,organic compound,Dilute solution,aqueous solution,subclass of,"Shampoo (dilute solution) 2.
"
Lemon juice,nan,Lemon,fruit,instance of,"Lemon juice 3.
"
Soda water,soft drink,Soft drink,non-alcoholic beverage,subclass of,"Soda water 4.
"
Sodium hydrogencarbonate solution 5,None,Sodium hydrogencarbonate,None,instance of,"Sodium hydrogencarbonate solution 5.
"
Vinegar 6,None,Vinegar,taxon,instance of,"Vinegar 6.
"
Sugar solution 7,None,Sugar solution,food,instance of,"Sugar solution 7.
"
Warm water,nan,Salt solution,aqueous solution,subclass of,"Common salt solution warm water.
"
Water,None,Color,quality,color,"Keep the mixture for some time till water becomes coloured.
"
Watercolor painting,painting technique,Watercolor painting,painting technique,subclass of,"Use the coloured water as an indicator.
"
Acidic solution,solution,Solution,homogeneous mixture,subclass of,"What is the effect of the indicator on acidic, basic and neutral solutions?
"
Magenta,color,Pink,color,subclass of,"China rose indicator (Fig. 4.3) turns acidic solutions to dark pink (magenta) and basic solutions to green.
"
Coffee,drink,Brown,color,color,"Coffee is brown And bitter in taste.
"
Acid,None,Acid,None,said to be the same as,"Is it an acid?
"
Base camp,military facility,Military base,military facility,subclass of,"Or a base?
"
"Don’t give the answer Without any test, You are in the dark With its taste",None,Taste,perception,facet of,"Don’t give the answer Without any test, You are in the dark With its taste.
"
Paheli,riddle,Riddle,literary genre,instance of,"Paheli brought the following paheli (riddle) for you.
"
Baking soda,food ingredient,Solid,matter,made from material,"I am not getting the same result when using solid baking soda on dry litmus paper.
"
Baking soda,nan,Solution,homogeneous mixture,instance of,"Make a solution of baking soda and then try.
"
Acetic acid,None,Chemical substance,group or class of chemical substances,instance of,"Activity 4.4 The teacher is requested to get the dilute solution of the following chemicals from his/her school laboratory or from a nearby school: hydrochloric acid, sulphuric acid, nitric acid, acetic acid, sodium hydroxide, ammonium hydro- xide, calcium hydroxide (lime water).
"
Acid on Effect,None,Acid,None,instance of,"Name of acid Effect on Effect on Effect on No.
"
Turmeric paper,paper,Paper,intermediate product,subclass of,"litmus paper turmeric paper China rose solution 1.
"
Hydrochloric acid,None,Dilute,None,instance of,"Dilute hydrochloric acid 2.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
"ACIDS, BASES and SALTS 43",written work,Rationalised 2023–24,book series,part of the series,"Rationalised 2023-24  ACIDS, BASES AND SALTS 43 Stir the tube gently.
"
Pink,color,Color,quality,instance of,"Continue adding the sodium hydroxide solution drop by drop while stirring till the pink colour just appears.
"
Hydrochloric acid,None,Dilute,None,instance of,"Now add one more drop of dilute hydrochloric acid.
"
Observation,process,Observation,activity,subclass of,"What do you observe?
"
Colorless solution,solution,Solution,homogeneous mixture,subclass of,"The solution again becomes colourless.
"
