Entity,Definition,Images
Metre per hour,Metre per hour (American spelling: meter per hour) is a metric unit of both speed (scalar) and velocity (Vector (geometry)).,['https://upload.wikimedia.org/wikipedia/commons/a/a6/Nuvola_apps_kruler.svg']
Eating,"Eating (also known as consuming) is the ingestion of food, typically to provide a heterotrophic organism with  energy and to allow for growth.","['https://upload.wikimedia.org/wikipedia/commons/f/fb/A_polar_bear_%28Ursus_maritimus%29_scavenging_a_narwhal_whale_%28Monodon_monoceros%29_carcass_-_journal.pone.0060797.g001-A.png', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Abell-photoblog28.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Amandines_de_Provence%2C_poster_by_Leonetto_Cappiello%2C_1900.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/BirdBeaksA.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Blacky.jpg']"
Transmission of Acquired Characteristics and Origin of New Species,Not found on Wikipedia,['Image not found']
&yRtem loss of electricity,Not found on Wikipedia,['Image not found']
Potato,"The potato is a starchy food, a tuber of the plant Solanum tuberosum and is a root vegetable native to the Americas.","['https://upload.wikimedia.org/wikipedia/commons/9/95/AVR_Puma_4.0.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Aardappel_%27Dor%C3%A9%27_%28Solanum_tuberosum_%27Dor%C3%A9%27%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Baked_Potato_%283662019664%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Bauernfr%C3%BChst%C3%BCck-01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Burger_and_fries_%281%29.jpg']"
 179 Soil Pollution,Not found on Wikipedia,['Image not found']
Stomach,"The stomach is a muscular, hollow organ in the gastrointestinal tract of humans and many other animals, including several invertebrates.","['https://upload.wikimedia.org/wikipedia/commons/7/7b/3D_Medical_Animation_Stomach_Structure.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/An_open_stomach.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Fundic_gland_polyposis0001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Gray1046.svg']"
Health food,Not found on Wikipedia,['Image not found']
Chromium,Chromium is a chemical element with the symbol Cr and atomic number 24.,"['https://upload.wikimedia.org/wikipedia/commons/6/60/5-fold_chromium.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/5_Maiman_Laser_Components.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Besteck_WMF_Stockholm_ca_1960er.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Chrom%28VI%29-oxid.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Chrom_1.jpg']"
Life cycle,"Life cycle, life-cycle, or lifecycle may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
The Magic Flute,"The Magic Flute (German: Die Zauberflöte, pronounced [diː ˈtsaʊbɐˌfløːtə] (listen)), K. 620, is an opera in two acts by Wolfgang Amadeus Mozart to a German libretto by Emanuel Schikaneder.","['https://upload.wikimedia.org/wikipedia/commons/f/f7/15031-Magic_Flute_Production-0413_%2815830972013%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/De-Ger_Die_Zauberfl%C3%B6te.ogg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Der_Hoelle_Rache.ogg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Disegno_per_copertina_di_libretto%2C_disegno_di_Peter_Hoffer_per_Il_flauto_magico_%28s.d.%29_-_Archivio_Storico_Ricordi_ICON012437.jpg']"
Antibiotic production,Not found on Wikipedia,['Image not found']
Lead storage,Not found on Wikipedia,['Image not found']
Power supply,A power supply is an electrical device that supplies electric power to an electrical load.,"['https://upload.wikimedia.org/wikipedia/commons/9/90/Bench_power_supply.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Bipolar_Power_Supply.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Hameg_Power_Supplies.jpg']"
Siltation,"Siltation is water pollution caused by particulate terrestrial clastic material, with a particle size dominated by silt or clay.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Dumping_of_faecal_sludge_into_the_river.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Estuary-mouth.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Jacuecanga_Angra_dos_Reis_Rio_de_Janeiro_Brazil_Brasfels.JPG', 'Image not found']"
Apinoing solution,Not found on Wikipedia,['Image not found']
Aftershock,"In seismology, an aftershock is a smaller earthquake that follows a larger earthquake, in the same area of the main shock, caused as the displaced crust adjusts to the effects of the main shock.","['https://upload.wikimedia.org/wikipedia/commons/6/65/2016_Central_Italy_earthquake_%28magnitude%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Earthquake_-_The_Noun_Project.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/GR_law_b%3D1.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Neic_slav_fig72.gif', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Sichuan_2008_Aftershocks.jpg']"
Shoulder,"The human shoulder is made up of three bones: the clavicle (collarbone), the scapula (shoulder blade), and the humerus (upper arm bone) as well as associated muscles, ligaments and tendons.","['https://upload.wikimedia.org/wikipedia/commons/e/e3/Blausen_0797_ShoulderJoint.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/CR._shoulder_x-ray%2C_a.p..jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Grant_1962_664.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Gray326.png']"
Maryland,Maryland (US:  (listen) MERR-il-ənd) is a state in the Mid-Atlantic region of the United States.,"['https://upload.wikimedia.org/wikipedia/commons/9/93/1732_map_of_Maryland.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/2000_MD_Proof.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Annapolis2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Assateague_Island_horses_August_2009_4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/BESusan.JPG']"
Ozone,Ozone () (or trioxygen) is an inorganic molecule with the chemical formula O3.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Air_pollution3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Alder_showing_ozone_discolouration.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Atmospheric_ozone.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png']"
Eftluent treatment plant,Not found on Wikipedia,['Image not found']
Mathematical problem,"A mathematical problem is a problem that can be represented, analyzed, and possibly solved, with the methods of mathematics.",['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']
Chemical reaction,A chemical reaction is a process that leads to the chemical transformation of one set of chemical substances to another.,"['https://upload.wikimedia.org/wikipedia/commons/2/24/Activation_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Azobenzene_isomerization_de.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Baeyer-Villiger-Oxidation-V1.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Chemical_precipitation_diagram_multilang.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Chemical_reactions.svg']"
Abdominal pain,"Abdominal pain, also known as a stomach ache, is a symptom associated with both non-serious and serious medical issues.","['https://upload.wikimedia.org/wikipedia/commons/4/4d/Gray1220.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
CT scan,A computed tomography scan (usually abbreviated to CT scan; formerly called computed axial tomography scan or CAT scan) is a medical imaging technique used to obtain detailed internal images of the body.,"['https://upload.wikimedia.org/wikipedia/commons/3/3c/12-06-11-rechtsmedizin-berlin-07.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Average_intensity_projection.gif', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Axial_plane_CT_scan_of_the_thorax_illustrative_image.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Bronchial_wall_thickness_%28T%29_and_diameter_%28D%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/CT-Low-Dose-2.5-LUNG.ogg']"
Genetic engineering,"Genetic engineering, also called genetic modification or genetic manipulation, is the modification and  manipulation of an organism's genes using technology.","['https://upload.wikimedia.org/wikipedia/commons/a/ae/Agrobacterium-tumefaciens.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Applications_of_combinatorial_gene_circuit_optimization_strategies.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Breeding_transgenesis_cisgenesis.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Bt_plants.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Food preservation,Food preservation includes processes that make food more resistant to microorganism growth and slow the oxidation of fats.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Food_lab_scientist_packages_food_for_spaceflight_at_Space_Food_Lab.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Goblet_Glass_%28Banquet%29.svg']"
 ■witch,Not found on Wikipedia,['Image not found']
Computer network,A computer network is a set of computers sharing resources located on or provided by network nodes.,"['https://upload.wikimedia.org/wikipedia/commons/2/21/Adsl_connections.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Asynchronous_Transfer_Mode.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Computer_Retro.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Data_Networks_classification_by_spatial_scope.svg']"
Cough,"A cough is a sudden expulsion of air through the large breathing passages which can help clear them of fluids, irritants, foreign particles and microbes.","['https://upload.wikimedia.org/wikipedia/commons/3/3f/20191124Wildfreigehege_Wolfsrat_10.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/CoughsAndSneezesSpreadDiseases.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/En-us-cough.ogg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Gnome-mime-sound-openclipart.svg']"
Soil containing nrlnera1i,Not found on Wikipedia,['Image not found']
Drainage,Drainage is the natural or artificial removal of a surface's water and sub-surface water from an area with excess of water.,"['https://upload.wikimedia.org/wikipedia/commons/f/f0/A_drain_at_Lothal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Drainbankstown.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/FlexibleRainPipe.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Hdpe_pipe_installation.jpg']"
Hemophilia gene,Not found on Wikipedia,['Image not found']
Magnetic field,"A magnetic field is a vector field that describes the magnetic influence on moving electric charges, electric currents,: ch1  and magnetic materials.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Descartes_magnetic_field.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Dipole_in_uniform_H_field.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/FuerzaCentripetaLorentzP.svg']"
Chemical structure,"A chemical structure determination includes a chemist's specifying the molecular geometry and, when feasible and necessary, the electronic structure of the target molecule or other solid.",['https://upload.wikimedia.org/wikipedia/commons/8/84/Phosphorus-pentoxide-2D-dimensions.svg']
Video game,"A video game is an electronic game that involves interaction with a user interface or input device (such as a joystick, controller, keyboard, or motion sensing device) to generate visual feedback from a display device, most commonly shown in a video format on a television set, computer monitor, flat-panel display or touchscreen on handheld devices, or a virtual reality headset, hence the name.","['https://upload.wikimedia.org/wikipedia/commons/d/db/AFA_Beech_in_Flight_Simulator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Arcade_Sugoi_Malmi_Helsinki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Compulsion_loop_for_video_games.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Consoles-computerspielemuseum.jpg']"
Hour,"An hour (symbol: h; also abbreviated hr) is a unit of time historically reckoned as 1⁄24 of a day and defined contemporarily as exactly 3,600 seconds (SI).","['https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/AnalogClockAnimation1_2hands_1h_in_6sec.gif', 'https://upload.wikimedia.org/wikipedia/commons/4/41/AstiCattedrale.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Beijing_2006_1-14.jpg']"
Cool air,Not found on Wikipedia,['Image not found']
Computer monitor,A computer monitor is an output device that displays information in pictorial or textual form.,"['https://upload.wikimedia.org/wikipedia/commons/c/cf/Apple_AudioVision_14_Display.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Computer_screen_dimensions.png', 'https://upload.wikimedia.org/wikipedia/commons/8/83/LG_Flatron_W2420R_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/LG_Flatron_W2486_%281%29.jpg']"
Wastewater,"Wastewater is water generated after the use of freshwater, raw water, drinking water or saline water in a variety of deliberate applications or processes.: 1  Another definition of wastewater is ""Used water from any combination of domestic, industrial, commercial or agricultural activities, surface runoff / storm water, and any sewer inflow or sewer infiltration"".: 175  In everyday usage, wastewater is commonly a synonym for sewage (also called sewerage, domestic wastewater, or municipal wastewater), which is wastewater that is produced by a community of people.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Air_pollution3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png']"
Electric bill,Not found on Wikipedia,['Image not found']
Centimetre of blood,Not found on Wikipedia,['Image not found']
Moment,Moment or Moments may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Non smoking,Not found on Wikipedia,['Image not found']
Dinajpur Upazila,Not found on Wikipedia,['Image not found']
Capillary net,Not found on Wikipedia,['Image not found']
Flood Flood,Not found on Wikipedia,['Image not found']
Shiliguri,Not found on Wikipedia,['Image not found']
Enriched with minerals,Not found on Wikipedia,['Image not found']
Game of chance,A game of chance is in contrast with a game of skill.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Nuvola_apps_kbackgammon.png', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Playing_roulette%2C_Las_Vegas%2C_Nevada_%2874663%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Theory,"A theory is a rational type of abstract thinking about a phenomenon, or the results of such thinking.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikibooks-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Wikinews-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg']"
Nylon 6,"Nylon 6 or polycaprolactam is a polymer, in particular semicrystalline polyamide.","['https://upload.wikimedia.org/wikipedia/commons/9/97/Caprolactam-2D-skeletal.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Caprolactam_polymerization.png', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Nylon_6_and_Nylon_6-6.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Polycaprolactam.svg']"
Domestic wasre,Not found on Wikipedia,['Image not found']
Nernata,Not found on Wikipedia,['Image not found']
Human hearing,Not found on Wikipedia,['Image not found']
Impossible,"Impossible, Imposible or Impossibles may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
299 computer deliver!!,Not found on Wikipedia,['Image not found']
Industrial waste,"Industrial waste is the waste produced by industrial activity which includes any material that is rendered useless during a manufacturing process such as that of factories, mills, and mining operations.","['https://upload.wikimedia.org/wikipedia/commons/b/b9/%28Earlier_photo%29_August_2004%2C_Early_Housatonic_cleanup_%271.5_Mile_Reach%27%2C_Pittsfield%2C_MA_%287984297476%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Bedrijfsafval.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Berkeley_Pit_-_Butte%2C_Montana_%287998261366%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png']"
Focal length,The focal length of an optical system is a measure of how strongly the system converges or diverges light; it is the inverse of the system's optical power.,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/Angleofview_210mm_f4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Angleofview_28mm_f4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Angleofview_50mm_f4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Angleofview_70mm_f4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Camera_focal_length_distance_house_animation.gif']"
PH,"In chemistry, pH (), also referred to as acidity, historically denotes ""potential of hydrogen"" (or ""power of hydrogen"").","['https://upload.wikimedia.org/wikipedia/commons/9/96/Acetic-acid-dissociation-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Disc_Plain_blue_dark.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Lemon_-_whole_and_split.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Sandstone,Sandstone is a clastic sedimentary rock composed mainly of sand-sized (0.0625 to 2 mm) silicate grains.,"['https://upload.wikimedia.org/wikipedia/commons/1/10/%281%29Saunders_Quarry-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Channel-StellartonFm-CoalburnPit.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/CoralPinkSandDunesSand.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/44/GrusSand.JPG']"
Development of the human body,Development of the human body is the process of growth to maturity.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/CC_BY-SA_icon_80x15.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/CC_BY-SA_icon_80x15.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Child_development_stages.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Prenatal_development_table.svg']"
Pulling,Pulling may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Health professional,"A health professional, healthcare professional, or healthcare worker (sometimes abbreviated HCW) is a provider of health care treatment and advice based on formal training and experience.","['https://upload.wikimedia.org/wikipedia/commons/0/00/Big_or_Small_-_OHSN_Uses_Standardized_Language_for_All.webm', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Global_health_and_social_care_workers_70%25_women%2C_leaders_in_the_global_health_sector_30%25_women.png', 'https://upload.wikimedia.org/wikipedia/commons/1/10/NIOSH_Aerosol_Sampler_%288743397933%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/NY_College_of_Health_Professions_Massage_Therapy_Class.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Lip cancer,Not found on Wikipedia,['Image not found']
Structull,Not found on Wikipedia,['Image not found']
Elements of Food,Not found on Wikipedia,['Image not found']
Mineral fiber,Not found on Wikipedia,['Image not found']
Metal purification,Not found on Wikipedia,['Image not found']
Osteoporosis,"Osteoporosis is a systemic skeletal disorder characterized by low bone mass, micro-architectural deterioration of bone tissue leading to bone fragility, and consequent increase in fracture risk.","['https://upload.wikimedia.org/wikipedia/commons/9/91/615_Age_and_Bone_Mass.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/625_Calcium_Homeostasis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/722_Feature_Osteoprosis_of_Spine.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Active_osteoblasts.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg']"
Tootbpaate,Not found on Wikipedia,['Image not found']
Autosome,An autosome is any chromosome that is not a sex chromosome.,"['https://upload.wikimedia.org/wikipedia/commons/a/a0/Autosomal_recessive_inheritance.gif', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Human_male_karyotype.gif', 'https://upload.wikimedia.org/wikipedia/commons/2/27/PLoSBiol3.5.Fig7ChromosomesAluFish.jpg']"
Risk,"In simple terms, risk is the possibility of something bad happening.","['https://upload.wikimedia.org/wikipedia/commons/3/39/3_Alarm_Building_Fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Milwaukee_Harbor_sign_5892.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Sustainable_development.svg']"
Bleaching powder,Not found on Wikipedia,['Image not found']
Refractive index,"In optics, the refractive index (or refraction index) of an optical medium is a dimensionless number that gives the indication of the light bending ability of that medium.","['https://upload.wikimedia.org/wikipedia/commons/a/a3/Am%C3%A9thystre_sceptre2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Brillanten.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Calcite.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'Image not found']"
Netwok,Not found on Wikipedia,['Image not found']
Harvard University,"Harvard University is a private Ivy League research university in Cambridge, Massachusetts.","['https://upload.wikimedia.org/wikipedia/commons/9/91/102111_Pinker_344.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/A_Westerly_View_of_the_Colledges_in_Cambridge_New_England_by_Paul_Revere.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Al_Gore%2C_Vice_President_of_the_United_States%2C_official_portrait_1994.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Alan_dershowitz_2009_retouched_cropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Amartya_Sen.jpg']"
Blacksmith,"A blacksmith is a metalsmith who creates objects primarily from wrought iron or steel, but sometimes from other metals, by forging the metal, using tools to hammer, bend, and cut (cf.","['https://upload.wikimedia.org/wikipedia/commons/8/8c/3_tourist_helping_artist_blacksmith_in_finland.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/88/4_artist_blacksmith_forging_with_power_hammer.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/A_blacksmith_at_work.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Acampamento_Farroupilha%2C_Parque_da_Harmonia%2C_Porto_Alegre%2C_Brasil_2015_17.webm', 'https://upload.wikimedia.org/wikipedia/commons/7/78/AngelAguilarOcotlan3.JPG']"
Pen,"A pen is a common writing instrument that applies ink to a surface, usually paper, for writing or drawing.","['https://upload.wikimedia.org/wikipedia/commons/a/ae/Carandache_Ecridor.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Dip_Pen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Dip_pens_and_penholders.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Felt_Tip.jpg']"
Arc vitamin,Not found on Wikipedia,['Image not found']
Ma,Not found on Wikipedia,['Image not found']
Process,A process is a series or set of activities that interact to produce a result; it may occur once-only or be recurrent or periodic.,['https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']
Greek alphabet,"The Greek alphabet has been used to write the Greek language since the late 9th or early 8th century BCE. It is derived from the earlier Phoenician alphabet, and was the earliest known alphabetic script to have distinct letters for vowels as well as consonants.","['https://upload.wikimedia.org/wikipedia/commons/5/52/Ancient_Greek_epichoric_alphabets.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Dipylon_Inscription.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Ell-AlphabitosUpload.ogg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/En-us-alpha.ogg']"
Granular material,"A granular material is a conglomeration of discrete solid, macroscopic particles characterized by a loss of energy whenever the particles interact (the most common example would be friction when grains collide).","['https://upload.wikimedia.org/wikipedia/commons/d/d3/Granular_jamming.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Granular_matter_examples.PNG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/QuantumPhaseTransition.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Sand_dunes_near_Dakhla_Oasis%2C_Western_Desert%2C_Egypt.jpg']"
Food crisis,Not found on Wikipedia,['Image not found']
Fur society,Not found on Wikipedia,['Image not found']
