entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Water quality,quality,Water,None,facet of,"The quality of water depends on the purposes for which water is to be used.
"
River,natural watercourse,Water,None,instance of,"First of all, we will find out the required quality of water of river, canal, heel, and seas.
"
Water,None,Colorless,quality,has quality,"Colour and Taste: You all know that pure water is colourless and odourless.
"
River,natural watercourse,Lake,landform,mouth of the watercourse,"Natural surface water in rivers, canals and lakes should be colourless and tasteless to sustain aquatic lives.
"
Photosynthesis,biological process,Sunlight,light,has effect,"Turbidity Turbid water could be harmful to aquatic flora and fauna because turbid water hinders the penetration of sunlight resulting in reduced photosynthesis of aquatic plants.
"
Photosynthesis,biological process,Oxygen,chemical element,has effect,"As a result, growth of the aquatic plants is hampered and oxygen produc- tion by photosynthesis decreases as well.
"
Fish,taxon,Aquatic animal,animal,subclass of,"Moreover, in turbid water fish and other aquatic animals suffer from problems related to food collection.
"
Siltation,erosion,Erosion,natural phenomenon,subclass of,"Water becomes turbid for natural reasons like river erosion siltation etc.
"
Turbidity,physical quantity,Human error,error,has cause,"Again manmade reasons also cause turbidity e.g.
"
Sand,natural building material,Sediment,sedimentary material,subclass of,"If these types of substances, especially soil and sand, increase significantly, at a stage, they settle down as sediment at the bottom of the river.
"
Boat,watercraft,Watercraft,vehicle,subclass of,"As a result, navigability decreases resulting in a huge problem for the water vehicles like ships, launches, boats etc.
"
Navigation,skill,Navigation,skill,use,"It happens due to reduced navigibility.
"
Cancer,neoplasm,Radioactive substance,None,has cause,"Presence of Radioactive Substance The presence of radioactive substances in the water of rivers and canals can cause dangerous diseases like cancer in aquatic biota.
"
Radioactive waste,by-product,Water,None,subclass of,"Therefore, river water, should be free from radioactive substances.
"
Microorganism,organism,Biota,landscape,subclass of,"Presence of Waste Surface water must be free from waste materials because waste materials may """"I produce infectious microorganisms and that may cause disaster for aquatic biota.
"
I  Water for Life 41 Dissolved Oxygen,literary work,Oxygen,chemical element,main subject,"~ ""I  Water for Life 41 Dissolved Oxygen As we need oxygen for respiration, aquatic fauna also need oxygen for their respiration.
"
How do they get oxygen,None,Oxygen,chemical element,facet of,"How do they get oxygen?
"
Water,None,Gas,fluid,subclass of,"They get oxygen from water where oxygen is present as a dissolved gas.
"
Respiratory disease,clinical sign,Oxygen,chemical element,afflicts,"If the level of dissolved oxygen in water is reduced, it results in respiratory problem.
"
Aquatic animal,animal,Animal,taxon,subclass of,"In fact, aquatic fauna can't survive without dissolved oxygen.
"
Litre,UCUM derived unit,Dissolved oxygen,None,measured physical quantity,"It is to be noted that the minimum level of dissolved oxygen required for sustaining life in water bodies is 5 mg/litre.
"
Temperature,scalar quantity,Water quality,quality,facet of,"Temperature Temperature is an important water quality parameter.
"
Water,None,Oxygen,chemical element,has parts of the class,"The increase of temperature in water results in reduced amount of dissolved oxygen in one hand, on the other hand, starting from hatching, many physiological processes of aquatic animals fall into trouble.
"
PH,chemical quantity,Acid,None,facet of,"pH pH is a parameter with which we can easily evaluate whether a water sample is neutral, acidic or alkaline.
"
PH,chemical quantity,Neutral water,None,facet of,"For neutral water, pH is 7.
"
Acidic pH,pH,Alkaline pH,pH,opposite of,"If water is acidic pH becomes lower than 7 and if it is alkaline, pH becomes more than 7.
"
PH,chemical quantity,Acid,None,facet of,"The higher the amount of acid in water, the lower the pH is, while the higher the amount of alkali, the higher the pH.
"
PH,chemical quantity,Water quality,quality,facet of,"pH is a very important water quality parameter.
"
Alkaline water,nan,Water,None,subclass of,"Usually surface water is alkaline.
"
PH,chemical quantity,Biota,landscape,facet of,"It is found from research that a pH range of 6-8 is suitable for sustaining aquatic biota.
"
PH,chemical quantity,Physics,academic discipline,facet of,"If pH value alters significantly, it results in huge damage to aquatic lives.
"
Fish egg,food,Fish,taxon,part of,"Fish eggs and newly hatched fishes are very sensitive to pH.
"
PH,chemical quantity,Acid,None,facet of,"Highly acidic condition of water i.e., very low pH of water extracts important elements like calcium leading to deformation of aquatic biota.
"
Salinity,physical property,Fish,taxon,facet of,"Salinity Do you know why our national fish hilsha moves to fresh water during spawn- ing?
"
Fresh water,liquid,Saline water,aqueous solution,opposite of,"Although hilsha is a sea fish, it moves to fresh water for spawning because sea water is saline i.e., it contains huge amount of salt which sterilizes fish eggs.
"
Fish egg,food ingredient,Fish,taxon,part of,"As a result, those fish eggs cannot produce young fish.
"
Spawing,natural process,Natural process,process,instance of,"So, it is a natural process that hilsha fish migrates to rivers at the time of spawing.
"
Species,rank,Fish,taxon,part of,"But it is not applicable to all specees of fish.
"
Salinity,physical property,Water,None,facet of,"There are some aquatic fauna including certain species of fish which can spawn in water of high salinity.
"
Forma-6,educational year,Year Nine,educational year,part of,"Forma-6, Science, Class 9-10  42 Science 2.3 Recycling of Water and Role of Water in Conservation of Environment It is known to us that approximately 75% of the earth surface is covered with water, most of the water ( about 97%) is saline and that is why they can not be utilized directly for different purposes.
"
Fresh water,liquid,Lake,landform,opposite of,"Only 1 % of water resources we have is fresh and the major portion of it is available in rivers, lakes etc.
"
Pollution,environmental issue,Pollution,environmental issue,subclass of,"and it is being polluted (the pollution of fresh water will be discussed later in detail in this chapter).
"
Arsenic,None,Chemical substance,group or class of chemical substances,instance of,"Even ground water being used for various purposes including drinking, is getting contaminated by toxic chemical substances like arsenic, and becoming unsuitable for drinking and cooking.
"
Potable water,nan,Water,None,subclass of,"Therefore, it clearly indicates that although we have a lot of water resources, the amount of potable and usable water is very limited.
"
Reuse of water,None,Water,None,facet of,"Hence, we need to be very careful in using water and we have to think about the reuse of water indeed.
"
Recycling,economic activity,Water,None,uses,"Do you think that water is being recycled naturally?
"
Rain,precipitation,Water cycle,biogeochemical cycle,part of,"You have learnt previously from water cycle in class VII that water from surfaces evaporates at day time with the help of sunlight and enters into the atmosphere as vapour which goes upwards and at a stage condense into cloud and finally comes back as rain water.
"
Cloud,natural phenomenon,Vapour,liquid,opposite of,"A major part of the rain water flows as surface runoff and falls into waterbodies from where it is converted into vapour, condensed to cloud and precipitated as rain water.
"
Desert,landscape,Desert,landscape,subclass of,"This recycling of water is very important because disruption of this recycling of water could lead to droughts or floods which in tum decrease the food production, and eventually long term droughts might tum the whole earth into a desert.
"
Precipitation,precipitation,Recycling of water,recycling,subclass of,"Precipitation is a kind of natural recycling of water.
"
Wastewater treatment,engineering process,Wastewater,nan,facet of,"Ifwe collect wastewater after use and reuse it after treatment, the whole process will be a kind of recycle of water as well.
"
Water for Life 43,literary work,Sustainable environment,environment,main subject,"Water for Life 43 Role of Water in Conservation of Nature As all the components and process of the environment depend on water directly or indirectly, so water is essential for a sustainable environment.
"
Plant,taxon,Food,disposable product,this taxon is source of,"If there is no water, plant will not grow, there will be no food production.
"
Exis-tence,None,Earth,inner planet,part of,"In short, our exis- tence along with the whole environment will be destroyed with out water.
"
Necessity of Quality Water,None,Water,None,facet of,"Necessity of Quality Water: What do we do at first after getting up from the bed in the morning?
"
Face,anatomical structure,Hand,cardinal body part,followed by,"We wash our hands and face.
"
Can we do these works without water,None,Water,None,facet of,"Can we do these works without water?
"
Impossible,nan,Impossible,nan,said to be the same as,"No, it is impossible.
"
Water,None,Life,phenomenon,part of,"Whatever we do in our daily life, we need to use water.
"
Public bathing,building,Water,None,uses,"Starting from taking bath to cooking food, we need water.
"
Puerto Rico,political territorial entity,"San Juan County, Puerto Rico",county of Puerto Rico,contains administrative territorial entity,"If this water is not of good quality, we have to face a lot of troubles.
"
Saline water,aqueous solution,Water,None,subclass of,"For example, if the water is saline or has bad odour, we cannot drink it.
"
Saline,aqueous solution,Water,None,subclass of,"Surface water in several districts in south western part of Bangladesh has become saline and that is why residents in those areas have been suffering from severe lack of fresh water.
"
Drinking water,drink,Water,None,subclass of,"They can't utilize surface water for drinking and other purposes.
"
Rainwater,precipitation,Purification,cleaning,use,"So, they have to collect rainwater, and use it after purification.
"
Drinking water,drinking water,Public health,profession,facet of,"Moreover, if the drinking water is not of good quality, particularly if it contains disease causing germs, it may lead to severe public health problem.
"
Agriculture,academic discipline,Secondary sector of the economy,economic activity,part of,"Do you think that we can use sea water in industry or agriculture?
"
Boiler,machine,Machine,device,subclass of,"No, we can't because high salinity of sea water corrodes the equipments such as boiler used in industry.
"
Irrigation,engineering process,Agriculture,academic discipline,use,"Similarly, most of our crops cannot grow in saline water i.e., saline water is not suitable for irrigation in agriculture.
"
Water industry,industry,Agriculture,academic discipline,part of,"After all, we can say that starting from industrial use to agriculture and in our daily works, supply of good quality water is very essential.
"
Health problem,nan,Economy,social system,different from,"Otherwise it may cause health problem in one hand, and it may hamper us economically on the other.
"
Surface water,nan,Water,None,subclass of,"2.4 Purification of Water Surface water may contain harmful substances including toxic chemicals and pathogenic microorganisms.
"
Water purification,cleaning,Water,None,facet of,"So whatever the sources, water must be purified before use.
"
Arsenic,None,Chemical substance,group or class of chemical substances,instance of,"Ground water is normally germ free but we all know about the pres- ence of harmful chemicals like arsenic in this water.
"
Purification of water,None,Water,None,facet of,"44 Science Methods of purification of water depend on the purpose of using water.
"
Drinking water,drink,Irrigation,engineering process,different from,"As usual, although very pure water is required for drinking, such pure water is not required for irrigation.
"
Chlorination,cleaning process,Water purification,cleaning,subclass of,"The methods that are involved in water purification usually are filtration, chlorination, boiling, distillation etc.
"
Filtration,engineering process,Filtration,engineering process,subclass of,"They are discussed below: Filtration You have learnt about filtration in class VI.
"
Filtration,engineering process,Filtration,engineering process,subclass of,"What is filtration?
"
Filtration,separation process,Separation process,method,subclass of,"Filtration is a process to separate solid substances from a mixture of solid and liquid substances.
"
Waste,material,Material,product,subclass of,"Usually water contains insoluble dust or soil particles or waste materials which are removed by filtration.
"
Sand,natural building material,Solid,matter,subclass of,"For that, water is passed through a layer of sand which traps the solid particles present in water.
"
Woven fabric,textile,Textile,product,subclass of,"In addition to sand, finely woven cloths can be used for this purpose.
"
Modem,electronic machine,Electronic machine,device,subclass of,"The modem filters used in residences are made of quality materials.
"
Chlorination disease,infectious disease,Disinfectant,class of chemical substances by use,has effect,"Chlorination Disease causing microorganisms in water are killed by disinfectants.
"
Disinfectant,class of chemical substances by use,Water purification,cleaning,use,"Different types of disinfectants are used for purification of water.
"
Chlorine,chemical element,Chemical element,second-order class,instance of,"One of them is chlorine gas (Cl2).
"
Bleaching powder,food additive,Chlorine,chemical element,made from material,"Bleaching powder [Ca(OCl)Cl] and other chlorine containing compounds are also used for this.
"
Sodium hypochlorite,None,Hypochlorite,nan,instance of,"It is basically sodium hypochlorite (NaOCl).
"
Chlorine,None,Chlorine,None,subject has role,"Chlorine present in it kills the germs present in water.
"
Ozone,nan,Ultraviolet,electromagnetic wave,facet of,"Other than chlorine, germs can also be destroyed by ozone gas (03) or ultraviolet radiation.
"
Bottled water,drinking water,Water,None,subclass of,"In the bottled water factories, water is disinfected by these methods.
"
Boiling Boiling,None,Water,None,facet of,"Boiling Boiling of water is known to all of us.
"
Boiling,temperature,Water,None,subclass of,"Is it possible to kill germs in water by boiling?
"
"Yes, it is possible",nan,Possible,occurrence,instance of,"Yes, it is possible.
"
Boiling,cooking method,Water,None,uses,"Boiling of water can kill germs present in water.
"
Boiling,cooking method,Water,None,uses,"Do you know how long the water should be boiled to kill germs in water completely?
"
Boiling water,water,Water,None,subclass of,"After starting the boiling, heating for additional 15-20 minutes can disinfect water completely.
"
Drinking water,drink,Water,None,subclass of,"It is a simple and economical process for purifying drinking water at home.
"
Water for Life 45 Distillation,literary work,Distillation,chemical process,main subject,"Water for Life 45 Distillation You have learnt about distillation in class VI.
"
Distillation,chemical process,Water purification,cleaning,subclass of,"When very pure water is needed, water is purified by distillation method.
"
Chemical reaction,chemical process,Water,None,uses,"For example, to manufacture medicine or to carry out chemical reactions, 100% pure water is needed.
"
Vapor,nan,Water,None,subclass of,"In this method, basically water taken in a container is heated to vapour which is condensed and collected in another container.
"
Water,None,Chemical substance,group or class of chemical substances,instance of,"The possibility of having other substances in water purified by this method is very low.
"
Pollution of Water Sources in Bangladesh,pollution,Pollution,environmental issue,instance of,"2.5 Reasons for Pollution of Water Sources in Bangladesh Water of all sources is being polluted all over the world including Bangladesh.
"
Why I Am Writing This Book,literary work,Thomas Carlyle,human,author,"Let us see the reasons behind this.
"
Toilet,facility,Waste water,nan,subclass of,"Do you know what happens to waste water including that obtained after taking bath or obtained from toilet?
"
Sewage pipe,pipe,Drainage,nan,use,"A major part of domestic waste water falls into the rivers or lakes through sewerage pipes or drainage and pollute water severely.
"
Pathogen,disease causative agent,Waste water,nan,has effect,"Starting from pathogens, different types of chemicals are present in the waste water.
"
Pollution,environmental issue,Water,None,has parts of the class,"As a result, water is polluted.
"
Solid waste,waste,Waste,material,subclass of,"What do we do with the solid waste generated in our homes?
"
Dust bin,architectural structure,Erosion,physical process,use,"We usually discharge them either in dust bin or in open places .
"
Biodegradation,None,Waste,material,facet of,"After discharging, waste materials undergo biodegradation in 1-2 days.
"
Pollution,environmental issue,Pollution,environmental issue,has cause,"Upon rainfall, biodegraded waste which is full of pathogenic microorganisms and different types of harmful chemicals gets mixed with rainwater and pollutes water in rivers, canals, heels or lakes.
"
Organic fertilizer,fertilizer,Fertilizer,chemical substance,subclass of,"You all know that, chemical fertilizers, organic fertilizers and pesticides are used in cultivation to increase soil fertility.
"
Pollution,environmental issue,Water,None,subclass of,"Does it cause any water pollution?
"
Flood,natural disaster,Rain,precipitation,has cause,"Either by surface runoff from precipitation or flood water, the above mentioned harmful substances are carried to the waterbodies and contaminate water.
"
Pollution of water,environmental issue,Pollution,environmental issue,subclass of,"Do the industries pollute water?
"
Pollution of water sources,environmental issue,Waste,material,has cause,"Yes, one of the main reasons for pollution of water sources is discharge of industrial waste into water.
"
Buriganga River,river,River,natural watercourse,instance of,"If you visit the river Buriganga, you will see that its water is black and has intolerable odour.
"
Leather,clothing material,46 Science,technique,fabrication method,"The reason behind this is industrial development on the bank of the river particularly  46 Science the development of leather industries.
"
Industrial waste,waste,Waste,material,subclass of,"Industrial wastes are directly discharged into the Buriganga without any treatment polluting the river water severely.
"
Buriganga River,river,River,natural watercourse,instance of,"Reports are published on pollution of water in Buriganga River both m newspa- pers and television.
"
Dyeing,textile process,Textile,product,subclass of,"Like the Buriganga, most of the river water is being polluted by thousands of industries including textile industries, dyeing industries, dye manufacturing industries, fertilizer industries, paper industries etc.
"
Water,None,Sea,geographic location,part of,"Moreover, water of rivers and seas is also being polluted due to discharging human excreta and petroleum oil like materials from boats, launches, steamer or ships.
"
Pollution,environmental issue,Erosion,natural phenomenon,has cause,"Dust, soil particles or other substances mix with water and pollute it by river bank erosion, storm etc.
"
Acid,None,Chemical substance,group or class of chemical substances,subclass of,"Waste water discharged from chemical laboratories contain- ing toxic chemicals like acids, alkalies etc.
"
Pollution,environmental issue,Water,None,uses,"are also polluting water at different sources.
"
Arsenic,None,Chemical substance,group or class of chemical substances,instance of,"Contamination of groundwater by chemicals like arsenic is known to all ofus.
"
River,natural watercourse,Water,None,subclass of,"2.5.1 Effects of Water Pollution on Plants, Animals and Human Beings Pollution of water from different sources like rivers, lakes and underground may pose harmful effects and sometimes that may cause disasters.
"
Cholera,infectious disease,Dysentery,syndrome,symptoms,"The harmful effects are discussed below: Do you know that typhoid, cholera, dysentery, infectious hepatitis B- all these are water-borne diseases?
"
Epidemic,disease outbreak,Disease outbreak,occurrence,subclass of,"Yes, all these deadly diseases and many others spread through water and even may become epidemic.
"
Pathogen,disease causative agent,Disease,health problem,has effect,"The pathogens of these diseases enter into water in many ways ( excreta and degraded waste are the potential sources in this regard).
"
Food,disposable product,Cooking,food preparation,use,"Upon taking bath in that water, drinking that water, cooking or washing food are coming contact with that water, those pathogens are transmitted to human beings or other animals.
"
Sugar,food,Food,disposable product,subclass of,"There are some chemical substances like cow dung, plant residue, food items such as sugar, glucose etc.
"
Water,None,Oxygen,chemical element,has parts of the class,"react with dissolved oxygen in water.
"
Effects of this reaction,None,Effects of this reaction,None,facet of,"What will be the effects of this reaction?
"
Water,None,Oxygen,chemical element,has parts of the class,"As a result of this reaction, the dissolved oxygen level in water decreases and even it could be decreased to zero if the amount of aforementioned substances is very high.
"
Fish,taxon,Aquatic animal,animal,subclass of,"In that case, aquatic fauna including fish will die due to lack of oxygen.
"
Wat« for Life 47,human,Human,organisms known by a particular common name,instance of,"If this condition prevails for  Wat« for Life 47 a long time, at a stage living beingg in the water bodies will not be able to sul'Vive there.
"
Ohio,state of the United States,Lake Erie,lake,located in or next to body of water,"Lake Erie in Ohio State in the USA was declared dead in 1%0's.
"
Lake Eric,lake,Phosphate,chemical element,made from material,"The reason behind this was discharge of waste water enriched with phosphate from detergent industries developed on the bank of Lake Eric.
"
Algae bloom,algae,Nitrogen,chemical element,has cause,"Increase ofphosphau: and nitrogen in water results in algae bloom.
"
Die,biological process,Algae,organisms known by a particular common name,part of,"When the algae die.
"
Oxygen starvation,chemical warfare,Dissolved oxygen,None,has cause,"they undergo biodcgxadation and consume dissolved oxygen resulting in oxygen starvation in water.
"
Italy,sovereign state,Rome,comune of Italy,capital,"In this situation.
"
Brie language,language,Lakt languages,language family,subclass of,"waterbodies cannot sustain life and beoomes dead lilre Lakt; Brie.
"
Watemody,wastewater,Wastewater,nan,subclass of,"After that incident, the US government formulated law to stop waste water dischmge into watemodies without treatment.
"
Lake Erie,lake,Phosphorus,chemical element,made from material,"The detergent industries then started discharging waste water after removal of phosphorus by ~ and Lake Erie sprung back to life after 10 years.
"
Now,time interval,Time interval,time interval,instance of,"Now.
"
Buriganga River,river,Lake Erie,lake,mouth of the watercourse,"the pollution level in the River Buriganga i!I siroihrr to Lake Erie and fish is rarely found there.
"
B'1Jri8aoga,goddess,Goddess,deity,instance of,"Not only the B'1Jri8aoga.
"
Pollution,environmental issue,Waste management,industry,has cause,"many of our rivers have been pollured by industrial wastes severely and if proper steps are not taken immediately, the rivers will be dead like Lake Erie.
"
Waste,material,Material,product,subclass of,"This ma.y n:sult in significant cn\'lro111llcntal degradation.Waste materials, algae etc.
"
Swimming,intentional human action,Water,None,uses,"not only n:sult in oxygen depletion but also cause bad odour in water and therefore lead to disruption of Fig. 2.03 ~reational wage ofwaterbodies like swimming.
"
Fishing,activity,Fishing,activity,instance of,"fishing.
"
Cruise ship,ship type,River,natural watercourse,subclass of,"river cruise etc.
"
Acid,None,Inorganic compound,None,subclass of,"It is known to you that inorganic substances (such as acids, alkalies, salt) are also harmful to aquatic biota.
"
Lead,chemical element,Brain damage,cause of death,has effect,"Lead (Pb): Dizziness, eye irritation, anaemia, kidney damage and at a high dose, brain damage.
"
Arsenic,None,Arsenicosis,disease,has effect,"Arsenic: Arsenicosis, Cancer in skin and lungs, gastrointestinal disease.
"
Inorganic fertilizer,fertilizer,Fertilizer,chemical substance,subclass of,"The use of inorganic fertilizer (Nitrate and phosphate) in agricultural field causes serious water pollution.
"
Radon,chemical element,Uranium,chemical element,subclass of,"Contamination of water by radioactive substances like uranium, thorium, cesium, radon etc.
"
Cancer,neoplasm,Radioactive decay,branch of physics,has cause,"is threatening to aquatic biota as well as human beings because radioactive substances cause different types of cancer and respiratory diseases in humans, plants, and animals.
"
Radioactive decay,branch of physics,Water,None,has effect,"Can you tell how the radioactive substances enter into water?
"
Fukushima Daiichi nuclear disaster,nuclear disaster,Fukushima Daiichi Nuclear Power Plant,nuclear power station,location,"The best example of this is the nuclear accident happened recently in Fukushima city (11 March, 2011) from nuclear power plant.
"
Tsunami,natural disaster,Radioactive decay,branch of physics,has effect,"In that accident, due to Tsunami, huge amount of radioactive substances were released to the surroundings.
"
Water,None,Food,disposable product,part of,"As a result huge radioactivity was found in many things starting from water to food items.
"
Turbid water,nan,Water,None,subclass of,"In addition, presence of insoluble matters in water makes water turbid and the corresponding effects have already been discussed.
"
Effects of Global Warming on Fresh Water,None,Global warming,climate change,facet of,"2.6 Global Warming 2.6.1 Effects of Global Warming on Fresh Water Global warming means the increase in atmospheric temperature.
"
Water,None,Atmosphere,gas,part of,"If the atmospheric temperature increases, temperature of surface water will increase too.
"
Atmospheric temperature,temperature,Atmospheric temperature,temperature,opposite of,"About 100 years ago, the atmospheric temperature was approximately 1 °C less compared to present atmospheric temperature.
"
Polar regions of Earth,climate zone,Climate zone,geographic region,instance of,"You may think that 1 °C increase in 100 years is not that significant, but it is a very crucial issue and very significant because a slight increase in temperature results in melting of ice reserves in the world including that in the polar region.
"
Sea,geographic location,Ocean,body of water,part of,"The water produced thereof ultimately falls into the seas or oceans resulting in rise of sea or ocean level.
"
Submerged,land waters,Water,None,subclass of,"Therefore, the low lying countries will be submerged in water.
"
Bangladesh,sovereign state,Country,nan,instance of,"Bangladesh is such a low-lying country.
"
Water,None,Ground water,land waters,part of,"Water for Lile 49 Salillity If the sea level rises, marine saline water will mix with tho water of rivers, canals, ponds and ground water.
"
Saline water,aqueous solution,Fresh water,liquid,subclass of,"Hence all the sources of fresh water will be saline.
"
Saline water,aqueous solution,Fresh water,liquid,subclass of,"What will be the difficulties if fresh water aourees become saline?
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,"At first,.
"
Aquatic animal,animal,Biota,land animal,subclass of,"fresh water aquatic biota will be in Crouble and at a stage they will be extinct.
"
Dissolved oxygen,nan,Temperature,scalar quantity,facet of,"It is due to the fact that with the increase in temperature, dissolved oxygen decreases.
"
Salinity,physical property,Water,None,facet of,"Moreover, increase in salinity in water also results in decrease of dissolved oxygen i.e.
"
Salinity,physical property,Water,None,facet of,"due to increase in both temperature and salinity of water, the amount of dissolved oxygen will decrease significantly.
"
Aquatic animal,animal,Animal,taxon,subclass of,"AB a :n:sult, aquatic fauna will not survive.
"
Aquatic water,saline water,Saline water,aqueous solution,subclass of,"A major part of aquatic plants can not grow and survive in saline water and that will lead to loss of aquaHc biodiversity.
"
Precipitation Due to global warming,precipitation,Precipitation,nan,subclass of,"Precipitation Due to global warming precipitation and its pattern.
"
Maycbang,musical group,India,sovereign state,country of origin,"may cbang,,.
"
Temperate climate,category in the Köppen climate classification system,Temperate climate,category in the Köppen climate classification system,opposite of,"Computer modeling shows that in some regions there will be excessive precipitation whereas in some other regions, particularly in temperate region.
"
Australia,sovereign state,New South Wales,state of Australia,contains administrative territorial entity,"......
"
Drought,condition,Desert,landscape,has effect,"Fig : 2.04 there will be reduced precipitation that may create droughts, even a huge area may Tum into desert Change in precipitation will alter the flow and amount of water in watz:rbodics which may cause disam:rs.
"
Winter,recurring event,Precipitation,nan,subclass of,"Computer modeling also shows that in some region the precipitation in winter will increase significantly which may cause devastating 1mtirnely flood.
"
The Effect of Global Warming in Bangladesh,None,Global warming in Bangladesh,None,facet of,"2.6.2 The Effect of Global Warming in Bangladesh The effect of global warming in Bangladesh is visible bec~mse in recent years ~nmmer is becoming hotter gradually even sometimes the temperature reaches as hi.ah as 47°C which did not happen before.
"
Summer,recurring event,Winter,recurring event,opposite of,"Data on temperature record show that relatively higher temperatute is observed both in summer and winter indicating that the effect of global warming in BangladP.Sh is obvious.
"
Forma-7,computer model,IEo0e,computer model,followed by,"Forma-7, ~ieo0e.
"
Bangladesh,sovereign state,Commonwealth of Nations,intergovernmental organization,member of,"C1a.sa 9-10  so What would be Che effects of global warming on fresh water of Bangladesh?
"
Global warming,climate change,Sea level rise,increase,has effect,"You know that due to global watming ice reserves will melt and sea level will rise.
"
Bay of Bengal,bay,Bangladesh,sovereign state,basin country,"This effect will be intensified in Bangladesh because it is e~timated that due to rise in water level in the Bay of Bengal, one--third of our country will be submerged in water.
"
Saline water,aqueous solution,Fresh water,liquid,opposite of,"The saline water will intrude into fresh water and basic.ally there will be a scarcity of fresh water.
"
Bangladesh,sovereign state,Satkhira District,District of Bangladesh,contains administrative territorial entity,"In southwestern part of Bangladesh including Satkhira District, saline water needed for shrimp cultivation is carried by drainage system into the main land.Ma result underground water along with other fresh water sources 1w become saline.
"
Drinking water,drink,Water,None,subclass of,"Hence, there is scarcity of water to be used for drinking and other purposes.
"
Rain,precipitation,Fresh water,liquid,subclass of,"In those areas right now only source of fresh water is rain water.
"
Rain,precipitation,Fresh water,liquid,subclass of,"Fresh water scarcity is so severe that residents of 10-15 villages are sharing the rain water collected in a single pond.
"
India,sovereign state,West Bengal,state of India,contains administrative territorial entity,"From a study, it is seen that housewives had to travel 7-8 kilometers for hnnging the collected rain water.
"
Sea level rise,increase,Global warming,climate change,has cause,"Due to sea level rise for increasing global wanning, the whole Bangladesh may suffer from this kind of water scarcity.
"
India,sovereign state,Maldives,sovereign state,shares border with,"A significant part of Maldives and India have already been submerged in water due to global wanning and a substantial part of the total population of those countries has already become climate refugees.
"
Rain,precipitation,Precipitation,nan,subclass of,"Bangladesh is a land of rivers and due to global wanning change in precipitation pattern may affect the water fl.ow both in terms of amount and flow direction and cause severe problems.
"
Water for Life 51,video game,Video game,electronic game,instance of,"Ff::2.05  Water for Life 51 2.
"
Pollution,environmental issue,Water,None,facet of,"7 Strategy for Preventing Water Pollution and Responsibility of the Citizens We have already known how water is being polluted.
"
Prevent water pollution,None,Water pollution,environmental pollution,facet of,"The most important aspect of strategy to prevent water pollution is to find out the reasons for water pollution and to take necessary measures accordingly.
"
Protection of wetlands,environmental protection,Wetland,body of water,facet of,"Now let us see what strategies can be adapted to prevent water pollution: Protection of Wetlands Recently in our country, wetlands are being filled to build homes, residential apartments, shopping malls etc.
"
Wetland,body of water,Water,None,subclass of,"Do you know that wetlands play very important roles in addition to holding water?
"
Rain,precipitation,Water,None,subclass of,"Wetlands hold water and control flood in one hand, on the other hand, they absorb harmful substances from water and infiltrate pure water both to earth's crust and rivers.
"
Wetland,body of water,Water,None,subclass of,"Moreover, wetlands help wild animals by providing water.
"
Habitat,territorial entity,Wildlife,wild animal,part of,"Forests also help in infiltrating groundwater and work as a habitat for wildlife.
"
Wetland,body of water,Wetland,body of water,subclass of,"Destruction of wetlands and forests results in increased water pollution.
"
Wetland,body of water,Wetland,body of water,subclass of,"If steps are taken to protect wetlands and forests, it will be helpful in reducing water pollution.
"
Civil society,society,Civil society,society,has parts of the class,"In this regard, civil society can play very important roles.
"
Wetland,body of water,Wetland,body of water,subclass of,"Students of schools, colleges and universities in our country are working for creating public awareness by planting trees, cleaning wetlands, lakes and sea beach to prevent water pollution.
"
Runoff,water runoff,Water pollution,environmental pollution,subclass of,"Utilization of Rain Water In municipal areas, one of the major reasons for water pollution is surface runoff from rainwater.
"
Road,thoroughfare,Concrete,composite material,made from material,"In these areas, most of the places including roads are made of concrete.
"
Pollution,environmental issue,Wetland,body of water,has cause,"So rain water cannot infiltrate to earth's crust and converted into surface runoff which carries all wastes and toxic substances through sewerage system and finally discharges into rivers, lakes or wetlands and pollutes water there.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"How can this pollution be stopped?
"
Roof,nan,Rain,precipitation,made from material,"Is it possible to collect rain water on the roof top?
"
Toilet,facility,Washingroom,room,different from,"In fact, we can use that collected rain water for gardening or for watering flower tubs, even we can wash cloths or use toilets or washrooms with that water.
"
Water pollution,environmental pollution,Water supply,architectural structure,facet of,"These kinds of practices reduce water pollution as well as lessen the pressure on water supply.
"
Dhaka,city,City,human settlement,instance of,"Many of you know that in Dhaka city, severe scarcity  Sl of water prevails in many areas in summer.
"
India,sovereign state,West Bengal,state of India,contains administrative territorial entity,"Even in some residential areas, it is seen that there is no aupply of water for 3-4 days.
"
Water supply management,management,Water supply,architectural structure,facet of,"In that case, utilization oftain- water will play a positive role in the management of water supply.
"
Canada,sovereign state,Ontario,province of Canada,contains administrative territorial entity,"Government.
"
Local government,organization,Civil society,society,part of,"municipal authority and civil society may play potential roles in this regard.
"
Pollution,environmental issue,Surliwe runoff, runoff,has cause,"What can be done to reduce pollution by surliwe runoff in other places except residences?
"
Concrete,composite material,Plastic,chemical substance,made from material,"Instead of using concrete we can use porous matl::rials through which wBter can infiltrate to and sccwnula1e in earth's crust.
"
