Entity,Definition,Images
Textile,"Textile is an umbrella term that includes various fiber-based materials, including fibers, yarns, filaments, threads, different fabric types, etc.","['https://upload.wikimedia.org/wikipedia/commons/6/6a/1963_Zepel_advertisement.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/49-QWSTION-BANANATEX-FABRIC.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/BALLS_OF_COTTON_%28ANDHRA_-SOUTH_INDIA%29_READY_FOR_HARVEST.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Banton_Burial_Cloth.JPG']"
Weaving,Weaving is a method of textile production  in which two distinct sets of yarns or threads are interlaced at right angles to form a fabric or cloth.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Andean_Weaving_Museum_of_Anthropology_UBC_Vancouver.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Batik_Indonesia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Clothing,"Clothing (also known as clothes, garments, dress, apparel, or attire) is any item worn on the body.","['https://upload.wikimedia.org/wikipedia/commons/9/92/3rd_Duke_of_Fife_in_Kilt._Allan_Warren.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Clerical_clothing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Clothes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Clothing_salvage_centre_at_the_General_Engineering_Company_%28Canada%29_munitions_factory_%28I0004928%29.tif']"
Basket,"A basket is a container that is traditionally constructed from stiff fibers and can be made from a range of materials, including wood splints, runners, and cane.","['https://upload.wikimedia.org/wikipedia/commons/b/b5/BMVB_Cistell_1388.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Baskets_-_Danforth_Museum_-_Framingham%2C_MA_-_DSC00267.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Baskets_for_sale_%282902069972%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Baskets_four_styles.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Baskets_in_Haikou_03.jpg']"
Vine,"A vine (Latin vīnea ""grapevine"", ""vineyard"", from vīnum ""wine"") is any plant with a growth habit of trailing or scandent (that is, climbing) stems, lianas or runners.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Betel_20020400_3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Bigvine.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Brunnichia_ovata.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Natural fiber,"Natural fibers or natural fibres (see spelling differences) are fibers that are produced by geological processes, or from the bodies of plants or animals.","['https://upload.wikimedia.org/wikipedia/commons/8/8f/19th_century_knowledge_weaving_flax_hemp_jute_manila_sisal_vegetable_fibers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/20-QWSTION-BANANATEX-FIBERS-2-LAUSCHSICHT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/2021_Sagano_Bamboo_forest_in_Arashiyama%2C_Kyoto%2C_Japan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Alpha_Keratin_Basic_Structure.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Chitin.svg']"
Egypt,"Egypt (Arabic: مصر Miṣr [mesˁr], Egyptian Arabic pronunciation: [mɑsˤr]), officially the Arab Republic of Egypt, is a transcontinental country spanning the northeast corner of Africa and southwest corner of Asia via a land bridge formed by the Sinai Peninsula.","['https://upload.wikimedia.org/wikipedia/commons/d/df/1stAlameinBritDefense.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/3-D_Building_on_Google_Map_-_panoramio.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Abdel_Fattah_el-Sisi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Alaa_Abd_El-Fatah_speaking_to_aljazeera.jpg']"
Textile,"Textile is an umbrella term that includes various fiber-based materials, including fibers, yarns, filaments, threads, different fabric types, etc.","['https://upload.wikimedia.org/wikipedia/commons/6/6a/1963_Zepel_advertisement.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/49-QWSTION-BANANATEX-FABRIC.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/BALLS_OF_COTTON_%28ANDHRA_-SOUTH_INDIA%29_READY_FOR_HARVEST.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Banton_Burial_Cloth.JPG']"
Stitch (textile arts),"In the textile arts, a stitch  is a single turn or loop of thread, or yarn.","['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Emojione_1F458.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Fig._3._Position_of_the_hands_without_cushion.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']"
Clothing,"Clothing (also known as clothes, garments, dress, apparel, or attire) is any item worn on the body.","['https://upload.wikimedia.org/wikipedia/commons/9/92/3rd_Duke_of_Fife_in_Kilt._Allan_Warren.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Clerical_clothing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Clothes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Clothing_salvage_centre_at_the_General_Engineering_Company_%28Canada%29_munitions_factory_%28I0004928%29.tif']"
Saree,Not found on Wikipedia,[]
Nylon wool,Not found on Wikipedia,[]
True,"True most commonly refers to truth, the state of being in congruence with fact or reality.","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Spinning,Not found on Wikipedia,[]
Coconut,The coconut tree (Cocos nucifera) is a member of the palm tree family (Arecaceae) and the only living species of the genus Cocos.,"['https://upload.wikimedia.org/wikipedia/commons/7/7a/1859-Martinique.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/9850Foods_Fruits_Baliuag_Bulacan_Philippines_18.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/A_worship_at_the_shrine_of_the_Holy_Infant_Jesus_of_Prague%2C_Davao_City%2C_Philippines.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Al_hafa_corniche.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Bahalina-coconut-wine-1471976.jpg']"
Weaving,Weaving is a method of textile production  in which two distinct sets of yarns or threads are interlaced at right angles to form a fabric or cloth.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Andean_Weaving_Museum_of_Anthropology_UBC_Vancouver.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Batik_Indonesia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Polyester,Polyester is a category of polymers that contain the ester functional group in every repeat unit of their main chain.,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Batik_Indonesia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Definition_polyester_ester_group.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Drop_of_water_on_water-resistant_textile_%28100%25_polyester%29.jpg']"
Coconut,The coconut tree (Cocos nucifera) is a member of the palm tree family (Arecaceae) and the only living species of the genus Cocos.,"['https://upload.wikimedia.org/wikipedia/commons/7/7a/1859-Martinique.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/9850Foods_Fruits_Baliuag_Bulacan_Philippines_18.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/A_worship_at_the_shrine_of_the_Holy_Infant_Jesus_of_Prague%2C_Davao_City%2C_Philippines.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Al_hafa_corniche.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Bahalina-coconut-wine-1471976.jpg']"
Powerloom,Not found on Wikipedia,[]
Fiber,Fiber or fibre (from Latin: fibra) is a natural or artificial substance that is significantly longer than it is wide.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Emojione_1F458.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Fibreoptic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Kapok_seeds_I_IMG_8004.jpg']"
Bur ning paper,Not found on Wikipedia,[]
Paper,"Paper is a thin sheet material produced by mechanically or chemically processing cellulose fibres derived from wood, rags, grasses or other vegetable sources in water, draining the water through fine mesh leaving the fibre evenly distributed on the surface, followed by pressing and drying.","['https://upload.wikimedia.org/wikipedia/commons/7/7b/20221129_low_quality_paper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Book_suffering_from_slow_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Chinese_hemp_paper_western_han.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Coloured%2C_textured_craft_card.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Kabir,Kabir (1398–1518): 14–15  was a 15th-century Indian mystic poet and saint.,"['https://upload.wikimedia.org/wikipedia/commons/3/30/1_Om.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Aum_Om_red.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Kabir-stamp-370x630.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Kabir004.jpg']"
Tong (yarn),Not found on Wikipedia,[]
Bur ning,Not found on Wikipedia,[]
Yar n,Not found on Wikipedia,[]
Charred meat,Not found on Wikipedia,[]
Yarn,"Yarn is a long continuous length of interlocked fibres, used in sewing, crocheting, knitting, weaving, embroidery, ropemaking, and the production of textiles.","['https://upload.wikimedia.org/wikipedia/commons/c/c9/40-QWSTION-BANANATEX-WARPING-LAUSCHSICHT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Caraz_Market_Lana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Cloth_Pencil_Box.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Burning (hair style),Not found on Wikipedia,[]
Combustion,"Combustion, or burning, is a high-temperature exothermic redox chemical reaction between a fuel (the reductant) and an oxidant, usually atmospheric oxygen, that produces oxidized, often gaseous products, in a mixture termed as smoke.","['https://upload.wikimedia.org/wikipedia/commons/5/59/15._%D0%9E%D1%81%D0%BB%D0%BE%D0%B1%D0%BE%D0%B4%D1%83%D0%B2%D0%B0%D1%9A%D0%B5_%D0%BD%D0%B0_%D0%B3%D0%BE%D0%BB%D0%B5%D0%BC%D0%BE_%D0%BA%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE_%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%98%D0%B0_%D0%BF%D1%80%D0%B8_%D1%81%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D1%83%D0%B0%D1%9A%D0%B5_%D0%B5%D1%82%D0%B0%D0%BD%D0%BE%D0%BB.webm', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Combustion_reaction_of_methane.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Disfig1.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Fire%2C_Fireplace%2C_Rostov-on-Don%2C_Russia.jpg']"
Clothing,"Clothing (also known as clothes, garments, dress, apparel, or attire) is any item worn on the body.","['https://upload.wikimedia.org/wikipedia/commons/9/92/3rd_Duke_of_Fife_in_Kilt._Allan_Warren.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Clerical_clothing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Clothes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Clothing_salvage_centre_at_the_General_Engineering_Company_%28Canada%29_munitions_factory_%28I0004928%29.tif']"
Cooking utensil,Not found on Wikipedia,[]
Shape,"A shape or figure is a graphical representation of an object or its external boundary, outline, or external surface, as opposed to other properties such as color, texture, or material type.","['https://upload.wikimedia.org/wikipedia/commons/b/b9/Area.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Basic_shapes.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Plastic_vormenstoof_of_puzzelbal_van_%E2%80%9CTupperware_Toy%E2%80%9D%2C_objectnr_83212.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Polygon_types.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Similar-geometric-shapes.svg']"
Round object,Not found on Wikipedia,[]
Football,"Football is a family of team sports that involve, to varying degrees, kicking a ball to score a goal.","['https://upload.wikimedia.org/wikipedia/commons/3/3b/14._Luke_Ball%2C_St_Kilda_FC_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/1872_engl_v_scotland-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/1872_engl_v_scotland-3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/1872_engl_v_scotland-4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/1872_engl_v_scotland_ralston.jpg']"
Gharha,Not found on Wikipedia,[]
Edible mushroom,Edible mushrooms are the fleshy and edible fruit bodies of several species of macrofungi (fungi which bear fruiting structures that are large enough to be seen with the naked eye).,"['https://upload.wikimedia.org/wikipedia/commons/f/fb/A_White_Mushrooms_in_Hong_Kong.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Asian_mushrooms.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Chanterelle_Cantharellus_cibarius.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Cholecalciferol.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Common_white_mushrooms_in_various_phases_of_cooking.jpg']"
Tables 1,Not found on Wikipedia,[]
Lunchbox,A lunch box (alt.,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Harry_S._Truman_Lunch_Box.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Ice-packs_2.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Lunch_boxes.jpg']"
Shape,"A shape or figure is a graphical representation of an object or its external boundary, outline, or external surface, as opposed to other properties such as color, texture, or material type.","['https://upload.wikimedia.org/wikipedia/commons/b/b9/Area.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Basic_shapes.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Plastic_vormenstoof_of_puzzelbal_van_%E2%80%9CTupperware_Toy%E2%80%9D%2C_objectnr_83212.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Polygon_types.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Similar-geometric-shapes.svg']"
Material,Material is a substance or mixture of substances that constitutes an object.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Materials,Not found on Wikipedia,[]
School,A school is an educational institution designed to provide learning spaces and learning environments for the teaching of students under the direction of teachers.,"['https://upload.wikimedia.org/wikipedia/commons/5/57/1887_Bettannier_Der_Schwarze_Fleck_anagoria.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/BogdanovBelsky_UstnySchet.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Diploma_icon.png']"
Pencil,"A pencil ( (listen)) is a writing or drawing implement with a solid pigment core in a protective casing that reduces the risk of core breakage, and keeps it from marking the user's hand.","['https://upload.wikimedia.org/wikipedia/commons/1/15/3_promotional_pencils_%28ubt%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Biegsame_Bleistifte_fcm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Caran_d%27Ache_Farbstifte.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Censored_mail_Spain_Australia_1943.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Colored-Pencils.jpg']"
Truck road,Not found on Wikipedia,[]
Paper,"Paper is a thin sheet material produced by mechanically or chemically processing cellulose fibres derived from wood, rags, grasses or other vegetable sources in water, draining the water through fine mesh leaving the fibre evenly distributed on the surface, followed by pressing and drying.","['https://upload.wikimedia.org/wikipedia/commons/7/7b/20221129_low_quality_paper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Book_suffering_from_slow_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Chinese_hemp_paper_western_han.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Coloured%2C_textured_craft_card.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Object (mathematics),Not found on Wikipedia,[]
Paper,"Paper is a thin sheet material produced by mechanically or chemically processing cellulose fibres derived from wood, rags, grasses or other vegetable sources in water, draining the water through fine mesh leaving the fibre evenly distributed on the surface, followed by pressing and drying.","['https://upload.wikimedia.org/wikipedia/commons/7/7b/20221129_low_quality_paper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Book_suffering_from_slow_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Chinese_hemp_paper_western_han.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Coloured%2C_textured_craft_card.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
T able 4,Not found on Wikipedia,[]
ÃÂ¯ ÃÂ½ÃÂ¯ ÃÂ½ÃÂ¯ ÃÂ½,Not found on Wikipedia,[]
Material,Material is a substance or mixture of substances that constitutes an object.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Teacher,"A teacher, also called a schoolteacher or formally an educator, is a person who helps students to acquire knowledge, competence, or virtue, via the practice of teaching.","['https://upload.wikimedia.org/wikipedia/commons/c/cc/ASC_Leiden_-_Coutinho_Collection_-_6_24_-_School_for_adults_in_Guinea-Bissau_-_1974.tiff', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Adriaen_van_Ostade_007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Agnar_O.P._Strandberg_1964.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Ashs-teacher-and-students.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Brack_Vocabularius_rerum.jpg']"
Object,Object may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Common materials,Not found on Wikipedia,[]
Mor e,Not found on Wikipedia,[]
Object,Object may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Ls c i t s a l P n o t t o C What do we find from these tables,Not found on Wikipedia,[]
Material,Material is a substance or mixture of substances that constitutes an object.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
SCIENCE Fig,Not found on Wikipedia,[]
Tumbler,Tumbler may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
2 P ROPER TIES OF MATERIALS,Not found on Wikipedia,[]
Glass,"Glass is a non-crystalline, often transparent, amorphous solid that has widespread practical, technological, and decorative use in, for example, window panes, tableware, and optics.","['https://upload.wikimedia.org/wikipedia/commons/7/78/250_mL_Erlenmeyer_flask.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Bottle%2C_wine_%28AM_1997.80.28-1%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Bristol.blue.glass.arp.750pix.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/British_dimpled_glass_pint_jug_with_ale.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Bulk_Metallic_Glass_Sample.jpg']"
Paper,"Paper is a thin sheet material produced by mechanically or chemically processing cellulose fibres derived from wood, rags, grasses or other vegetable sources in water, draining the water through fine mesh leaving the fibre evenly distributed on the surface, followed by pressing and drying.","['https://upload.wikimedia.org/wikipedia/commons/7/7b/20221129_low_quality_paper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Book_suffering_from_slow_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Chinese_hemp_paper_western_han.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Coloured%2C_textured_craft_card.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Wood,Wood is a structural tissue found in the stems and roots of trees and other woody plants.,"['https://upload.wikimedia.org/wikipedia/commons/4/4b/16_wood_samples.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/600-artist-palette.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Baseball.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/BlkWalnut-x-section.jpg']"
Iron,Iron ( or ) is a chemical element with symbol Fe (from Latin: ferrum) and atomic number 26.,"['https://upload.wikimedia.org/wikipedia/commons/5/5e/1255_-_Keramikos_Museum%2C_Athens_-_Iron_tool_-_Photo_by_Giovanni_Dall%27Orto%2C_Nov_12_2009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/2-isomers-of-ferrioxalate.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Carboxyhemoglobin_from_1AJ9.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Chinese_Fining_and_Blast_Furnace.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Aluminium,Aluminium (aluminum in North American English) is a chemical element with the symbol Al and atomic number 13.,"['https://upload.wikimedia.org/wikipedia/commons/8/83/AlHydrolysis.png', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Al_absorption_by_skin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Al_transport_across_human_cells.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Aluminium-4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Aluminium_-_world_production_trend.svg']"
Cardboard,Cardboard is a generic term for heavy paper-based products.,"['https://upload.wikimedia.org/wikipedia/commons/b/b7/Aloha_nui_cook.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Archief_Kruisherenklooster_Maastricht_%28RHCL%29-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Arsexpo-_Passe-partout.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Blue-punch-card-front-horiz.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Buch_gebunden_orange.jpg']"
Shiny,"Shiny may refer to gloss (optics), the ability of a surface to reflect light in a specular way.","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Surface (art),Not found on Wikipedia,[]
Fr eshly,Not found on Wikipedia,[]
Lustre,Lustre or Luster may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Rubbing,"A rubbing (frottage) is a reproduction of the texture of a surface created by placing a piece of paper or similar material over the subject and then rubbing the paper with something to deposit marks, most commonly charcoal or pencil but also various forms of blotted and rolled ink, chalk, wax, and many other substances.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Einbanddurchreibung_von_Stempeln_%280117%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Gnidebillede_Genstande_0263.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Magnifying_glass_01.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Material,Material is a substance or mixture of substances that constitutes an object.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
