Entity,Definition,Images
Series light bulb,Not found on Wikipedia,['Image not found']
Specialized therapy,Not found on Wikipedia,['Image not found']
Injury,An injury is any physiological damage to living tissue caused by immediate physical stress.,"['https://upload.wikimedia.org/wikipedia/commons/a/ac/Black_eye_%282%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Burns.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Cat_scratches_in_arm_20210220_000618_618.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Stomata transpiration,Not found on Wikipedia,['Image not found']
Dlidldllla Ji1nt dMllm,Not found on Wikipedia,['Image not found']
Electric battery,A battery is a source of electric power consisting of one or more electrochemical cells with external connections for powering electrical devices.,"['https://upload.wikimedia.org/wikipedia/commons/2/25/2011-04-04_18-35-26_267.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/BATTERY_EXPLOSION_IN_TEST_CELL_-_NARA_-_17443202.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Batteries.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Batteries_comparison_4%2C5_D_C_AA_AAA_AAAA_A23_9V_CR2032_LR44_matchstick-vertical.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Battery_checker.jpg']"
Nose,"A nose is a protuberance in vertebrates that houses the nostrils, or nares, which receive and expel air for respiration alongside the mouth.","['https://upload.wikimedia.org/wikipedia/commons/8/8c/3D_Medical_Animation_Nose_Top_section.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Canine_Nose_Macro_Photo.png', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Wapiti_from_Wagon_Trails.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Root hair,"Root hair, or absorbent hairs, are outgrowths of epidermal cells, specialized cells at the tip of a plant root.",['https://upload.wikimedia.org/wikipedia/commons/1/1a/NSRW_Root-Tip.png']
Copper sulphate,Not found on Wikipedia,['Image not found']
Kilogram,"The kilogram (also kilogramme) is the base unit of mass in the International System of Units (SI), having the unit symbol kg.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/International_prototype_of_the_kilogram_aka_Le_Grand_K.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Nist-4.jpg']"
Low voltage,"In electrical engineering, low voltage is a relative term, the definition varying by context.",['Image not found']
Electrical instrument,Not found on Wikipedia,['Image not found']
Newton's law of motion,Not found on Wikipedia,['Image not found']
Underwater diving,"Underwater diving,  as a human activity, is the practice of descending below the water's surface to interact with the environment.","['https://upload.wikimedia.org/wikipedia/commons/c/cb/Alexander_the_Great_diving_NOAA.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Alfa_flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/BlueHole_Rohscan_bearb_150d.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Commercial_diver_training_at_Blue_Rock_Quarry_P3233799.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Incense,Incense is aromatic biotic material that releases fragrant smoke when burnt.,"['https://upload.wikimedia.org/wikipedia/commons/1/1b/Chinese_temple_incence_burner.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Egyptian_-_Egyptian_Incense_Burner_-_Walters_54498_-_Side.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Hanoi_Temple_of_Literature_incense.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/IncenseStack0203.jpg']"
In diameter,Not found on Wikipedia,['Image not found']
Vitamin D,"Vitamin D is a group of fat-soluble secosteroids responsible for increasing intestinal absorption of calcium, magnesium, and phosphate, and many other biological effects.","['https://upload.wikimedia.org/wikipedia/commons/a/a6/22-Dihydroergocalciferol.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Calcidiol_to_calcitriol_CH3.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Calcitriol-Biosynthese_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Calcium_regulation.png', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Cholecalciferol.svg']"
Mass number,"The mass number (symbol A, from the German word Atomgewicht [atomic weight]), also called  atomic mass number or nucleon number, is the total number of protons and neutrons (together known as nucleons) in an atomic nucleus.","['https://upload.wikimedia.org/wikipedia/commons/4/4b/NuclearReaction.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Stylised_atom_with_three_Bohr_model_orbits_and_stylised_nucleus.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Manganese dioxide,Manganese dioxide is the inorganic compound with the formula MnO2.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Manganese%28IV%29_oxide.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Lef,Not found on Wikipedia,['Image not found']
Anus,"The anus (Latin, 'ring' or 'circle') is an opening at the opposite end of an animal's digestive tract from the mouth.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Protovsdeuterostomes.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']"
Carbon,Carbon (from Latin  carbo 'coal') is a chemical element with the symbol C and atomic number 6.,"['https://upload.wikimedia.org/wikipedia/commons/a/ad/Akiba%27s_%22hypervalent_carbon%22_compound.png', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Antoine_lavoisier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Asterisks_one.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Asterisks_two.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Auto-and_heterotrophs.png']"
Absorbed protein,Not found on Wikipedia,['Image not found']
Dietary fiber,Dietary fiber (in Commonwealth English fibre) or roughage is the portion of plant-derived food that cannot be completely broken down by human digestive enzymes.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Fruit%2C_Vegetables_and_Grain_NCI_Visuals_Online.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Kids_%E2%80%98n_Fiber_%286121371164%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Open_Access_logo_PLoS_transparent.svg']"
Tape worm,Not found on Wikipedia,['Image not found']
Cheese,"Cheese is a dairy product produced in wide ranges of flavors, textures, and forms by coagulation of the milk protein casein.","['https://upload.wikimedia.org/wikipedia/commons/d/d0/00928_Beskider_K%C3%A4se_aus_Schafsmilch_2013%3B_Sheep%27s-milk_cheeses_from_Poland%3B_Northern_Subcarpathians.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/81/2014-12-08_Bergk%C3%A4se_mit_Antipasta_5713.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/2015-01-25_Tobermory%2C_Isle_of_Mull_Cheese_Sgriob-ruadh_Farm_-_hu_-_7900.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/9-alimenti%2C_formaggi%2CTaccuino_Sanitatis%2C_Casanatense_4182..jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Bavaria_blu_03_WikiCheese_Lokal_K.jpg']"
Upper apeK,Not found on Wikipedia,['Image not found']
Dissimilarity,Not found on Wikipedia,['Image not found']
Big cin:le,Not found on Wikipedia,['Image not found']
Electricity,Electricity is the set of physical phenomena associated with the presence and motion of matter that has a property of electric charge.,"['https://upload.wikimedia.org/wikipedia/commons/d/d9/Arduino_ftdi_chip-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Electric-eel2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Electric_motor_cycle_3.png']"
Nucleolus d,Not found on Wikipedia,['Image not found']
Japan,"Japan (Japanese: 日本, Nippon or Nihon, and formally 日本国, Nihonkoku) is an island country in East Asia.","['https://upload.wikimedia.org/wikipedia/commons/b/b7/150504_Ritsurin_Park_Takamatsu_Kagawa_pref_Japan01s3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/2017_Toyota_Camry_TRD.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Aki_basho_dohy%C5%8D-iri_on_Sept._28_2014.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Chuurei-tou_Fujiyoshida_17025277650_c59733d6ba_o.jpg']"
Classification system,Not found on Wikipedia,['Image not found']
Ectoderm,The ectoderm is one of the three  primary germ layers formed in early embryonic development.,"['https://upload.wikimedia.org/wikipedia/commons/6/63/Dental_abnormalities_in_a_5-year-old_girl_from_north_Sweden_family_who_suffered_from_various_symptoms_of_autosomal_dominant_hypohidrotic_ectodermal_dysplasia_%28HED%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Ectoderm.png', 'https://upload.wikimedia.org/wikipedia/commons/4/47/EctodermalSpecification.png', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Gray11.png']"
Chemical system,Not found on Wikipedia,['Image not found']
Khulna district,Not found on Wikipedia,['Image not found']
Swallowing,"Swallowing, sometimes called deglutition in scientific contexts, is the process in the human or animal body that allows for a substance to pass from the mouth, to the pharynx, and into the esophagus, while shutting the epiglottis.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Pelican_swallowing_a_fish_part_4.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Real-time_MRI_-_Swallowing_%28Pineapple_Juice%29.ogv', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Sagittalmouth.png']"
Cattle,"Cattle (Bos taurus) are large, domesticated, cloven-hooved, herbivores.","['https://upload.wikimedia.org/wikipedia/commons/d/d1/A_herd_of_cows_in_Punjab.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Anneau_anti_tetee_P1190486.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Arms_of_B%C3%A9arn.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Azure%2C_a_bend_Or.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Black_and_white_cow_portrait.jpg']"
Azizur Rahman,"Azizur Rahman (Arabic: عزيز الرحمن) is a male Muslim given name, meaning dear to the Most Gracious.",['https://upload.wikimedia.org/wikipedia/commons/9/99/WPanthroponymy.svg']
George Simon Ohm,Not found on Wikipedia,['Image not found']
Displacement reaction,Not found on Wikipedia,['Image not found']
Patababar,Not found on Wikipedia,['Image not found']
Type of number ii,Not found on Wikipedia,['Image not found']
Proposition,"A proposition is a central concept in philosophy of language and related fields, often characterized as the primary bearer of truth or falsity.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Socrates.png']"
Gravitational acceleration,"In physics, gravitational acceleration is the acceleration of an object in free fall within a vacuum (and thus without experiencing drag).","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Orbit3.gif', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Brancbiostoma,Not found on Wikipedia,['Image not found']
Dopa,Dopa or DOPA may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Flask,Flask may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Waterfall,A waterfall is a point in a river or stream where water flows over a vertical drop or a series of steep drops.,"['https://upload.wikimedia.org/wikipedia/commons/9/9d/American_Falls_Niagara_Falls_USA_from_Skylon_Tower_on_2002-05-28.png', 'https://upload.wikimedia.org/wikipedia/commons/d/da/An_ephemeral_waterfall.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/BrandywineFalls_1200W.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Frederic_Edwin_Church_-_Niagara_Falls%2C_from_the_American_Side_-_Google_Art_Project.jpg']"
Florescence light bulb,Not found on Wikipedia,['Image not found']
Diffusion,"Diffusion is the net movement of anything (for example, atoms, ions, molecules, energy) generally from a region of higher concentration to a region of lower concentration.","['https://upload.wikimedia.org/wikipedia/commons/f/f9/Blausen_0315_Diffusion.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Centrotherm_diffusion_furnaces_at_LAAS_0481.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Chemical_surface_diffusion_slow.gif', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Diffusion.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/DiffusionMicroMacro.gif']"
D.F.I.S.,Not found on Wikipedia,['Image not found']
Ectodeim,Not found on Wikipedia,['Image not found']
Comune,"A comune (Italian pronunciation: [koˈmuːne]; plural: comuni [koˈmuːni]) is the third-level administrative division of Italy, roughly equivalent to a township or municipality.","['https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Atrani_-_Santa_Maria_Maddalena.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Chiesa_di_Sant%27Antonio_Abate_-_Champlas_du_Col.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Corona_di_Citt%C3%A0_Italiana.svg']"
Neutralization,Neutralization or Neutralized may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Petal,Petals are modified leaves that surround the reproductive parts of flowers.,"['https://upload.wikimedia.org/wikipedia/commons/c/c6/2007_brugmansia_aurea.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/20140226Narcissus_pseudonarcissus2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Geranium_incanum_9156s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg']"
Adiba,Not found on Wikipedia,['Image not found']
East Asia,"East Asia is the easternmost region of Asia, which is defined in both geographical and ethno-cultural terms.","['https://upload.wikimedia.org/wikipedia/commons/6/61/AinuSan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Ak%C5%A1an.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Bai_5.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Central_Asia_borders4.png']"
Eye ball,Not found on Wikipedia,['Image not found']
Pia,Pia or PIA may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
End density,Not found on Wikipedia,['Image not found']
Hydrogen peroxide,Hydrogen peroxide is a chemical compound with the formula H2O2.,"['https://upload.wikimedia.org/wikipedia/commons/d/d1/Ascaridol.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Biochem_reaction_arrow_forward_YYNN_horiz_med.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Chemiluminescance.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Electric current,"An electric current is a stream of charged particles, such as electrons or ions, moving through an electrical conductor or space.","['https://upload.wikimedia.org/wikipedia/commons/2/28/Battery_symbol2.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Current_notation.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Electromagnetic_induction_-_solenoid_to_loop_-_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Magnetic_field_produced_by_an_electric_current_in_a_solenoid.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Nuvola_apps_ksim.png']"
Ji&,Not found on Wikipedia,['Image not found']
Satellite type,Not found on Wikipedia,['Image not found']
Law,"Law is a set of rules that are created and are enforceable by social or governmental institutions to regulate behavior, with its precise definition a matter of longstanding debate.","['https://upload.wikimedia.org/wikipedia/commons/3/3b/1879-Ottoman_Court-from-NYL.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/1930-67B.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/1963_march_on_washington.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Alberico_Gentili.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Anti-McDonalds_protest_Leicester_Square_London_20041016.jpg']"
Therr,Not found on Wikipedia,['Image not found']
Stm,Not found on Wikipedia,['Image not found']
Prophase b,Not found on Wikipedia,['Image not found']
Apple,An apple is an edible fruit produced by an apple tree (Malus domestica).,"['https://upload.wikimedia.org/wikipedia/commons/9/92/95apple.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Albrecht_D%C3%BCrer_-_Adam_and_Eve_%28Prado%29_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Alice_%28apple%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Ambrosia_apples_2017_A3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Apfel-Berlepsch.jpg']"
Sulcrer,Not found on Wikipedia,['Image not found']
Throat,"In vertebrate anatomy, the throat is the front part of the neck, internally positioned in front of the vertebrae.","['https://upload.wikimedia.org/wikipedia/commons/f/f2/Medical_X-Ray_imaging_EJE04_nevit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Throat_Diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Non-electrolyte,Not found on Wikipedia,['Image not found']
Proma's money plant,Not found on Wikipedia,['Image not found']
Fiber,Fiber or fibre (from Latin: fibra) is a natural or artificial substance that is significantly longer than it is wide.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Emojione_1F458.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Fibreoptic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Kapok_seeds_I_IMG_8004.jpg']"
Digestible quotient,Not found on Wikipedia,['Image not found']
Polycarpous tissue,Not found on Wikipedia,['Image not found']
Landscape,"A landscape is the visible features of an area of land, its landforms, and how they integrate with natural or man-made features, often considered in terms of their aesthetic appeal.","['https://upload.wikimedia.org/wikipedia/commons/7/74/040719_172_dorset_marnhull2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Adams_The_Tetons_and_the_Snake_River.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Agasthiyamalai_range_and_Tirunelveli_rainshadow.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Albert_Bierstadt_-_Matterhorn.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Carl_Brandt_-_Norrl%C3%A4ndskt_vinterlandskap_med_%C3%85reskutan_i_fonden.jpg']"
Labour,Labour or labor may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Precious metal,"Precious metals are rare, naturally occurring metallic chemical elements of high economic value.","['https://upload.wikimedia.org/wikipedia/commons/c/c1/1000oz.silver.bullion.bar.top.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/2005_AEPlat_Proof_Obv.png', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Edelmetalle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/GoldNuggetUSGOV.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Johnson_Matthey_500_grammes_silver_bullion.jpg']"
Carbonate,"A carbonate is a salt of carbonic acid (H2CO3), characterized by the presence of the carbonate ion, a polyatomic ion with the formula CO2−3.","['https://upload.wikimedia.org/wikipedia/commons/0/0b/Carbonate-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Carbonate-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Carbonate-ion-delocalised-partial-charges-2D.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Carbonate-ion-localised-2D.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Carbonate-ion-resonance-2D.png']"
Negative terminal,Not found on Wikipedia,['Image not found']
Explaining satellite,Not found on Wikipedia,['Image not found']
Cerebrum,"The cerebrum, telencephalon or endbrain is the largest part of the brain containing the cerebral cortex (of the two cerebral hemispheres), as well as several subcortical structures, including the hippocampus, basal ganglia, and olfactory bulb.","['https://upload.wikimedia.org/wikipedia/commons/f/fa/Cerebrum_animation_small.gif', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/EmbryonicBrain.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Lateral_surface_of_cerebral_cortex_-_gyri.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Lobes_of_the_brain_NL.svg']"
Reproductive mother cell,Not found on Wikipedia,['Image not found']
Bangalore,"Bangalore ( BANG-gə-lor, -⁠LOR), officially Bengaluru (Kannada pronunciation: [ˈbeŋgɐɭuːɾu] (listen)), is the capital and largest city of the southern Indian state of Karnataka.","['https://upload.wikimedia.org/wikipedia/commons/9/95/BMTC_Volvo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Bagmane_Tech_Park_Bangalore_India.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Bangalore-torpedo-batey-haosef.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/BangaloreInfosys.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/BangaloreLake.jpg']"
Latin phrase,Not found on Wikipedia,['Image not found']
Waste,Waste (or wastes) are unwanted or unusable materials.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Agbogbloshie_Ghana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Agobox.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Bedrijfsafval.jpg']"
Stomach,"The stomach is a muscular, hollow organ in the gastrointestinal tract of humans and many other animals, including several invertebrates.","['https://upload.wikimedia.org/wikipedia/commons/7/7b/3D_Medical_Animation_Stomach_Structure.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/An_open_stomach.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Fundic_gland_polyposis0001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Gray1046.svg']"
Tidal zone,Not found on Wikipedia,['Image not found']
Reflex action,Not found on Wikipedia,['Image not found']
Atomic center,Not found on Wikipedia,['Image not found']
Retina,"The retina (from Latin: rete ""net"") is the innermost, light-sensitive layer of tissue of the eye of most vertebrates and some molluscs.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/ConeMosaics.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/ERP_-_optic_cabling.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Edge-detection-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Eye-diagram_no_circles_border.svg']"
Silicon dioxide,"Silicon dioxide, also known as silica, is an oxide of silicon with the chemical formula SiO2, most commonly found in nature as quartz.","['https://upload.wikimedia.org/wikipedia/commons/d/de/2D_silica_structure.png', 'https://upload.wikimedia.org/wikipedia/commons/5/56/A-cristobalite.png', 'https://upload.wikimedia.org/wikipedia/commons/5/53/A-quartz.png', 'https://upload.wikimedia.org/wikipedia/commons/3/32/A-tridymite.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Am%C3%A9thystre_sceptre2.jpg']"
Quintal,"The quintal or centner is a historical unit of mass in many countries which is usually defined as 100 base units, such as pounds or kilograms.",['https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']
Reasoning,Not found on Wikipedia,['Image not found']
Efferent nerve,Not found on Wikipedia,['Image not found']
Star cluster,Star clusters are large groups of stars held together by self-gravitation.,"['https://upload.wikimedia.org/wikipedia/commons/7/7d/A_Ten_Billion_Year_Stellar_Dance.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Artist%27s_impression_of_an_exoplanet_orbiting_a_star_in_the_cluster_Messier_67.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Chandra_X-ray_View_of_Orion.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg']"
Visual perception,"Visual perception is the ability to interpret the surrounding environment through photopic vision (daytime vision), color vision, scotopic vision (night vision), and mesopic vision (twilight vision), using light in the visible spectrum reflected by objects in the environment.","['https://upload.wikimedia.org/wikipedia/commons/2/2d/Astronotus_ocellatus_-_closeup_%28aka%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Eye_Line_of_sight.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Nuvola_apps_kpdf2.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
