entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,"~ ...
"
"-,~'",Latin phrase,"-,~'",Latin phrase,part of,"- ,~' .
"
Protein,group or class of chemical substances,Organic compound,nan,subclass of,"~ · ~ .J, ~  of organic molecules called carbohydrates, lipids and protein.
"
Plant,taxon,Animal,taxon,different from,"For example, there are some structural differences between plant and animal cells.
"
Cell membrane,cellular component,Cell wall,cellular component,part of,"Some of the most important cell parts seen in the electron microscope are- (a) cell wall, (b) cell membrane, and (c) protoplasm.
"
Lipid,organic compound,Biochemical substance,organic compound,subclass of,"Their structure and function are Lipid is the name of an important biochemical substance in living organisms, which consists of carbon, hydrogen and oxygen.
"
Cell membrane,cellular component,Cellular component,component,subclass of,"The main functions of lipids are to store energy, act as structural components of cell membranes, etc.
"
Protein,group or class of chemical substances,Organic compound,nan,subclass of,"Protein is a type of large-scale organic molecule, which is formed by the chemical connection or bond between several amino acids (a type of organic molecule).
"
Protein,group or class of chemical substances,Organism,anatomical entity,part of,"Different proteins perform and control different functions inside the body of an organism.
"
Cell wall,cellular component,Lysosome,cellular component,part of,"Lysosome Plant cell Golgi body Membrane Cytoplasm Nucleus Interplasmic reticulum Mitochondrion Animal cell chloroplas cell wall Vacuole Centrosome Science 34 l  described briefly - (A) Cell wall: Cell wall is a unique feature of plants and some microbial cells.
"
Cellulose,polysaccharides,Carbohydrate,structural class of chemical compounds,subclass of,"The main chemical component of the cell wall of plant cells is a carbohydrate called cellulose.
"
Cell wall,cellular component,Lignin,class of chemical compounds with similar source or occurrence,made from material,"At the same time, a type of organic material called lignin (which helps build the key structure of most plants) is found in plant cell walls.
"
Lipid,organic compound,Protein,group or class of chemical substances,subclass of,"On the other hand, the main components of a bacteria's cell wall are some proteins and lipids.
"
Chitin,group or class of chemical substances,Carbohydrate,structural class of chemical compounds,subclass of,"The cell wall of fungi contains a type of carbohydrate called chitin.
"
Cell wall,cellular component,Cellular component,component,subclass of,"Thus, although many organisms have cell walls, their structural components vary somewhat.
"
Rigidity,physical property,Cell wall,cellular component,part of,"The cell wall gives the cell its specific shape, protects the internal material from external adverse conditions, provides the necessary rigidity to the cell and helps in the absorption and transport of water and mineral salts.
"
Cell membrane,cellular component,Cellular component,cellular component,subclass of,"(B) Cell /plasma membrane: Cell membrane keeps the cell safe.
"
Lipid,organic compound,Protein,group or class of chemical substances,subclass of,"It is mainly composed of lipids and proteins.
"
Cell membrane,cellular component,Cell wall,cellular component,opposite of,"Since animal cells do not have a cell wall, the cell membrane is the outermost layer of the animal cell.
"
Protoplasm,cellular component,Water,None,made from material,"Protoplasm contains 75 to 95 percent water.
"
Cellular component,cellular component,Protoplasm,cellular component,part of,"Protoplasm is mainly divided into two parts.
"
Netherlands,country,Amsterdam,city,capital,"They are 1.
"
2.Nucleus,cellular component,Cell nucleus,cellular component,part of,"Nucleus and 2.
"
Cytoplasm,cellular component,Cytoplasm,cellular component,part of,"Cytoplasm.
"
Thakurmar Jhuli,literary work,Fairy tale,literary genre,instance of,"Those who have read the fairy tale in 'Thakurmar Jhuli' must have seen that it is tough to kill the monster in the story because its soul is hidden inside a bee kept in a small container in the middle of a big deep pond.
"
Cell nucleus,cellular component,Cytoplasm,cellular component,part of,"The identity of cytoplasm and nucleus can be understood very easily by remembering the tale of the big deep pond and the container in it.
"
Cell nucleus,cellular component,Cytoplasm,cellular component,part of,"If we think of the cell's protoplasm as the story's pond, the container at the center of the pond is the cell's nucleus, and the pond's water is the cell's cytoplasm.
"
Bee,clade,Cell nucleus,cellular component,has parts of the class,"Besides, the chromosomes inside the nucleus can be compared to the bee.
"
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
Cell nucleus,cellular component,Cytoplasm,cellular component,part of,"The same is true of the cell nucleus.It also has its own membrane that separates Cell Science 35  it from the cytoplasm.
"
Fairy tale,literary genre,Fairy tale,literary genre,subclass of,"This time we will go beyond the fairy tale and know this structural feature in more detail.
"
1.1.1,literary work,Doctor Who,television series,part of the series,"1.
"
Cell nucleus,cellular component,Organelle,cellular component,subclass of,"Nucleus: The nucleus is a thick, non-transparent organelle surrounded by a double-layered membrane in various cells' protoplasm.
"
Eukaryote,taxon,Cell nucleus,cellular component,has parts of the class,"surrounded and organized by a nuclear membrane, are called Eukaryotic cells.
"
Bacteria,taxon,Protocell,cell type,subclass of,"For example, bacteria are a type of protocell.
"
Control center,cellular component,Cell nucleus,cellular component,part of,"The nucleus is the control center of all cell activities.
"
DNA,structural class of chemical compounds,Chromosome,cellular component,part of,"Inside the nucleus is a special object called a chromosome (much like the bee fly in the story above), which controls the genetic characteristics of the organism.In fact, this chromosome contains DNA (Deoxyribonucleic acid), the genetic material of organisms.
"
DNA,structural class of chemical compounds,Chromosome,cellular component,part of,"If there is any damage to the DNA i.e., chromosomes, it also brings harmful consequences for the organism.
"
DNA,structural class of chemical compounds,Cell nucleus,cellular component,part of,"So, it is located inside the nucleus to protect the DNA.
"
Offspring,kinship,Parent,kinship,opposite of,"Inherited characteristics of parents are passed on to offspring by maintaining continuity of structure and function of DNA.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Cytoplasm,cellular component,Protoplasm,cellular component,part of,"Cytoplasm: The remaining part of the protoplasm located outside the cell nucleus and surrounded by the cell membrane is called cytoplasm.
"
Protein,group or class of chemical substances,Protein,group or class of chemical substances,subclass of,"It is mainly composed of proteins.
"
Cytoplasm,cellular component,Empty space,None,different from,"The cytoplasm is not an empty space.
"
Organelle,cellular component,Cytoplasm,cellular component,part of,"When viewed with an electron microscope, several types of organelles can be seen in this cytoplasm.
"
Endoplasmic reticulum,cellular component,Mitochondrion,cellular component,part of,"These are Mitochondria, Ribosome, Golgi body, Endoplasmic reticulum, Vacuole, Lysosome, etc.
"
Centrosome,cellular component,Plastid,cellular component,subclass of,"In addition, plant cells have plastids, and animal cells have centrosomes and centrioles.
"
Cell nucleus,cellular component,Cytoplasm,cellular component,part of,"Cell wall Membran Cytoplasm Nucleus Ribosome The protected location of the nucleus in the cell.
"
Cellular membrane,cellular component,Cytoplasm,cellular component,part of,"The nucleus has its own membrane that separates it from the rest of the cytoplasm.
"
Cytoplasm,cellular component,Organelle,cellular component,subclass of,"Science 36  The cytoplasm contains these organelles of the cell.
"
Metabolism,biological process,Chemical reaction,chemical process,instance of,"All the chemical reactions in the body of any organism are collectively called Metabolism.
"
Acid,None,Alkalinity,physical quantity,has effect,"Cells must maintain a certain acidity or alkalinity level to carry out metabolic processes.
"
Acid,None,Alkaline,None,different from,"The cytoplasm also controls the acidic or alkaline state of the cell.
"
Organelle,cellular component,Cytoplasm,cellular component,part of,"As mentioned earlier, several essential organelles reside in the cytoplasm.
"
Netherlands,country,Europe,continent,part of,"But in this category, we will not know the identity of all of them in detail.
"
Mitochondrion,cellular component,Organelle,cellular component,instance of,"We will discuss the structure and function of only two organelles - mitochondria and chloroplast.
"
Upper class,social class,Social class,social group,instance of,"We will learn about the rest of the organelles in the upper classes.
"
Mitochondrion,cellular component,Cytoplasm,cellular component,part of,"Mitochondria: It is an essential organelle located in the cell's cytoplasm where several steps of energy production are completed in the process of respiration.
"
Repiration,biological process,Energy,physical quantity,subclass of,"In respiration, the organism's usable energy is generated by breaking down the glucose molecules inside the cells.
"
Bioenergy,renewable energy,Renewable energy,energy,subclass of,"You will learn more about this process in the bioenergy chapter of this book.
"
Inner Mem,cellular component,Mitochondrion,cellular component,part of,"Mitochondria play this important role Crystae Matrix Inner Mem.
"
Outer Mem,literary work,Outer Mem,human,author,"Outer Mem.
"
Mytochon,cellular component,Mitochondrion,cellular component,part of,"Mytochon Mitochondria inside a cell.
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,"is shown here.
"
The Simpsons,animated series,List of Simpsons characters,nan,list of characters,"Do you know the reason?
"
Touch-Me-Not,taxon,Leaf,plant organ,has fruit type,"Due to waterlogging, the leaf stalks of Touch-Me-Not plants are straight.
"
Flaccid leaf,leaf,Leaf,plant organ,subclass of,"As a result, the swollen cells become flaccid and the Touch-Me-Not leaf stalks droop downwards.
"
Cell powerhouse,cellular component,Energy production,energy industry,use,"Cell Science 37  in energy production and are called the cell's powerhouse.
"
Mitochondrion,cellular component,Mitochondrion,cellular component,part of,"A two-layered membrane surrounds each mitochondrion (plural form mitochondria).
"
Lipid,organic compound,Protein,group or class of chemical substances,subclass of,"This membrane is made up of proteins and lipids.
"
Mitochondrial membrane,cellular component,Mitochondrion,cellular component,part of,"The outer covering of the mitochondrial membrane is smooth, but the inner cover is folded in places and hangs inwards.
"
Cristae,fiber,Cliff,landform,subclass of,"These folds are called cristae.
"
Mitochondrion matrix,cellular component,Mitochondrion,cellular component,part of,"The semi-fluid granular material inside the mitochondria is called a matrix.
"
DNA,structural class of chemical compounds,Mitochondrion,cellular component,part of,"The important point is that mitochondria have their own DNA, which stays in their matrix.
"
Mitochondrion,cellular component,Carl Benda,human,discoverer or inventor,"Carl Benda named mitochondria in 1898.
"
Plastid,cellular component,Plant cell,cell type,part of,"Plastid: Plastid is a unique feature of plant cells.
"
Fruit,plant organ,Leaf,plant organ,develops from,"Due to its presence, the plant's leaves, flowers, and fruits show different colours.
"
Chromoplast,cellular component,Plastid,cellular component,subclass of,"Plant cells generally have three plastids: chromoplast, chloroplast, and leucoplast.
"
Chromoplast,cellular component,Plastid,cellular component,subclass of,"A plastid carrying colours other than green, such as red and yellow, is called chromoplast.
"
Flower,plant organ,Fruit,plant organ,part of,"Flower petals and fruits contain chromoplasts.
"
Flower,plant organ,Fruit,plant organ,part of,"That is why flowers and fruits are seen in different colours due to the presence of chromoplasts.
"
Leucoplast,cellular component,Plastid,cellular component,subclass of,"The plastids which are colourless in plants are called leucoplast.
"
Leucoplast,cellular component,Root,plant organ,part of,"Leucoplasts are present in underground parts, underground stems, roots of plants,etc.
"
Store food,food,Food,disposable product,subclass of,"They store food.
"
Chloroplast,cellular component,Plastid,cellular component,subclass of,"The most important plastid in plants is the chloroplast.
"
Chlorophyll,None,Chloroplast,cellular component,part of,"Chloroplasts contain green molecules called chlorophyll.
"
Leaf,plant organ,Branch,plant structure,part of,"Leaves and young branches of plants appear green due to the presence of chloroplasts.
"
Photosynthesis,biological process,Chloroplast,cellular component,location,"Photosynthesis, the process by which most living organisms, including humans, get their energy, occurs in the chloroplast.
"
Chloroplast,cellular component,Organelle,cellular component,instance of,"That is why chloroplasts occupy a particular position among all the cell organelles.
"
Plant cell,cell type,Animal cell,cell type,opposite of,"Only plant cells have chloroplasts, not animal cells.
"
Mitochondrion,cellular component,Organelle,cellular component,instance of,"So, if the question is, which other cell organelles contain DNA apart from the nucleus, then the names of mitochondria and chloroplasts will come up.
"
DNA,structural class of chemical compounds,Mitochondrion,cellular component,part of,"Scientists are now doing a lot of research on the DNA of mitochondria and chloroplasts in addition to the nucleus to achieve characteristics such as increasing crop production, disease resistance, etc.
"
Thailacoid,cellular component,Plastid,cellular component,subclass of,"Outer Layer Inner layer Lumen Granam Stroma Thailacoid Different types of plastids.
"
Chromoplas,cellular component,Chloroplast,cellular component,part of,"Chromoplas Chloroplas leucoplast Detailed structure of chloroplast.
"
Cell division,biological process,Number,physical quantity,has effect,"Cells increase in number through division.
"
Two,cell type,Four,cell type,followed by,"That is, one cell divides into two, two into four, and so on.
"
Somatic cell,cell type,Organism,anatomical entity,part of,"Somatic cells are needed for the formation of the body of organisms.
"
Reproductive cell,cell type,Reproduction,biological process,part of,"On the other hand, reproductive cells are required for reproduction.
"
Mitosis cell division,cell division,Cell division,biological process,subclass of,"The process by which cells divide in higher organisms, such as humans, is called mitosis cell division.
"
Meiosis,cell division,Cell division,biological process,subclass of,"On the other hand, the process of making reproductive cells is called meiosis cell division.
"
Consequences of abnormal cell division,None,Cell division,biological process,facet of,"Consequences of abnormal cell division Cell division is a highly regulated process.
"
Cell number,physical quantity,Cell quality,quality,different from,"The cells must have normal characteristics not only in terms of number but also in terms of quality.
"
Cancer,neoplasm,Medication,drug,has cause,"An important example of such harmful consequences is cancer.
"
Two cell,cell type,Four cell,cell type,followed by,"In the process of mitosis, cells are divided into one to two, and two to four.
"
Cancer,neoplasm,Neoplasm,disease,subclass of,"But if, for some reason, the cell does not die, but new cells continue to form, the body can develop a tumour, which at some point takes the form of cancer.
"
Reproductive cell,cell type,Meiosis,biological process,part of,"We have learned above about the formation of reproductive cells in the process of meiosis.
"
Chromosome,cellular component,Gamete,cell type,part of,"A gamete needs to have a certain number of chromosomes.
"
Germ cell,cell type,Germ,cell type,part of,"If a cell has more or less chromosomes than usual, then these germ cells will give birth to children with abnormal characteristics.
"
Sitting,activity,Motion,change,subclass of,"Some of the many symptoms include difficulty expressing language, problems sitting and walking, and behavioural-emotional problems.
"
John F. Kennedy School of Government,private school,Harvard University,nan,part of,"You and your friends can make a change in your area by helping those around you who have similar issues.
"
Cell division,biological process,Reproduction,biological process,part of,"From this discussion, it can be said that normal cell division is essential for normal reproduction and growth of organisms.
"
Cancer,neoplasm,Cell growth,biological process,has cause,"Abnormal cell growth can lead to cancer.
"
Cell biology,academic discipline,Cell division,biological process,studies,"Tumour forming Normal cell Cancer cell division Cell Science 39 lol 0 1o!Ololo c=:, I c:5 ~ =-1----'c:::::, = _.....____, __  1.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Netherlands,country,Europe,continent,part of,"If they do not die on time, what problems can we have?
"
Preventive healthcare,medical specialty,Irregularity,nan,subclass of,"Why does this irregularity occur, and what should we do to prevent it?
"
Exercise,physical activity,Exercise,physical activity,subclass of,"Exercise ?
"
Bacteria,taxon,Microorganism,organism,subclass of,"Science 40  Chapter 5 The World of Microorganisms    The World of Microorganisms By the end of the lesson, students will be able to learn—  � microorganisms and classification of them  � introduction to some common microorganisms  � virus and bacteria  � fungi, algae and amoeba  � microbes living inside organisms At the very beginning, let’s start with an interesting food item.
"
Yogurt,nan,Yogurt,nan,subclass of,"You must have eaten yogurt.
"
Yogurt,nan,Yogurt,nan,subclass of,"If you go to any grocery or sweets shop, you will get yogurt there.
"
Yogurt,nan,Yogurt,nan,subclass of,"Even many of our parents or elder siblings can make yogurt at home.
"
Yogurt,nan,Yogurt,nan,subclass of,"Do you know how to prepare yogurt?
"
Yogurt,nan,Milk,food,made from material,"Those who make yogurt might say that yogurt is made from milk.
"
Yogurt,nan,Milk,food,made from material,"They are not mistaken in saying so- but there are some invisible artisans whom we cannot see behind the preparation of yogurt from milk,.
"
Yogurt,nan,Milk,food,made from material,"They turn the liquid milk into yogurt.
"
Invisible artisan,microorganism,Microorganism,organism,subclass of,"These invisible artisans are none other than one (or more than one) type of microorganism.
"
Microorganism,organism,Organism,anatomical entity,subclass of,"In this chapter we will learn about the world of surprising microorganisms that we cannot see with our bare eyes.
"
Organism,anatomical entity,Organism,anatomical entity,manifestation of,"We see many small and big organisms around us.
"
Plant,taxon,Animal,taxon,different from,"Some of them are plants, and some are animals.
"
Bare-eye surgery,medical specialty,Eye,anatomical structure,uses,"We can see them with bare eyes.
"
Microorganism,organism,Organism,anatomical entity,subclass of,"Apart from these, the very part of organism that we cannot see with bare eyes but can see using especially powerful microscope is the world of microorganism or the microbial world.
"
Microorganism,organism,Organism,anatomical entity,subclass of,"This world of microorganism is extended everywhere around us.
"
Microorganism,organism,Microscopy,academic discipline,studied by,"Even a small amount of soil in the premises of the house or the school, may contain millions of microorganism that can only be seen under microscope.
"
Microorganism,organism,Organism,anatomical entity,subclass of,"Not only are they smaller in size, but the structure of these microorganisms is also different.
"
Multicellular organism,organism,Organism,anatomical entity,subclass of,"But some microorganisms can be multicellular.
"
Microorganism,organism,Complex organism,organism,opposite of,"Scientists have researched and shown that in the course of evolution (compared to complex organisms), these simple microorganisms have emerged earlier on earth.
"
Asprokaryote,taxon,Microorganism,organism,subclass of,"So microorganisms are also termed asprokaryotic.
"
Microorganism,organism,Organism,anatomical entity,subclass of,"We have read a bit about the members of the world of microorganism in the previous class.
"
Bacteria,taxon,Fungus,taxon,subclass of,"There we have learned about bacteria, viruses, fungi.
"
Science 42,biological law,Microorganism,organism,facet of,"All of these are the Chapter 5 Science 42  types of microorganism.
"
Microorganism,organism,Microbiology,academic discipline,studied by,"We will learn in more detail about microorganisms in this chapter.
"
Cell nucleus,cellular component,Microorganism,organism,part of,"Classification of the World of Microorganisms While classifying microorganisms, their sizes and their nucleus are given special importance.
"
Electron microscope,microscope,Microscope,optical instrument,subclass of,"To see them, a special microscope (electron microscope) that can see very tiny things is needed.
"
Virus,taxon,Organism,anatomical entity,subclass of,"Example: virus.
"
Prokaryote,taxon,Microorganism,organism,subclass of,"Kingdom-2: Prokaryotae primitive celled: Microorganisms whose cells do not have a well-formed nucleus are the members of this kingdom.
"
Bacteria,taxon,Bacteria,taxon,taxonomic type,"Example: Bacteria.
"
Algae,organisms known by a particular common name,Microorganism,organism,subclass of,"Examples: Microorganisms such as algae, fungi and protozoa.
"
CoV,taxon,Bacteria,taxon,parent taxon,"SARS-CoV-2 virus, observe in electron Microscope Bacteria named E.
"
Bacteria,taxon,Microorganism,organism,subclass of,"coli observe in electron Microscope Yeast observe in Microscope, microorganism use in baking The World of Microorganisms 43  ����������������������������������������� Different types of microorganisms such as viruses, fungi, bacteria, algae, protozoa etc.
"
Nature,phenomenon,Earth,inner planet,part of,"are scattered in our environment.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"Most of them benefit us.
"
Microorganism,organism,Disease,health problem,has effect,"But there are some microorganisms that cause disease in our body.
"
Microorganism,organism,Organism,anatomical entity,subclass of,"Now we will learn about some of the microorganisms.
"
Virus,taxon,Bacteria,taxon,subclass of,"Viruses and Bacteria Viruses Viruses cannot be seen without a highly powerful microscope.
"
Virus,taxon,Microorganism,organism,subclass of,"Although viruses are considered to be microorganisms, they do not actually have an independent life.
"
Non-living particles,None,Earth,inner planet,part of,"They exist in the environment as non-living particles.
"
Cell nucleus,cellular component,Cytoplasm,cellular component,part of,"Virus body has no cell wall, organized nucleus, cytoplasm etc.
"
DNA,structural class of chemical compounds,Nucleic acid,structural class of chemical compounds,subclass of,"They consist only of a protein coat and nucleic acid (DNA or RNA).
"
Nucleic acid,structural class of chemical compounds,Protein,group or class of chemical substances,part of,"When the nucleic acid is released from their protein coat, they lose all properties of life.
"
Protein,group or class of chemical substances,Nucleic acid,structural class of chemical compounds,subclass of,"However, after entering another organism, whenever they can assemble the protein coat and nucleic acid, they regain all the properties of life.
"
Virus,taxon,Parasite,symbiosis,subclass of,"This is why viruses are true parasites.
"
Bacteriophage,taxon,Virus,taxon,parent taxon,"Bacteriophage is one of the known viruses.
"
Bacteriophage,virus,Virus,taxon,subclass of,"Viruses that feed on bacteria are bacteriophages.
"
Corona virus,taxon,COVID-19,taxon,parent taxon,"However, virus-borne disease that comes to our mind at this moment is COVID-19, commonly known as ‘Corona’.
"
Covid-19,infectious disease,SARS-CoV-2,taxon,has cause,"There are different types of corona viruses, one such type is SARS-CoV-2 which is mainly responsible for the disease Covid-19.
"
Covid-19,infectious disease,Medical sign,physiological condition,symptoms,"You already know the symptoms of Covid-19.
"
Australia,sovereign state,Queensland,state of Australia,contains administrative territorial entity,"The disease spreads at an incredible speed.
"
Common cold,infectious disease,Asthma,bronchospasm,symptoms,"The infected patients can A common bacteriophage Head Collar Tail covered Tail fiber Science 44  Bacteria of different shapes Coccus (spherical) Bacillus (long rod) Comma (comma shape) Spirillum (spiral) develop from common cold to more complex lung problems.
"
Corona virus,taxon,Corona syndrome,infectious disease,has effect,"Even in the last few years, this particular type of corona virus has caused deaths of millions of people around the world.
"
Virus,taxon,Human,organisms known by a particular common name,subclass of,"Viruses invite danger to not only humans.
"
Tungro disease,plant disease,Rice,taxon,afflicts,"Rather various viruses are responsible for many diseases of plants along with humans or other animals; For example, Tungro disease of rice and mosaic disease of tobacco are caused by viruses.
"
Virus,taxon,Viral disease,infectious disease,has effect,"Reading up to this, it may seem to you that viruses have no role in nature other than causing disease and suffering.
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,"But that’s not true.
"
Organism,anatomical entity,Nature,phenomenon,part of,"Rather viruses like all other organisms are needed to maintain balance in nature.
"
Virus,taxon,Viral disease,infectious disease,has effect,"In fact, among many viruses that live on earth, very few viruses cause us disease.
"
Bacteria,taxon,Bacteria,taxon,subclass of,"Bacteria We have learnt some things about bacteria in the previous class.
"
Barry Goldwater,human,President of the United States,position,position held,"Now we will know a little more detail.
"
Bacteria,taxon,Organism,anatomical entity,subclass of,"Bacteria are non-green, unicellular microscopic organisms with primitive nucleus (that means, they cannot be seen without a microscope).
"
Antonie van Leeuwenhoek,human,Scientist,profession,occupation,"Scientist Antonie van Leeuwenhoek (1632–1723) was the first to observe bacteria using a microscope.
"
Coccus,cell type,Bacteria,taxon,subclass of,"Bacteria are classified on the basis of their shape as follows: a) Coccus: Some bacterial cells are round / spherical shaped.
"
Coccus,bacteria,Bacteria,taxon,instance of,"They are coccus bacteria.
"
Pneumococcus,taxon,Pneumonia,infectious disease,has effect,"They remain single or in groups; such as pneumonia-causing bacteria which are called pneumococcus.
"
Dysentery,syndrome,Scurvy,nan,symptoms,"They cause diseases such as scurvy, blood dysentery etc.
"
Cholera,infectious disease,Bacteria,taxon,has cause,"This type of bacteria causes cholera for humans.
"
Spirillum,taxon,Bacteria,taxon,parent taxon,"The World of Microorganisms 45 0  d) Spirillum: This type of bacteria has a spiral shape.
"
Fever,clinical sign,Medical sign,physiological condition,subclass of,"They enter our body through rat bites and generate fever and other symptoms.
"
Bacteria,taxon,Organism,anatomical entity,subclass of,"Bacteria are primitive celled organisms.
"
Bacteria,taxon,Bacteria,taxon,different from,"But this is not the case with bacteria.
"
DNA,structural class of chemical compounds,Nuclear nucleus,cellular component,part of,"Their main nuclear material or DNA is located in the protoplasm of the cell.
"
Nucleoid,structural class of chemical compounds,Nucleic acid,structural class of chemical compounds,subclass of,"They are called Nucleoid.
"
DNA,structural class of chemical compounds,Cell nucleus,cellular component,part of,"Another very important point is that bacterial cells have structures made up of one or more circular DNAs in addition to their basic nuclear material.
"
Plasmid,None,Plasmid,None,subclass of,"They are called Plasmid.
"
DNA,structural class of chemical compounds,Information,abstract object,subclass of,"DNA contains a lot of information to control everything.
"
Gene,biological sequence,DNA,structural class of chemical compounds,part of,"The different parts of DNA that work to control different types of information are called genes.
"
Gene,biological sequence,Plasmid,None,part of,"Plasmids also contain some genes.
"
Upper class,social class,Social class,social group,instance of,"We will know in detail about this in the upper class.
"
Gene,biological sequence,DNA,structural class of chemical compounds,part of,"For now, just know that a gene is a part of DNA that controls an organism’s characteristics.
"
Gene,biological sequence,Protein,group or class of chemical substances,encodes,"Genes located on plasmids produce such proteins that give the bacteria various characteristics and capabilities.
"
Virus,taxon,Bacteria,taxon,opposite of,"For example, the enemy of bacteria is virus.
"
Plasmid,None,Ribosome,cellular component,part of,"Genes A simple diagram of bacterial cell structure Ribosome Nucleid plasmids Poly Capsule Cell Membrane Cell wall Cytoplasm Flagella Science 46  contained in plasmids deal with enemies like viruses.
"
Antibiotic,medication,Plasmid,None,different from,"Moreover, plasmids play a role against the drugs we use to kill bacteria.
"
Genetic engineering,bioengineering,Biology,academic discipline,part of,"You might have heard the name of an important branch of biology called genetic engineering.
"
Genetic engineering,bioengineering,Gene,biological sequence,uses,"Genetic engineering has made it possible for scientists to create organisms with new characteristics by changing the genes that control the characteristics of organisms.
"
Genetic engineering,bioengineering,Plasmid,None,uses,"Plasmids have played an important role in the development of this genetic engineering.
"
Mitochondrion,cellular component,Organelle,cellular component,instance of,"In addition to DNA, bacterial cells, just like other living cells, contain organelles like mitochondria, ribosomes, Golgi bodies, endoplasmic reticulum, etc.
"
Bacteria,taxon,Cell wall,cellular component,has parts of the class,"Bacteria have a cell wall.
"
Cell wall,cellular component,Bacteria,taxon,part of,"However, some bacteria have another layer on their cell wall to survive in the hostile environment.
"
Polysaccharide,structural class of chemical compounds,Coating,nan,subclass of,"The capsule is basically a polysaccharide coating which is not easy to be penetrated.
"
Bacteria,taxon,Infection,physiological condition,has effect,"When we become sick from the infections with bacteria that have a capsule coating, it is relatively difficult to treat because, this capsule coating prevents the medicine from entering the bacterial cells.
"
Flagella,cellular component,Bacteria,taxon,part of,"Along the cell, Bacteria have numerous thread-like extensions called flagella wall to help bacteria move.
"
Aquatic bacteria,bacteria,Bacteria,taxon,subclass of,"Bacteria can move in the aquatic environment through the movements of these extensions.
"
Bacterial disease,infectious disease,Bacteria,taxon,has cause,"Usefulness of bacteria It is true that bacteria cause us many diseases.
"
Netherlands,country,Europe,continent,part of,"But they also have many useful roles.
"
Antibiotic,medication,Bacteria,taxon,made from material,"For example: • Various life-saving antibiotics are produced from bacteria.
"
Bacteria,taxon,Nature,phenomenon,subclass of,"• Only bacteria do nitrogen fixation in soil from nature.
"
Nitrogen,chemical element,Chemical compound,group or class of chemical substances,subclass of,"Nitrogen in the environment generally remains inactive; does not usually participate in the formation of compounds.
"
Fertilizer,chemical substance,Soil,granular material,part of,"As a result, the fertility of soil increases.
"
Jute,fiber,Fiber,material,instance of,"• Bacteria help in removing fibers from jute.
"
Yogurt,nan,Bacteria,taxon,made from material,"• Bacteria also help us make yogurt.
"
Fungus,taxon,Organism,anatomical entity,subclass of,"Fungi, Algae and Amoeba Fungi Fungi are non-green organisms without chlorophyll.
"
Photosynthesis,biological process,Sunlight,light,has effect,"As you may remember, chlorophyll is very essential organic molecule that plays an important role in photosynthesis and helps plants collect energy from sunlight.
"
