Entity,Definition,Images
Green Sea,Green Sea may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Particle,"In the physical sciences, a particle (or corpuscule in older texts) is a small localized object which can be described by several physical or chemical properties, such as volume, density, or mass.","['https://upload.wikimedia.org/wikipedia/commons/c/cc/ColloidalStability.png', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/GMAW.welding.af.ncs.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Gas_particle_movement.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/NGC_4414_%28NASA-med%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Tractor,"A tractor is an engineering vehicle specifically designed to deliver a high tractive effort (or torque) at slow speeds, for the purposes of hauling a trailer or machinery such as that used in agriculture, mining or construction.","['https://upload.wikimedia.org/wikipedia/commons/2/23/1subsoil1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/A_John_Deere_9320_at_a_construction_site_in_the_US.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Airplane_pushing_vehicle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Backhoe_and_loader.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Backing_it_in_2.jpg']"
Textbook,A textbook is a book containing a comprehensive compilation of content in a branch of study with the intention of explaining it.,"['https://upload.wikimedia.org/wikipedia/commons/3/3e/Afghan_textbooks_in_Pashto.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Ems_cover.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Electric current,"An electric current is a stream of charged particles, such as electrons or ions, moving through an electrical conductor or space.","['https://upload.wikimedia.org/wikipedia/commons/2/28/Battery_symbol2.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Current_notation.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Electromagnetic_induction_-_solenoid_to_loop_-_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Magnetic_field_produced_by_an_electric_current_in_a_solenoid.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Nuvola_apps_ksim.png']"
Active galactic nucleus,An active galactic nucleus (AGN) is a compact region at the center of a galaxy that has a much-higher-than-normal luminosity over at least some portion of the electromagnetic spectrum with characteristics indicating that the luminosity is not produced by stars.,"['https://upload.wikimedia.org/wikipedia/commons/7/77/Best_image_of_bright_quasar_3C_273.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Black_hole_-_Messier_87_crop_max_res.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg']"
Tallness,Not found on Wikipedia,['Image not found']
Electronic musical instrument,An electronic musical instrument or electrophone is a musical instrument that produces sound using electronic circuitry.,"['https://upload.wikimedia.org/wikipedia/commons/f/fa/6DOF_en.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Bending.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Bob_Moog3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Clavecin_%C3%A9lectrique.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/ContinuumAxes2.jpg']"
Same size asteroid,Not found on Wikipedia,['Image not found']
Glass rod,"A glass stirring rod, glass rod, stirring rod or stir rod is a piece of laboratory equipment used to mix chemicals.","['https://upload.wikimedia.org/wikipedia/commons/1/1d/Glass_rod.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Stirring_rod.jpg']"
Well,"A well is an excavation or structure created in the ground by digging, driving, or drilling to access liquid resources, usually water.","['https://upload.wikimedia.org/wikipedia/commons/6/6a/22-alimenti%2C_acqua_dolce%2CTaccuino_Sanitatis%2C_Casanatense_418.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/AquaBellaPickard-v.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Cleaning_a_well_in_Yaounde.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Cone_penetration_test.svg']"
National Council of Educational Research and Training,"The National Council of Educational Research and Training (NCERT) is an autonomous organisation of the Government of India which was established in 1961 as a literary, scientific and charitable Society under the Societies Registration Act.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Diploma_icon.png', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_India.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/NCERT.jpg']"
Vaccination,Vaccination is the administration of a vaccine to help the immune system develop immunity from a disease.,"['https://upload.wikimedia.org/wikipedia/commons/e/ea/%27Serum_straight_from_the_horse%27.%2C_inoculation_caricature_Wellcome_L0009827.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/A_doctor_vaccinating_a_small_girl%2C_other_girls_with_loosened_Wellcome_V0016682.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/Anti-COVID-19_Vaccination_Center_GUMed_Gdansk_Poland.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/DTP-Vaccination-rate-by-US-State-and-exemption-status-1.png']"
What will happen if,Not found on Wikipedia,['Image not found']
Frequency,Frequency is the number of occurrences of a repeating event per unit of time.,"['https://upload.wikimedia.org/wikipedia/commons/9/9e/Commutative_diagram_of_harmonic_wave_properties.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Czestosciomierz-49.9Hz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/EM_spectrum.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Frequency_counter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Fatigue,Fatigue describes a state of tiredness or exhaustion.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Dark_circles_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Rod_of_Asclepius2.svg']"
2008 Summer Olympics,"The 2008 Summer Olympics (Chinese: 2008年夏季奥运会; pinyin: Èr Líng Líng Bā Nián Xiàjì Àoyùnhuì), officially the Games of the XXIX Olympiad (Chinese: 第二十九届夏季奥林匹克运动会; pinyin: Dì Èrshíjiǔ Jiè Xiàjì Àolínpǐkè Yùndònghuì) and also known as Beijing 2008 (Chinese: 北京2008; pinyin: Běijīng èr líng líng bā), were an international multisport event held from 8 to 24 August 2008, in Beijing, China.","['https://upload.wikimedia.org/wikipedia/commons/6/67/2008_Summer_Olympic_games_countries.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/2008_Summer_Olympics_-_Opening_Ceremony_-_Ilias_Iliadis_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/2008_Summer_olympics_team_numbers.gif', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Archery_pictogram.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Athletics_pictogram.svg']"
Female Anopheles,Not found on Wikipedia,['Image not found']
Carbon monoxide,"Carbon monoxide (chemical formula CO) is a poisonous, flammable gas that is colorless, odorless, tasteless, and slightly less dense than air.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Carbon-monoxide-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Carbon-monoxide-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Carbon-monoxide-HOMO-phase-3D-balls.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Carbon-monoxide-LUMO-phase-3D-balls.png']"
Pencil,"A pencil ( (listen)) is a writing or drawing implement with a solid pigment core in a protective casing that reduces the risk of core breakage, and keeps it from marking the user's hand.","['https://upload.wikimedia.org/wikipedia/commons/1/15/3_promotional_pencils_%28ubt%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Biegsame_Bleistifte_fcm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Caran_d%27Ache_Farbstifte.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Censored_mail_Spain_Australia_1943.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Colored-Pencils.jpg']"
Tire pressure,Not found on Wikipedia,['Image not found']
Edward Jenner,"Edward Jenner,  (17 May 1749 – 26 January 1823) was an English physician and scientist who pioneered the concept of vaccines and created the smallpox vaccine, the world's first vaccine.","['https://upload.wikimedia.org/wikipedia/commons/5/57/%22Edward_Jenner_advising_a_farmer_to_vaccinate_his_family%22._O_Wellcome_V0018221.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/A_cow%27s_udder_with_vaccinia_pustules_and_human_arms_exhibiti_Wellcome_V0016678.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Certificate_of_the_Freedom_of_the_City%2C_Jenner._Wellcome_M0011023.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Cuculus_canorus.jpg']"
Cornea,"The cornea is the transparent front part of the eye that covers the iris, pupil, and anterior chamber.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/-66wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Cornea.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Cornea.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Eye-diagram_no_circles_border.svg']"
Kamikaze,"Kamikaze (神風, pronounced [kamiꜜkaze]; ""divine wind"" or ""spirit wind""), officially Shinpū Tokubetsu Kōgekitai (神風特別攻撃隊, ""Divine Wind Special Attack Unit""), were a part of the Japanese Special Attack Units of military aviators who flew suicide attacks for the Empire of Japan against Allied naval vessels in the closing stages of the Pacific campaign of World War II, intending to destroy warships more effectively than with conventional air attacks.","['https://upload.wikimedia.org/wikipedia/commons/2/26/19441025_pilots_of_japanese_201_naval_air_corps_farewell.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/72nd_Shinbu_1945_Kamikaze.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/A6M5_52c_Kyushu.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/A6M_kamikaze_attacking_c1945.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Arima_Masafumi.jpg']"
13.9 Visually Impaired Persons Can Read and Write,Not found on Wikipedia,['Image not found']
National Park Service,"The National Park Service (NPS) is an agency of the United States federal government within the U.S. Department of the Interior that manages all national parks, most national monuments, and other natural, historical, and recreational properties with various title designations.","['https://upload.wikimedia.org/wikipedia/commons/8/86/Charles_F._Sams_III%2C_NPS_Director.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Chicago_River_Bascule_Bridge%2C_LaSalle_Street%2C_Chicago.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Custom_House_-_Salem%2C_Massachusetts.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/16/El_Santuario_del_Senor_Esquipula_113804pu.jpg']"
Cloud,"In meteorology, a cloud is an aerosol consisting of a visible mass of miniature liquid droplets, frozen crystals, or other particles suspended in the atmosphere of a planetary body or similar space.","['https://upload.wikimedia.org/wikipedia/commons/2/20/Benjamin_West_-_Joshua_passing_the_River_Jordan_with_the_Ark_of_the_Covenant_-_Google_Art_Project.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Burning_Yellow_Sunset.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Cirrus-fibratus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Cirrus_sky_panorama.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Cloud_evolution_in_under_a_minute.ogv']"
Estrogen,Estrogen or oestrogen (see spelling differences) is a category of sex hormone responsible for the development and regulation of the female reproductive system and secondary sex characteristics.,"['https://upload.wikimedia.org/wikipedia/commons/6/6e/Chemical_structures_of_major_endogenous_estrogens_no_labels.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Estradiol.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Estradiol_during_menstrual_cycle.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Estradiol_metabolism_structures.svg']"
Repel,Repel is a commune in the Vosges department in Grand Est in northeastern France.,"['https://upload.wikimedia.org/wikipedia/commons/5/5c/Blason_d%C3%A9partement_fr_Vosges.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/France_location_map-Regions_and_departements-2016.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Grand_Est_region_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Mairie_Repel.JPG']"
Taji people,Not found on Wikipedia,['Image not found']
Menstruation,"Menstruation (also known as a period, among other colloquial terms) is the regular discharge of blood and mucosal tissue from the inner lining of the uterus through the vagina.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Amra_Padatik_India.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Clothpad.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Coupe-menstruelle.jpg']"
The Sparks that the Greeks Knew About,Not found on Wikipedia,['Image not found']
Potassium iodide,"Potassium iodide is a chemical compound, medication, and dietary supplement.","['https://upload.wikimedia.org/wikipedia/commons/f/f7/Distributiegebieden-jodiumtabletten.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Pheochromocytoma_Scan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Potassium-iodide-3D-ionic.png']"
Skin condition,"A skin condition, also known as cutaneous condition, is any medical condition that affects the integumentary system—the organ system that encloses the body and includes skin, nails, and related muscle and glands.","['https://upload.wikimedia.org/wikipedia/commons/f/f0/3D_medical_animation_skin_layers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Macule_and_Patch.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Nodules.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Papule_and_Plaque.svg']"
Compass,A compass is a device that shows the cardinal directions used for navigation and geographic orientation.,"['https://upload.wikimedia.org/wikipedia/commons/8/8e/2016_Busola.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Boussole_fantassin_russe.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Brunton.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Cammenga-lensatic-compass-model-27.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Hydra diagram,Not found on Wikipedia,['Image not found']
Glass,"Glass is a non-crystalline, often transparent, amorphous solid that has widespread practical, technological, and decorative use in, for example, window panes, tableware, and optics.","['https://upload.wikimedia.org/wikipedia/commons/7/78/250_mL_Erlenmeyer_flask.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Bottle%2C_wine_%28AM_1997.80.28-1%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Bristol.blue.glass.arp.750pix.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/British_dimpled_glass_pint_jug_with_ale.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Bulk_Metallic_Glass_Sample.jpg']"
World War I,"World War I or the First World War (28 July 1914 – 11 November 1918), often abbreviated as WWI, was one of the deadliest global conflicts in history.","['https://upload.wikimedia.org/wikipedia/commons/6/6a/1908-10-07_-_Moritz_Schiller%27s_Delicatessen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/1914-06-29_-_Aftermath_of_attacks_against_Serbs_in_Sarajevo.png', 'https://upload.wikimedia.org/wikipedia/commons/4/48/1917_ortler_vorgipfelstellung_3850_m_highest_trench_in_history_of_first_world_war.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/1stGazaBritishPrisoners00118v.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/38cmBttrPommern.jpg']"
Air pollution,"Air pollution is the contamination of air due to the presence of substances in the atmosphere that are harmful to the health of humans and other living beings, or cause damage to the climate or to materials.","['https://upload.wikimedia.org/wikipedia/commons/d/d7/2016_EPI_Environmental_Health_Objective_-_Air_Quality_%2826170609658%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Agbogbloshie%2C_Ghana_2019.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Air_Pollution-Causes%26Effects.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Air_pollution3.jpg']"
Electrical engineering,"Electrical engineering is an engineering discipline concerned with the study, design, and application of equipment, devices, and systems which use electricity, electronics, and electromagnetism.","['https://upload.wikimedia.org/wikipedia/commons/0/0c/3_Park_Avenue.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/02/80486dx2-large.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Bayer_pattern_on_sensor.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Belgium._Belgian_electrical_engineers_Georges_Jean_L._Van_Antro%2C_left%2C_Georges_H._Marchal%2C_center%2C_and_Jacques_de..._-_NARA_-_541661.tif', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Black gold,Black gold or Black Gold may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Lysergic acid diethylamide,Not found on Wikipedia,['Image not found']
Electroplating,"Electroplating, also known as electrochemical deposition or electrodeposition, is a process for producing a metal coating on a solid substrate through the reduction of cations of that metal by means of a direct electric current.","['https://upload.wikimedia.org/wikipedia/commons/c/c7/Copper_electroplating_principle_%28multilingual%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Early_Electro-Plating.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Fragment_of_west_barelief_on_St.Isaac_cathedral.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Haring_Cell.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Hullcell.jpg']"
Cautionary tale,A cautionary tale is a tale told in folklore to warn its listener of a danger.,"['https://upload.wikimedia.org/wikipedia/commons/e/ec/H_Hoffmann_Struwwel_08.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']"
How can you explain this,Not found on Wikipedia,['Image not found']
Plane mirror,A plane mirror is a mirror with a flat (planar) reflective surface.,"['https://upload.wikimedia.org/wikipedia/commons/5/52/Mirror.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Plane_mirror.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/TwoPlaneMirrors.svg']"
Foodborne illness,"Foodborne illness (also foodborne disease and food poisoning) is any illness resulting from the spoilage of contaminated food by pathogenic bacteria, viruses, or parasites that contaminate food, as well as prions (the agents of mad cow disease), and toxins such as aflatoxins in peanuts, poisonous mushrooms, and various species of beans that have not been boiled for at least 10 minutes.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Food_Safety_1.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Foodinfridgetext.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Giardia_lamblia.jpg']"
Refill,"""Refill"" is a song by American singer-songwriter and R&B recording artist Elle Varner.",['Image not found']
Christian cross,"The Christian cross, seen as a representation of the crucifixion of Jesus on a large wooden cross, is a renowned symbol of Christianity.","['https://upload.wikimedia.org/wikipedia/commons/9/9d/A_Commonwealth_Cross_of_Sacrifice_or_War_Cross.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Alexander_III_Rota.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Alexorig.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Anchor_cross_%28bold%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ankh_%28bold%29.svg']"
Well-being,"Well-being, or wellbeing, also known as wellness, prudential value or quality of life, refers to what is intrinsically valuable relative to someone.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Eudaimonic_well-being_Joshanloo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Flock_of_Seagulls_%28eschipul%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Happy_vilage_kids.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Psi2.svg']"
Fertile ground,Not found on Wikipedia,['Image not found']
Activity 11,Not found on Wikipedia,['Image not found']
Project,"A project is any undertaking, carried out individually or collaboratively and possibly involving research or design, that is carefully planned to achieve a particular goal.An alternative view sees a project managerially as a sequence of events: a ""set of interrelated tasks to be executed over a fixed period and within certain cost and other limitations"".A project may be a temporary (rather than a permanent) social system (work system), possibly staffed by teams (within or across organizations) to accomplish particular tasks under time constraints.A project may form a part of wider programme management","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Foetus,Not found on Wikipedia,['Image not found']
Feces,"Feces (or faeces), known colloquially and in slang as poo, caca, scat and poop, are the solid or semi-solid remains of food that was not digested in the small intestine, and has been broken down by bacteria in the large intestine.","['https://upload.wikimedia.org/wikipedia/commons/6/60/Avf%C3%B6ring_-_F%C3%A5gelspillning_-_Ystad-2015.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Badaia_-_Heces_de_caballo_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/BearApplePoop.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Cyclosia_papilionaris_by_Kadavoor.JPG']"
Marble,"Marble is a metamorphic rock consisting of carbonate minerals that recrystallize under the influence of heat, pressure and aqueous solutions, most commonly calcite  (CaCO3) or dolomite (CaMg(CO3)2) and has a crystalline texture of varying thickness.","['https://upload.wikimedia.org/wikipedia/commons/5/50/Aliveri_marble_waste_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Blue_calcitic_marble%2C_Valentine_Mine%2C_Lewis_County_NY.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Catedraldemarmol.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Cleopatra_by_William_Wetmore_Story_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Bengaluru,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']
How we hear,Not found on Wikipedia,['Image not found']
Bifocal lens,Not found on Wikipedia,['Image not found']
Tourist attraction,"A tourist attraction is a place of interest that tourists visit, typically for its inherent or an exhibited natural or cultural value, historical significance, natural or built beauty, offering leisure and amusement.","['https://upload.wikimedia.org/wikipedia/commons/7/7b/-_panoramio_%281794%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/1_times_square_night_2013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/20160806-DSCF1573-BalTone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Aerial_View_of_Hardy_Reef_-_2013.04_-_panoramio.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/All_Gizah_Pyramids.jpg']"
Zakir Husain College,Not found on Wikipedia,['Image not found']
Boojho,Not found on Wikipedia,['Image not found']
Alcohol,Alcohol most commonly refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Vehicle,A vehicle (from Latin  vehiculum) is a machine that transports people or cargo.,"['https://upload.wikimedia.org/wikipedia/commons/6/68/2018_Honda_Jazz_%28GK5_MY18%29_VTi-S_hatchback_%282018-08-06%29_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Azure%2C_a_bend_Or.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/China_E-bike.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Crystal_Clear_app_linneighborhood.svg']"
Walk,Not found on Wikipedia,['Image not found']
Paper clip,"A paper clip (or paperclip) is a tool used to hold sheets of paper together, usually made of steel wire bent to a looped shape (though some are covered in plastic).","['https://upload.wikimedia.org/wikipedia/commons/e/ee/Assorted_paperclips_together.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/BI-binders.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Design-ikon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg']"
Desert cooler,Not found on Wikipedia,['Image not found']
Nursery,Nursery may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Rolling thunder,Not found on Wikipedia,['Image not found']
Battery terminal,Battery terminals are the electrical contacts used to connect a load or charger to a single cell or multiple-cell battery.,"['https://upload.wikimedia.org/wikipedia/commons/6/6c/BatTerminal-SideBar.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Dolly the sheep,Not found on Wikipedia,['Image not found']
Pitch,Pitch may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
