entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Zygote,cell type,Embryo,organism,followed by,"Fig. 6.7 : Eggs of frog Rationalised-2023-24  SCIENCE 70 Development of Embryo Fertilisation results in the formation of zygote which begins to develop into an embryo [Fig.
"
Australia,sovereign state,Queensland,state of Australia,contains administrative territorial entity,"6.8(a)].
"
Embryo,organism,Embryo,organism,develops from,"This developing structure is termed an embryo.
"
Embryo,organism,Uterus,anatomical structure,location of creation,"The embryo gets embedded in the wall of the uterus for further development [Fig. 6.8(c)].
"
Embryo,organism,Uterus,anatomical structure,location of creation,"The embryo continues to develop in the uterus.
"
Zygote,cell type,Embryo,organism,followed by,"It gradually develops body Fig. 6.8 : (a) Zygote formation and development of an embryo from the zygote; (b) Ball of cells (enlarged); (c) Embedding of the embryo in the uterus (enlarged) How could a single cell become such a big individual?
"
Zygote,cell type,Embryo,organism,followed by,"(b) (a) (c) Uterus Embedding embryo Ovary Ovulation Zygote Uterus wall Developing embryo Though these animals lay hundreds of eggs and release millions of sperms, all the eggs do not get fertilised and develop into new individuals.
"
Rain,precipitation,Water,None,subclass of,"This is because the eggs and sperms get exposed to  water movement, wind and rainfall.
"
Egg as food,food,Animal,taxon,subclass of,"Also, there are other animals in the pond which may feed on eggs.
"
Sperm,cell type,Fertilisation,biological process,has effect,"Thus, production of large number of eggs and sperms is necessary to ensure fertilisation of at least a few of them.
"
Head,cardinal body part,Head,cardinal body part,part of,"Rationalised-2023-24  REPRODUCTION IN ANIMALS 71 parts such as hands, legs, head, eyes, ears etc.
"
Fetus,organism,Embryo,organism,subclass of,"The stage of the embryo in which all the body parts can be identified is called a foetus (Fig. 6.9).
"
Fetus,organism,Child,human,child,"When the development of the foetus is complete, the mother gives birth to the baby.
"
Egg as food,food,Egg as food,food,part of,"place inside the egg shell during this period?
"
Egg,vegetable,Eggshell,embryo structure,develops from,"After the chick is completely developed it bursts open the egg shell.
"
Embryo,organism,Fertilisation,biological process,location of creation,"In animals which undergo external fertilisation, development of the embryo takes place outside the female body.
"
Embryo,organism,Egg cell,cell type,location of creation,"The embryos continue to grow within their egg coverings.
"
Embryo,organism,Egg as food,food,location of creation,"After the embryos develop, the eggs hatch.
"
Tadpole,organisms known by a particular common name,Tadpole,organisms known by a particular common name,subclass of,"You must have seen numerous tadpoles swimming in ponds and streams.
"
Egg,vegetable,Animal,taxon,produced by,"Viviparous and Oviparous Animals We have learnt that some animals give birth to young ones while some animals lay eggs which later develop into young ones.
"
Viviparous animal,animal,Animal,taxon,subclass of,"The animals which give birth to young ones are called viviparous animals.
"
Oviparity,None,Egg,vegetable,has quality,"Those animals which lay eggs are called oviparous animals.
"
Oviparity,biological process,Viviparity,biological process,opposite of,"The following activity will help you understand better and differentiate between viviparous and oviparous animals.
"
Bird,taxon,Egg as food,food,this taxon is source of,"Activity 6.2 Try to observe eggs of the following organisms – frog, lizard, butterfly or moth, hen and crow or any other bird.
"
Egg as food,food,Egg as food,food,subclass of,"Were you able to observe eggs of all of them?
"
Egg as food,food,Egg as food,food,subclass of,"Make drawings of  the eggs that you have observed.
"
Egg,vegetable,Mother,kinship,produced by,"The eggs of a few animals are easy to observe because their mothers lay them outside their bodies.
"
Oviparity,None,Animal,taxon,facet of,"These are examples of oviparous animals.
"
Dog,organisms known by a particular common name,Egg as food,food,this taxon is source of,"But you would not be able to collect the eggs of a dog, cow or cat.
"
Egg as food,food,Egg as food,food,different from,"This is because they do not lay eggs.
"
Mother,kinship,Child,human,child,"The mother gives birth to the young ones.
"
Viviparity,animal reproduction,Animal reproduction,biological process,subclass of,"These are examples of viviparous animals.
"
Chicken,chicken,Internal fertilisation,fertilisation,has quality,"Internal fertilisation takes place in hens also.
"
Cow,organisms known by a particular common name,Cattle,organisms known by a particular common name,this taxon is source of,"But, do hens give birth to babies like human beings and cows?
"
Knowledge is power,knowledge,Knowledge,nan,part of,"You know that they do not.
"
Chicks born,birth,Birth,biological process,subclass of,"Then, how are chicks born?
"
Let us find out,film,Film,series,instance of,"Let us find out.
"
Zygote,cell type,Fertilisation,biological process,fabrication method,"Soon after fertilisation, the zygote divides repeatedly and travels down the oviduct.
"
Protective layer,layer,Layer,geographical object,subclass of,"As it travels down, many protective layers are formed around it.
"
Egg shell,anatomical structure,Egg as food,vegetable,part of,"The hard shell that you see in a hen’s egg is one such protective layer.
"
Embryo,organism,Egg,vegetable,location of creation,"After the hard shell is formed around the developing embryo, the hen finally lays the egg.
"
Embryo,organism,Chicken,chicken,develops from,"The embryo takes about 3 weeks to develop into a chick.
"
Chicken,chicken breed,Egg as food,food,this taxon is source of,"You must have seen the hen sitting on the eggs to provide sufficient warmth.
"
Fetus,organism,Uterus,anatomical structure,location of creation,"Did you know that development of the chick takes Fig. 6.9 : Foetus in the uterus Uterus Rationalised-2023-24  SCIENCE 72 Can you now give some more examples of viviparous and oviparous animals?
"
Young adult,child,Adults,organism,followed by,"Young Ones to Adults The new individuals which are born or hatched from the eggs continue to grow till they become adults.
"
Adult,organism,Child,human,opposite of,"In some animals, the young ones may look very different from the adults.
"
Life cycle of frog,biological process,Frog,taxon,facet of,"The life cycle of frog is shown in Fig. 6.10.
"
Adult,organism,Egg,vegetable,follows,"Observe the different stages of frog starting from the egg to the adult stage.
"
Tadpole,larva,Larva,development stage of animal,subclass of,"We find that there are three distinct stages, that is, egg → tadpole (larva) → adult.
"
Tadpole,organisms known by a particular common name,Adult,organism,opposite of,"Don’t the tadpoles look so different from the adults?
"
Tadpole,development stage of animal,Frog,taxon,followed by,"Can you imagine that these tadpoles would some day become frogs?
"
Adult,organism,Tadpole,development stage of animal,opposite of,"The tadpoles transform into adults capable of jumping and swimming.
"
Adult,organism,Larva,development stage of animal,opposite of,"The transformation of the larva into an adult through drastic changes is called metamorphosis.
"
Body change,biological process,Body change,biological process,has effect,"What about the changes that we observe in our body as we grow?
"
Metamorphosis,biological process,Metamorphosis,biological process,has effect,"Do you think we too undergo metamorphosis?
"
Adult,organism,Human,organisms known by a particular common name,subclass of,"In human beings, body parts similar to those present in the adults are present from the time of birth.
"
Asexual reproduction,biological process,Reproduction,biological process,subclass of,"6.3 Asexual Reproduction So far, we have learnt about reproduction in some familiar animals.
"
Amoeba,taxon,Organism,anatomical entity,subclass of,"But what about very small animals like hydra and microscopic organisms like amoeba?
"
Reproduction,biological process,Life,phenomenon,part of,"Do you know how they reproduce?
"
Let us find out,film,Film,series,instance of,"Let us find out.
"
Egg,vegetable,Frog,taxon,found in taxon,"Fig. 6.10 : Life cycle of frog (a) Eggs (b) Early tadpole (c) Late tadpole (d) Adult frog Rationalised-2023-24  REPRODUCTION IN ANIMALS 73 Activity 6.3 Get permanent slides of hydra.
"
Microscope,optical instrument,Lens,optical component,subclass of,"Observe them using hand lens or a microscope.
"
Body bulge,clinical sign,Bulge,clinical sign,subclass of,"Look out for any bulges from the parent body.
"
Bulge,chart,Chart,diagram,instance of,"Count the number of bulges that you see in different slides.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"Also, note the size of the bulges.
"
Hydra diagram,hydra,Hydra,taxon,instance of,"Draw the diagram of hydra, as you see it.
"
Fig. 6,statue,Eleventh Figure,figure,depicts,"Compare it with the Fig. 6.11.
"
Glossary of leaf morphology,morphology,Leaf development,biological process,facet of,"These bulges are the developing new individuals and they are called buds.
"
Outgrowth,None,Hydra,taxon,facet of,"In hydra too the new individuals develop as outgrowths from a single parent.
"
Asexual reproduction,biological process,Reproduction,biological process,subclass of,"This type of reproduction in which only a single parent is involved is called asexual reproduction.
"
Budding,asexual reproduction,Asexual reproduction,biological process,subclass of,"Since new individuals develop from the buds in hydra, this type of asexual reproduction is called budding.
"
Amoeba,taxon,Organism,anatomical entity,subclass of,"Another method of asexual reproduction is observed in the microscopic organism, amoeba.
"
Let us see how this happens,None,Mathematics,academic discipline,facet of,"Let us see how this happens.
"
Amoeba,taxon,Organism,anatomical entity,subclass of,"You will recall that amoeba is a single-celled organism [Fig. 6.12(a)].
"
Cell nucleus,cellular component,Cell nucleus,cellular component,part of,"It begins the process of reproduction by the division of its nucleus into two nuclei [Fig. 6.12(b)].
"
Parent amoeba,cell type,Amoeba,taxon,subclass of,"Finally, two amoebae are produced from one parent amoeba [Fig. 6.12(d)].
"
Roslin Institute,institute,Edinburgh,city,location,"Cloning of an animal was successfully performed for the first time by Ian Wilmut and his colleagues at the Roslin Institute in Edinburgh, Scotland.
"
Dolly,mammal living in captivity,Cloning,engineering process,instance of,"Dolly was born on 5th July 1996 and was the first mammal to be cloned.
"
Finn Dorsett sheep,sheep breed,Scottish blackface ewe,sheep breed,"parent of this hybrid, breed, or cultivar","(a) Finn Dorsett sheep (b) Scottish blackface ewe (c) Dolly Fig. 6.13 During the process of cloning Dolly, a cell was collected from the mammary gland of a female Finn Dorsett sheep [Fig.
"
5.6,"version, edition, or translation",5.13,"version, edition, or translation",followed by,"6.13 (a)].
"
Blackface ewe,sheep breed,Scotland,devolved nation within the UK,country of origin,"Simultaneously, an egg was obtained from a Scottish blackface ewe [Fig. 6.13 (b)].
"
Cell nucleus,cellular component,Egg,vegetable,part of,"The nucleus was removed from the egg.
"
Finn Dorsett sheep,sheep breed,Scottish blackface ewe,sheep breed,"parent of this hybrid, breed, or cultivar","Then, the nucleus of the mammary gland cell from the Finn Dorsett sheep was inserted into the egg of the Scottish blackface ewe whose nucleus had been removed.
"
Scottish blackface ewe,sheep breed,Egg as food,food,this taxon is source of,"The egg thus produced was implanted into the Scottish blackface ewe.
"
Dolly the sheep,sheep,Egg as food,food,instance of,"Development of this egg followed normally and finally Dolly was born.
"
Finn Dorsett,sheep breed,Sheep,organisms known by a particular common name,subclass of,"Though Dolly was given birth by the Scottish blackface ewe, it was found to be absolutely identical to the Finn Dorsett sheep from which the nucleus was taken.
"
Scottish blackface ewe,sheep breed,Dolly,sheep,different from,"Since the nucleus from the egg of the Scottish blackface ewe was removed, Dolly did not show any character of the Scottish blackface ewe.
"
Finn Dorsett,sheep breed,Sheep,organisms known by a particular common name,subclass of,"Dolly was a healthy clone of the Finn Dorsett sheep and produced several offspring of her own through normal sexual means.
"
Dolly Parton,human,Lung disease,rare disease,cause of death,"Unfortunately, Dolly died on 14th February 2003 due to a certain lung disease.
"
Cloning,engineering process,Mammal,taxon,has effect,"Since Dolly, several attempts have been made to produce cloned mammals.
"
Death before birth,cause of death,Death after birth,cause of death,different from,"However, many die before birth or die soon after birth.
"
Birth defect,disease,Birth defect,disease,subclass of,"The cloned animals are many-a-times found to be born with severe abnormalities.
"
Binary fission,biological process,Reproduction,biological process,subclass of,"reproduction in which an animal reproduces by dividing into two individuals is called binary fission.
"
Budding,reproduction,Reproduction,biological process,subclass of,"Apart from budding and binary fission, there are other methods by which a single parent reproduces young ones.
"
Higher education,academic discipline,Education,academic discipline,subclass of,"You will study about these in your higher classes.
"
Fertilizer,chemical substance,Fertilisation,biological process,use,"Rationalised-2023-24  REPRODUCTION IN ANIMALS 75 KEYWORDS KEYWORDS KEYWORDS KEYWORDS KEYWORDS ASEXUAL REPRODUCTION BINARY FISSION BUDDING EGGS EMBRYO EXTERNAL FERTILISATION FERTILISATION FOETUS INTERNAL FERTILISATION METAMORPHOSIS OVIPAROUS ANIMALS SEXUAL REPRODUCTION SPERMS VIVIPAROUS ANIMALS ZYGOTE WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT Ü There are two modes by which animals repro- duce.
"
Asexual reproduction,biological process,Sexual reproduction,biological process,subclass of,"These are: (i) Sexual reproduction, and (ii) Asexual reproduction.
"
Male,organism,Female,organism,opposite of,"Ü Reproduction resulting from the fusion of male and  female gametes is called sexual reproduction.
"
Ovary,anatomical structure,Uterus,anatomical structure,part of,"Ü The reproductive organs in the female include ovaries, oviducts and uterus.
"
Testicle,anatomical structure,Sex organ,anatomical structure,part of,"Ü The reproductive organs in male include testes, sperm ducts and penis.
"
Ova,cell type,Gamete,cell type,subclass of,"Ü The ovary produces female gametes called ova and the testes produce male gametes called sperms.
"
Fertilisation,biological process,Ovum,cell type,has cause,"Ü The fusion of ovum and sperm is called fertilisation.
"
Zygote,cell type,Fertilisation,biological process,fabrication method,"The fertilised egg is called a zygote.
"
Internal fertilisation,fertilisation,Fertilisation,biological process,subclass of,"Ü Fertilisation that takes place inside the female body is called internal fertilisation.
"
Cow,organisms known by a particular common name,Animal,taxon,subclass of,"This is observed in human beings and other animals such as hens, cows and dogs.
"
External fertilisation,fertilisation,Fertilisation,biological process,subclass of,"Ü Fertilisation that takes place outside the female body is called external fertilisation.
"
Starfish,taxon,Fish,taxon,subclass of,"This is observed in frogs, fish, starfish, etc.
"
Zygote,cell type,Embryo,organism,followed by,"Ü The zygote divides repeatedly to give rise to an embryo.
"
Embryo,organism,Uterus,anatomical structure,location of creation,"Ü The embryo gets embedded in the wall of the uterus for further development.
"
Fetus,organism,Embryo,organism,subclass of,"Ü The stage of the embryo in which all the body parts are identifiable is called foetus.
"
Cattle,organisms known by a particular common name,Viviparous animal,animal,subclass of,"Ü Animals such as human beings, cows and dogs which give birth to young ones are called viviparous animals.
"
Egg,vegetable,Oviparity,biological process,produced by,"Ü Animals such as hen, frog, lizard  and butterfly which lay eggs are called oviparous animals.
"
Adult,organism,Larva,development stage of animal,opposite of,"Ü The transformation of the larva into adult through drastic changes is called metamorphosis.
"
Asexual reproduction,biological process,Reproduction,biological process,subclass of,"Ü The type of reproduction in which only a single parent is involved is called asexual reproduction.
"
Binary fission,asexual reproduction,Asexual reproduction,biological process,subclass of,"This type of asexual reproduction is called binary fission.
"
SCIENCE 76 Exercises,exercise,Exercises of Science,None,part of,"Rationalised-2023-24  SCIENCE 76 Exercises 1.
"
Organism,anatomical entity,Reproduction,biological process,manifestation of,"Explain the importance of reproduction in organisms.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Fertilisation,biological process,Human,organisms known by a particular common name,has effect,"Describe the process of fertilisation in human beings.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,"Choose the most appropriate answer.
"
Internal fertilisation,biological process,Fertilisation,biological process,subclass of,"(a) Internal fertilisation occurs (i) in female body.
"
Male,organism,Female,organism,opposite of,"(ii) outside female body.
"
Male,organism,Organism,anatomical entity,instance of,"(iii) in male body.
"
Female,organism,Male,organism,opposite of,"(iv) outside male body.
"
True,statement,False,statement,opposite of,"Indicate whether the following statements are True (T) or False (F).
"
Oviparity,None,Animal,taxon,facet of,"(a) Oviparous animals give birth to young ones.
"
Fertilisation,biological process,External fertilisation,biological process,has cause,"(    ) (c) External fertilisation takes place in frog.
"
Budding,reproduction,Reproduction,biological process,subclass of,"(    ) (f) Amoeba reproduces by budding.
"
Asexual reproduction,biological process,Fertilisation,biological process,has effect,"(    ) (g) Fertilisation is necessary even in asexual reproduction.
"
Binary fission,asexual reproduction,Asexual reproduction,biological process,subclass of,"(    ) (h) Binary fission is a method of asexual reproduction.
"
Zygote,cell type,Fertilisation,biological process,fabrication method,"(    ) (i) A zygote is formed as a result of fertilisation.
"
Zygote,cell type,Foetus,development stage of animal,followed by,"Give two differences between a zygote and a foetus.
"
5.6,"version, edition, or translation",5.7,"version, edition, or translation",followed by,"6.
"
Asexual reproduction,biological process,Reproduction,biological process,subclass of,"Define asexual reproduction.
"
Asexual reproduction,biological process,Animal reproduction,biological process,facet of,"Describe two methods of asexual reproduction in animals.
"
5.7,album,6.1,album,followed by,"7.
"
8.8,album,9.9,album,followed by,"8.
"
Metamorphosis,biological process,Metamorphism,geological process,has effect,"What is metamorphosis?
"
John F. Kennedy,human,President of the United States,position,position held,"Give examples.
"
Internal fertilisation,biological process,External fertilisation,biological process,opposite of,"Differentiate between internal fertilisation and external fertilisation.
"
Rationalised-2023-24,report,Animal husbandry,science,main subject,"Rationalised-2023-24  REPRODUCTION IN ANIMALS 77 E X E R C I S E S 10.
"
Tips for completing the crossword puzzle,None,Crossword,word puzzle,facet of,"Complete the crossword puzzle using the hints given below.
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"Across 1.
"
Gamete fusion,biological process,Gamete,cell type,facet of,"The process of the fusion of the gametes.
"
5.6,"version, edition, or translation",5.7,"version, edition, or translation",followed by,"6.
"
Fertilisation,biological process,Fertilisation,biological process,subclass of,"The type of fertilisation in hen.
"
5.7,album,6.1,album,followed by,"7.
"
Hydra,taxon,Body,anatomical structure,has parts of the class,"The term used for bulges observed on the sides of the body of hydra.
"
8.8,album,9.9,album,followed by,"8.
"
Egg as food,food,Egg as food,food,subclass of,"Eggs are produced here.
"
Australia,sovereign state,Queensland,state of Australia,contains administrative territorial entity,"Down 2.
"
Sperm,cell type,Male reproductive organ,anatomical structure,produced by,"Sperms are produced in these male reproductive organs.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
In vitro fertilisation,fertilisation,Fertilisation,biological process,subclass of,"Another term for in vitro fertilisation.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Egg,vegetable,Animal,taxon,produced by,"These animals lay eggs.
"
4.5,literary work,Doctor Who,television series,part of the series,"5.
"
Cellular fission,separation,Amoeba,taxon,facet of,"A type of fission in amoeba.
"
 Activities and Projects,literary work,Extended Learning,None,part of,"Extended Learning — Activities and Projects 1.
"
Poultry farming,activity,Poultry,organisms known by a particular common name,uses,"Visit a poultry farm.
"
The Wizard of Oz,literary work,Tolkien,human,characters,"Talk to the manager of the farm and try to find out the answers to the following.
"
Broiler,poultry,Poultry,organisms known by a particular common name,subclass of,"(a) What are layers and broilers in a poultry farm?
"
Unfertilised egg,food,Chicken,chicken,part of,"(b) Do hens lay unfertilised eggs?
"
Fertilisation,biological process,Egg,vegetable,has effect,"(c) How can you obtain fertilised and unfertilised eggs?
"
Fertilisation,biological process,Fertilisation,biological process,opposite of,"(d) Are the eggs that we get in the stores fertilised or unfertilised?
"
Fertilisation,biological process,Egg,vegetable,has effect,"(e) Can you consume fertilised eggs?
"
Fertilisation,biological process,Egg as food,food,has effect,"(f) Is there any difference in the nutritional value of fertilised and unfertilised eggs?
"
Hydra,water deity,Jellyfish,fish,instance of,"Hydra is transparent, jelly-like and with tentacles.
"
Human body,nan,Human body,nan,part of,"It clings to the jar with the base of its body.
"
Tentacle,anatomical structure,Hydra,water deity,part of,"If the jar is shaken, the hydra will contract instantly into a small blob, at the same time drawing its tentacles in.
"
Watch,costume accessory,Glass,material,made from material,"Now take out few hydras from the jar and put them on a watch glass.
"
Binoculars,optical instrument,Microscope,optical instrument,subclass of,"Using a hand lens or a binocular or dissection microscope, observe the changes that are taking place in their body.
"
Note down,None,Observation,process,part of,"Note down your observations.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Unfertilised egg,food,Egg as food,food,subclass of,"The eggs we get from the market are generally the unfertilised ones.
"
Chicken,chicken,Poultry,organisms known by a particular common name,subclass of,"In case you wish to observe a developing chick embryo, get a fertilised egg from the poultry or hatchery which has been incubated for 36 hours or more.
"
Yolk,food,Egg as food,food,part of,"You may then be able to see a white disc-like structure on the yolk.
"
Embryo,organism,Developing organ,nan,develops from,"This is the developing embryo.
"
Heart,nan,Blood vessel,anatomical structure,connects with,"Sometimes if the heart and blood vessels have developed you may even see a red spot.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Talk to a doctor,doctor,Physician,occupation,subclass of,"Talk to a doctor.
"
Twinning,optical phenomenon,Twin,kinship,subclass of,"Find out how twinning occurs.
"
Twin,kinship,Kinship,social group,subclass of,"Look for any twins in your neighbourhood, or among your friends.
"
Identical twins,identical twins,Twin,kinship,subclass of,"Find out  if the twins are identical or non-identical.
"
Twin,kinship,Sex,role,subclass of,"Also find out why identical twins are always of the same sex?
"
Twin,kinship,Kinship,kinship,subclass of,"If you know of any story about twins, write it in your own words.
"
Did You Know?,scientific journal,Animal reproduction,biological process,main subject,"For more information on animal reproduction, you can visit : l www.saburchill.com l www.teenshealth.org/teen/sexual-health Did You Know?
"
Honey bee,taxon,Honey,confection,this taxon is source of,"An interesting organisation is observed in a honey bee hive, a colony of several thousand bees.
"
Egg as food,food,Bee,clade,produced by,"Only one bee in the colony lays eggs.
"
Queen bee,clade,Bee,clade,subclass of,"This bee is called the queen bee.
"
Worker bee,bee,Bee,clade,subclass of,"All other female bees are worker bees.
"
Queen bee,clade,Bee,clade,part of,"Their main job is to build the hive, look after the young and feed the queen bee adequately to keep her healthy so that she can lay eggs.
"
Bee egg,cell type,Bee,clade,produced by,"A queen bee lays thousands of eggs.
"
Unfertilised egg,egg,Fertilised egg,cell type,opposite of,"The fertilised eggs hatch into females, while the unfertilised eggs give rise to males, called drones.
"
Egg,vegetable,Bee,clade,produced by,"It is the job of the worker bees to maintain the temperature of the hive at around 35°C to incubate the eggs.
"
Reproduction,biological process,Animal reproduction,biological process,part of,"Rationalised-2023-24  I n the previous chapter, you have learnt how animals reproduce.
"
Growth,biological process,Reproduction,biological process,has effect,"It is only after ‘growing up’ to a certain age that human beings and many other animals can reproduce.
"
Reproduction,biological process,Age,phenomenon,has cause,"Why can humans reproduce only after a certain age?
"
Human body,nan,Reproduction,biological process,has quality,"In this chapter, you will learn about changes that take place in the human body after which a person becomes capable of reproduction.
"
Reproductive organ,anatomical structure,Human body,nan,part of,"In Chapter 6, you have learnt about human reproductive organs.
"
Adult,organism,Child,human,opposite of,"Here, we shall discuss the role that hormones play in bringing about changes that make a child grow into an adult.
"
Puberty,physiological condition,Adolescence,phase of human life,subclass of,"7.1 Adolescence and Puberty Boojho was celebrating his 12th birthday.
"
Paheli,fictional human,Boojho,fictional human,sibling,"After his friends left, Boojho and Paheli began chatting with their parents.
"
Paheli,human,All-girls school,school,educated at,"Paheli studies in an all-girls school.
"
Lip,anatomical structure,Lip,anatomical structure,part of,"Some of them were looking very funny with a hairy line above their lips.
"
Growth,biological process,Birth,biological process,has cause,"Growth begins from the day one is born.
"
10,child,Eleventh grade,educational year,followed by,"But upon crossing the age of 10 or 11, there is a sudden spurt in growth which becomes noticeable.
"
Adult,organism,Child,human,opposite of,"They indicate that you are I wonder how long this period marked by changes in the body will last! no longer a child but are on the way to becoming an adult.
"
Child,child,Adult,human,followed by,"It is a strange period of life when you are neither a child nor an adult.
"
Child,human,Adult,human,followed by,"I wonder whether this period between childhood and adulthood had a special name! Growing up is a natural process.
"
Adolescence,phase of human life,Eleventh grade,educational year,follows,"Adolescence begins around the age of 11 and lasts upto 18 or 19 years of age.
"
Teen,child,Adolescence,phase of human life,subclass of,"Since this period covers the ‘teens’ (13 to 18 or 19 years of age), adolescents are also called ‘teenagers’.
"
Girl,child,Boy,male human,opposite of,"In girls, adolescence may begin a year or two earlier than in boys.
"
Adolescence,phase of human life,Adolescence,phase of human life,different from,"Also, the period of adolescence varies from person to person.
"
Adolescence,phase of human life,Human body,nan,part of,"The human body undergoes several changes during adolescence.
"
Puberty,physiological condition,Puberty,physiological condition,has effect,"These changes mark the onset of puberty.
"
Puberty,physiological condition,Reproduction,biological process,has effect,"The most important change which marks puberty is that boys and girls become capable of reproduction.
"
Puberty,physiological condition,Reproductive maturity,None,has effect,"Puberty ends when an adolescent reaches reproductive maturity.
"
Paheli,human,Boojho,human,spouse,"REACHING THE AGE OF ADOLESCENCE REACHING THE AGE OF ADOLESCENCE Rationalised-2023-24  SCIENCE 80 % of full height Boys Girls 8 72% 77% 9 75% 81% 10 78% 84% 11 81% 88% 12 84% 91% 13 88% 95% 14 92% 98% 15 95% 99% 16 98% 99.5% 17 99% 100% 18 100% 100% Age in Years Paheli and Boojho realised that sudden increase in height and hairy line above the lips in boys were signs of adolescence.
"
Puberty,physiological condition,Maturation,biological process,instance of,"They wanted to know more about other changes at puberty.
"
7.2 Changes at Puberty Increase in Height,None,Puberty,physiological condition,facet of,"7.2 Changes at Puberty Increase in Height The most conspicuous change during puberty is the sudden increase in height.
"
Long bone,bone,Bone,nan,subclass of,"At this time the long bones, that is, the bones of the arms and the legs elongate and make a person tall.
"
Girl,child,Boy,child,follows,"Activity 7.1 The following chart gives the average rate of growth in height of boys and girls with age.
"
Age,physical quantity,Height,physical quantity,calculated from,"The figures in columns 2 and 3, give the percentage of the height a person has reached at the age given in column 1.
"
Boy,child,Girl,child,opposite of,"For example, by the age 11, a boy has reached 81% of his probable full height, while a girl has reached 88% of her full height.
"
Statistician,profession,Statistics,academic discipline,field of this occupation,"These figures are only representative and there may be individual variations.
"
Present height cm,cm,Metres,inch of length,subclass of,"Find out who is likely to be Calculation for full height (cm) ( ) 100 Present height cm % of full height at this age × (as given in the chart) Example: A boy is 9 years old and 120 cm tall.
"
75 cm,SI derived unit,Tallness,physical quantity,measured physical quantity,"At the end of the growth period he is likely to be 120× 100 75 cm = 160 cm tall the tallest and who might be the shortest in your class.
"
Paheli,mythological Greek character,Greek deity,Greek deity,instance of,"Rationalised-2023-24  REACHING THE AGE OF ADOLESCENCE 81 There is no need for Paheli to worry.
"
Human body,nan,Body part,nan,has parts of the class,"All parts of the body do not grow at the same rate.
"
Arm,cardinal body part,Leg,anatomical structure,connects with,"Sometimes the arms and legs or hands and feet of adolescents look oversized and out of proportion with the body.
"
Head,cardinal body part,Human body,nan,part of,"But soon the other parts catch up and result in a proportionate body.
"
Family,group of humans,Height,physical quantity,has quality,"You must have noticed that height of an individual is more or less similar to that of some family member.
"
Gene,biological sequence,Human height,physical quantity,encodes,"This is because height depends on the genes inherited from parents.
"
Food,disposable product,Eating,activity,use,"It is, however, very important to eat the right kind of food during these growing years.
"
Bone,nan,Human body,nan,part of,"This helps the bones, muscles and other parts of the body get adequate nourishment for growth.
"
Nutrition,science,Adolescence,phase of human life,facet of,"You will find nutritional needs of adolescents discussed later in the lesson.
"
Shoulder,cardinal body part,Chest,anatomical structure,part of,"Change in Body Shape Have you noticed that boys in your class have broader shoulders and wider chests than boys in  junior classes?
"
Body growth,biological process,Puberty,physiological condition,part of,"This is because they have entered the age of puberty when shoulders generally broaden as a result of growth.
"
Waist,anatomical structure,Human body,nan,part of,"In girls, the region below the waist becomes wider.
"
Boy,child,Girl,child,opposite of,"In boys, the muscles of the body grow more prominently than in the girls.
"
Girl,child,Boy,child,opposite of,"Thus, changes occurring in adolescent boys and girls are different.
"
Voice change,change,Voice change,change,facet of,"Voice Change Did you notice that sometimes the voice of some of the boys in your class cracks?
"
Voice box,anatomical structure,Larynx,anatomical structure,part of,"At puberty, the voice box or the larynx begins to grow.
"
Voice box,None,Boy,organism,part of,"Boys develop larger voice boxes.
"
Activity 7,None,Activity 7.2,None,followed by,"The growing voice box in boys can be seen as a protruding part of the throat Activity 7.2 Use the data given in Activity 7.1 to draw a graph.
"
Age,geographic region,Age–growth ratio,None,followed by,"Take age on the X-axis and per cent growth in height on the Y-axis.
"
Metres above sea level,altitude, Height,physical quantity,subclass of,"Find out the percentage of height you have already reached.
"
Mount Everest,mountain,Africa,continent,continent,"Calculate the height you might eventually reach.
"
Fig. 7,graph,Graph,map,instance of,"Fig. 7.1 : Graph showing percentage of height with age I am worried.
"
Face,anatomical structure,Human body,nan,part of,"Though I have become taller, my face looks much smaller compared to my body.
"
Girl,child,Boy,male human,opposite of,"Initially, girls grow faster than boys but by about 18 years of age, both reach their maximum height.
"
Age of growth,None,Age,physiological condition,facet of,"The rate of growth in height varies in different individuals.
"
Puberty,physiological condition,Puberty,physiological condition,different from,"Some may grow suddenly at puberty and then slow down, while others may grow gradually.
"
Pimple,skin disease,Skin condition,integumentary system disease,subclass of,"Rationalised-2023-24  SCIENCE 82 and pimples on the face at this time because of the increased activity of these glands in the skin.
"
