entity1,entity_1_type,entity2,entity_2_type,relation,sentence
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Adventitious root,root,Root,plant organ,subclass of,"Adventitious root: This type of roots originates not from the radicle rather from the stem and leaf.
"
Stilt root,root,Screw pine,taxon,found in taxon,"Examples of such roots are the roots of coconut, tap root of banyan tree and stilt root of screw pine tree.
"
Fibrous root,root,Non Fibrous root,root,opposite of,"It is of two types - ( a) Fibrous root and b) Non Fibrous root.
"
Fibrous root,root,Root,plant organ,subclass of,"(a) Fibrous root: If you watch the roots of paddy, grass, bamboo etc, you will notice, a group of fibre like roots growing from the stem.
"
Root,plant organ,Leaf,plant organ,part of,"These are fibrous root.
"
Fiber root,root,Root,plant organ,subclass of,"This type of roots may grow when the radicle is lost and a group of fibre like roots grow from the same place.
"
Adventitious root,root,Root,plant organ,subclass of,"(b) Non Fibrous root: The adventitious roots that do not grow in a cluster, rather develop separately from one another are non fibrous roots.
"
Prop root,root,Banyan,taxon,part of,"Example - Stilt root of screw pine, prop root of Banyan tree are of this kind.
"
Coconut,taxon,Root,plant organ,has fruit type,"Compare these roots with coconut root.
"
Root,plant organ,Plant,taxon,part of,"Make a list about the functions of roots with your friends.
"
Root,plant organ,Plant,taxon,part of,"The root anchors the plant firmly to the ground.
"
Storm,wind,Wind,phenomenon,subclass of,"Hence, the plant do not bent ~ down readily during strong wind and storm.
"
Mineral,chemical substance,Soil,granular material,part of,"The root helps to absorb water and minerals from the soil in different ways.
"
Hair region,anatomical structure,Root,plant organ,part of,"We know, there is a part called hair region in a root.
"
Root,plant organ,Plant,taxon,part of,"In this region, fine root hair grows, and plants collect water and minerals through it.
"
Adventitious root,root,Root,plant organ,subclass of,"New words: primary root, tap root, adventitious root, absorb, root hair.
"
Guava,taxon,Mango,nan,has fruit type,"LESSON 5: DIFFERENT PARTS OF A STEM When we climb up a mango or a guava tree, we do so by holding on to the long straight parts of the tree.
"
Tree,organisms known by a particular common name,Branch,plant structure,has parts of the class,"If you have experienced sitting on a tree while tasting its fruit, the long extended parts you sat on are branches.
"
Glossary of leaf morphology,morphology,Glossary of leaf morphology,morphology,facet of,"It has node, inter node and buds.
"
1.1.1,literary work,Doctor Who,television series,part of the series,"1.
"
Node,plant structure,Leaf,plant organ,part of,"Node - The place from where the leaves grow is node.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Glossary of leaf morphology,morphology,Leaf,plant organ,facet of,"The inter node helps the plant to grow and keeps it erect.
"
Branch,plant structure,Root,plant organ,different from,"No roots, leaves or branches grow from the inter node.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Glossary of leaf morphology,morphology,Bud,plant organ,facet of,"Generally, buds grow in the axil.
"
Glossary of leaf morphology,morphology,Leaf,plant organ,facet of,"However, it may also grow at the apex of the stem.
"
Glossary of leaf morphology,morphology,Glossary of leaf morphology,morphology,facet of,"The axiliary bud grows in the axil and apical bud grows in the apical position of the stem or branch.
"
Branch,plant structure,Tree,organisms known by a particular common name,part of,"Task: Take a small branch of a tree and examine its different parts.
"
 labelled diagram,diagram,Diagram,graphics,subclass of,"Now draw a labelled diagram of the branch.
"
Glossary of leaf morphology,morphology,Glossary of leaf morphology,morphology,facet of,"New words: apical bud, node, inter node, axillary bud.
"
LESSON 6,teaching method,Science education,education,part of,"LESSON 6: CLASSIFICATIONS OF STEM Observe the stems of a mango tree, a bottle gourd plant and a coconut tree.
"
Weakling,None,Strongling,None,opposite of,"Some are strong, some are weak and some has no branches.
"
Weak stem,stem,Strong stem,stem,opposite of,"strong stems and weak stem.
"
1.1.1,literary work,Doctor Who,television series,part of the series,"1.
"
Strong stem,plant stem,Plant stem,plant structure,subclass of,"Strong stem - This type of stems are strong and keep the plant erect firmly on ground e.g.
"
Glossary of leaf morphology,morphology,Leaf,plant organ,facet of,"a) Caudex: The stem is erect, strong and has a crown of leaves at the top.
"
Coconut,taxon,Arecaceae,taxon,parent taxon,"Examples- coconut, palm and betel nut.
"
Lower branch,branch,Upper branch,branch,opposite of,"The branches at the lower part of the tree are longer and the branches at the upper part become increasingly shorter.
"
Temple,shrine,Tree,organisms known by a particular common name,subclass of,"The whole tree takes the shape of a temple as it narrows down gradually from the bottom to the top.
"
Tulip,taxon,Populus,taxon,has fruit type,"Examples of such stem include willow oak, tulip poplar, sweet gum, and southern magnolia.
"
Sub branch,plant structure,Tree,organisms known by a particular common name,part of,"ii Deliquescent: The stems of some trees are short and strong and the branches and sub branches are arranged from the stems in such a way that the trees look like domes.
"
Adventitious root,root,Root,plant organ,subclass of,"Adventitious roots grow from the nodes.
"
Solid,matter, void,state,opposite of,"In certain cases the stems could be either void or solid.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Weak stem,plant stem,Plant stem,plant structure,subclass of,"Weak stem: Plants with this type of stem can not stand upright and they grow either on the ground or creep on machan.
"
Rock climbing,climbing,Climbing,type of sport,subclass of,"Some of them are trailers, some are creepers or climbers.
"
Trailer stem,stem,Fig. 4,None,subclass of,"Fig-4.6 : Trailer stem Fig- 4.
"
Creepers,root,Root,plant organ,subclass of,"Creepers: These Stems grow horizontally on the soil surface and produce fibrous roots from each node.
"
Amruli,taxon,Oxalis,taxon,parent taxon,"Examples- doob grass (Durba), oxalis (amruli) etc.
"
I,Latin phrase,Latin phrase,language variety,part of,"ii.
"
Basella,taxon,Puin,taxon,parent taxon,"Examples - Basella (Puin), peas etc.
"
Returning to the class,classification system,Classification system,classification system,subclass of,"Classify them after returning to the class.
"
LESSON 7,teaching method,Note book,book,uses,"LESSON 7: FUNCTIONS OF STEM Guess the functions of the stem and write down in your note book Then compare your points with the list of functions given below.
"
1.1.1,literary work,Doctor Who,television series,part of the series,"1.
"
Branch,plant structure,Leaf,plant organ,has parts of the class,"Stem bears the weight of branches, leaves, flowers and fruits.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Branch,plant structure,Leaf,plant organ,has parts of the class,"Stem spreads out branches and leaves in such a way that they can get enough sunlight 3.
"
Branch,plant structure,Leaf,plant organ,has parts of the class,"Stem dispatches water and mineral salts to the branches, leaves, flowers and fruits.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Photosynthesis,biological process,Food,disposable product,has effect,"When young, green stems produce a little quantity of food through photosynthesis.
"
Self-defense,martial arts,Self-defense,martial arts,subclass of,"New words : food storage, mechanical support, self defence, vegetative reproduction, conduction.
"
Tree,organisms known by a particular common name,Branch,plant structure,has parts of the class,"LESSON 8: DIFFERENT PARTS OF A LEAF The laterally flat shaped organ originate from the node of the stem or its branches is leaf.
"
Glossary of leaf morphology,morphology,Leaf,plant organ,facet of,"Usually leaf is flat and green.
"
Lower plant,plant,Leaf,plant organ,has parts of the class,"Lower plants have no leaf.
"
Leaf of moss,plant structure,Moss,taxon,part of,"But in fern and moss, there are leaf-like organs, though the leaf of moss is not true leaf.
"
Ideal leaf,leaf,Leaf,plant organ,subclass of,"An ideal leaf has three parts e.g.
"
China rose,taxon,Jaba,taxon,parent taxon,"Examples of such leaves can be found in mango and ~ China rose (Jaba) plants.
"
LeafaJ,human,Cantonese,language,writing language,"LeafaJ>C.! - l.
"
Leaf base,plant structure,Leaf,plant organ,part of,"Leaf base: This part of the leaf is attached to the stem or the branch.
"
Leaf,plant organ,Plant,taxon,part of,"In some plants a leaf like growth arises from the side of the leaf base.
"
Stipule,plant structure,Leaf,plant organ,part of,"This type of stipule is noticed at the leafbase of pea.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"are very long.
"
Water,None,Mineral,chemical substance,subclass of,"Moreover, its main function is to pass on the water and minerals produced in the stem to the leaf blade.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Vein inlet,vein,Vein,nan,part of,"From the mid vein originates veins and vein inlets.
"
Functions of leaf,None,Leaf,plant organ,facet of,"Functions of leaf The general functions of a leaf are described below : 1.
"
Leaf,plant organ,Food,disposable product,part of,"The main function of leaf is to produce food.
"
Photosynthesis,biological process,Food,disposable product,has effect,"It produces food through photosynthesis.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Gaseous exchange,biological process,Leavess,biological process,subclass of,"Gaseous exchange is an important function performed by leavess.
"
Carbon di-oxide,None,Oxygen,chemical element,has parts of the class,"During respiration plants intake oxygen and give out carbon di-oxide.
"
Carbon monoxide,None,Oxygen,chemical element,has parts of the class,"Again when leaf manufactures food it consumes carbon cli-oxide and gives out oxygen.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Transpiration,biological process,Leaf,plant organ,part of,"Transpiration is another important function of leaf.
"
Plant,taxon,Water,None,uses,"Plants absorb excess water.
"
Vapor,nan,Water,None,subclass of,"Leaves help the release of excess water in the form of vapour.
"
Tamarind,taxon,Mango,nan,has fruit type,"~  40 Science LESSON 9: KINDS OF LEAVES Take a mango leaf and a tamarind leaf to observe them.
"
Compound leaf,leaf,Leaf,plant organ,subclass of,"On the basis of the characteristic of leaf blades, leaves can be divided in to two groups-I) Stmple leaf and 2) Compound leaf.
"
Simple leaf,leaflet,Leaflet,document,subclass of,"a) Simple leaf: A Simple leaf contains only leaflet.
"
Leaf,plant organ,Tree,organisms known by a particular common name,part of,"Leaves of mango and Jack fruit trees are simple leafs.
"
Glossary of leaf morphology,morphology,Leaf,plant organ,facet of,"The edge of a simple leaf is either totally unbroken or moderately incised.
"
Tetula,taxon,Tamarind,taxon,parent taxon,"b) Compound leaf: Observe the leaves of rose, neem, tamarind (tetul) and moringa (sajna) plants.
"
Leaflet, leaflets,Leaflet, leaflets,subclass of,"These are leaflets.
"
Compound leaf,leaf,Leaf,plant organ,subclass of,"There are different types of pinnate compound leafs.
"
Pinnate compound leaf,leaf,Compound leaf,leaf,subclass of,"According to the arrangement of the leaflets, compound leafs are of two kinds- i) Pinnate compound leaf and ii) Palmate compound leaf.
"
Compound leaf,leaf,Leaf,plant organ,subclass of,"Fag-4.10: Different types of Pinnate Compound leaf Fag-4.11: Different types of Palmate Compounaleaf Now words : simple leaf, compound leaf, mid vein.
"
Leaf,plant organ,Plant,taxon,part of,"LESSON 10: IMPORTANCE OF ROOT, STEM AND LEAF IN HUMAN LIFE We are dependent on plants in many ways.
"
Plant,taxon,Food,disposable product,this taxon is source of,"Plants provide us with food, clothes, house building materials, medicine etc.
"
Plant,taxon,Animal,taxon,subclass of,"The stuff that we get from animals are also indirectly contributed by plants.
"
Radish,taxon,Root,plant organ,has fruit type,"a) Uses of roots: The roots of radish, carrot, turnip etc.
"
Vegetable,food,Food,disposable product,subclass of,"are used as delicious vegetables.
"
Sarpagandha,taxon,Satomul,leaf vegetable,this taxon is source of,"Costly medicine is extracted from the roots of satomuli, ~ sarpagandha etc.
"
Herb,food,Food,disposable product,subclass of,"~  Science 41 b) Uses of stems: Soft stem of herbs are used as food.
"
Spice,condiment,Vegetable,food,subclass of,"We eat ginger, potato, Basella stem (Pauin Data) and arum stem as vegetables and spices.
"
Date,food ingredient,Sugarcane,taxon,natural product of taxon,"Date and sugarcane stems are used to prepare delicious as well as nutritious drinks.
"
Furniture,product,Wood,material,made from material,"House building materials and furniture are made of wood.
"
Hemp,taxon,Jute,fiber,this taxon is source of,"The fibre obtained from jute and hemp stems are used in making ropes, sacs, clothes etc.
"
Spinach,taxon,Leaf vegetable,vegetable,subclass of,"c) Uses of leaves : We have different kinds of leafy vegetables including bottle gourd leaf, basilla (Paui Shak), red leaf, spinach (Palong), jute leaf (Pat Shak), kalmni leaf in our daily meals.
"
Banana,berry,Fiber,material,subclass of,"Fibers are obtained from palm, banana and pineapple leaves.
"
Luxury item,product,Fiber,material,made from material,"Different luxury items are made of these fibres.
"
Gol pata,roof,Roof,nan,subclass of,"You must have seen roofs made of Palm leaves and Gol pata.
"
Cigarette,tobacco product,Tobacco leaf,plant material,made from material,"Biri, cigarettes are manufactured from tobacco leaf.
"
Injury,health problem,Health science,academic discipline,studied by,"Which are injurious for health.
"
Mat,bedding,Date leaf,type of wood,made from material,"Beautiful mats are made of date leaves.
"
Basak,taxon,Nisinda,None,this taxon is source of,"Valuable medicine is also extracted from basak, nisinda, kurchi, thankuni, Marigold leaves.
"
Plant,taxon,Animal,taxon,subclass of,"LESSON 11: ATTITUDE AND BEHAVIOUR TOWARDS PLANTS AND ANIMALS Plants are very useful to us.
"
Caring,None,Plant,taxon,facet of,"For this reason we need to be very much caring towards plants.
"
Leaf,plant organ,Tress,plant structure,part of,"Without any reason do not destroy tress or even distort its branches.
"
Tree,organisms known by a particular common name,Climate change,academic discipline,has effect,"No matter whether the tree is yours or mine; trees are our national resource and a very important agent for the protection of climate.
"
Cyclone,storm,Natural disaster,disaster,subclass of,"Taking care of trees is much needed to guard us against various natural calamities such as cyclone, draught and tidal bores.
"
Tree,organisms known by a particular common name,Tree care,nan,has quality,"Let us plant more trees, take care of them and encourage others in this regard.
"
Plant preservation,preservation,Plant,taxon,facet of,"We have to be very careful in preserving and growing more plants.
"
Bird,taxon,Animal,taxon,subclass of,"It is also important to be kind to animals and birds.
"
Bird,taxon,Animal,taxon,subclass of,"Domestic animals and birds provide lots of benifits to us.
"
Bird,taxon,Animal,taxon,subclass of,"The animals and birds of the forest are also natural resources.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"We must take care of them too.
"
Bird,taxon,Beast,taxon,subclass of,"Do not destroy beasts and birds unnecessarily.
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,"It is necessary to motivate all concerned in this regard.
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"Task: Arrange a rally to raise awareness about plants.
"
Root,plant organ,Plant,taxon,part of,"What we have learnt from this chapter- • Roots absorb water and fix the plants to the soil.
"
Tap root,root,Root,plant organ,subclass of,"Roots are mainly of two types-tap root and adventitious root.
"
Branch,plant structure,Leaf,plant organ,has parts of the class,"Science - Class-6, Forma-6  42 Science • Stems bear the weight of branch, leaf, flower and fruits.
"
Tree,organisms known by a particular common name,Leaf,plant organ,has parts of the class,"• Leaf is the lateral, flatened and green part of a tree that grows from node.
"
Simple leaf,Leaf,Leaf,plant organ,subclass of,"Leaves are of two types, simple and compound.
"
Fill in the blanks,exercise,Exercise,None,subclass of,"EXERCISES Fill in the blanks 1.
"
 ___ root,root,Root,plant organ,subclass of,"When grows up, a tap root turns into a ___ root.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Root,plant organ,Fiber,material,part of,"A group of fibre like roots that is formed after its radicle is lost is called_.
"
Root,plant organ,Plant,taxon,part of,"root.
"
Short answer questions 1,short answer,Short answer,answer,instance of,"Short answer questions 1.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Function of leaf,function,Leaf,plant organ,facet of,"What are the general functions of leaf?
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Rachis,leaf,Leaf,plant organ,part of,"What is rachis or axis of a compound leaf?
"
4.5,literary work,Doctor Who,television series,part of the series,"5.
"
Compound leaf,leaf,Leaf,plant organ,subclass of,"What is compound leaf?
"
Multiple choice question,question,Question,literary genre,subclass of,"Multiple choice questions 1.
"
Glossary of leaf morphology,morphology,Leaf,plant organ,facet of,"The angle between stem and leaf is - a) node b) bud c) inter node d) axis 2.
"
Sugar cane,creek,Creek,watercourse,subclass of,"Sugar cane is a culm because------.
"
Correct answer,nan,Wrong answer,nan,opposite of,"Which one is correct?
"
Science 43 3,written work,Science 43,book series,part of the series,"Science 43 3.
"
Creeper,organisms known by a particular common name,Poaceae,taxon,subclass of,"a) grass b) creeper c) trailer d) climber 4.
"
Root,plant organ,Plant,taxon,part of,"Regarding the stem of the plant that Sufi.a Begum grew in the second year, it can be said that ----- i) it spreads on land ii) it's root does not grow from node iii) it grows upward with the help of some supports which one is correct?
"
I,Latin phrase,Creative question 1,Latin phrase,part of,"a) i and ii b) i and iii c) ii and iii d) i, ii and iii Creative question 1.
"
Pseudanthium,plant structure,Flowering plant,clade,part of,"What are the parts of a flowering plant?
"
India,sovereign state,West Bengal,state of India,contains administrative territorial entity,"What is shoot ?
"
Bachelor of Arts,academic degree,Academic degree,academic title,instance of,"c.
"
A,Latin phrase,B,Latin phrase,different from,"What are the differences between A and B.
"
Philip II of Spain,human,President of Spain,public office,position held,"d.
"
A,natural number,B,natural number,followed by,"Discuss the importance of A and B.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Prapti,mythological Greek character,Promi,mythological Greek character,spouse,"Prapti and Promi went to their village in the vacation.
"
Kingston upon Hull,city,River Tyne,river,located in or next to body of water,"One day they walked round the village.
"
Root,plant organ,Plant,taxon,part of,"What is root?
"
Mango,nan,Leaf,plant organ,has fruit type,"Describe the type of mango leaf?
"
A,natural number,C,natural number,followed by,"~- ----A ~ili~::'c""""""""""---B c.
"
Prapti,Roman letter,Prom,Roman letter,followed by,"Describe the functions of stem that prapti and prom.i saw.
"
Philip II of Spain,human,President of Spain,public office,position held,"d.
"
Branchlet,None,Branchi,set,part of,"How will you make difference of arrangement of the branch and branchlet that Prapti and Promi has observed.
"
Explain language,constructed language,English language,language,influenced by,"Explain.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Do it yourself,None,Campus,educational organization,facet of,"Do it yourself Go around the school campus in groups.
"
Root,plant organ,Plant,taxon,part of,"Find out different types of stems, leaves and roots and observe which plant bears what type of root, stem and leaf.
"
Note book,writing implement,Writing,communication,use,"Write in your note book.
"
Food intake,None,Organism,anatomical entity,facet of,"CHAPTER FIVE PHOTOSYNTHESIS Food intake is one of the major characteristics of an organism and you have learnt about it in the second chapter.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"Do you know where this food comes from?
"
Green plant,organisms known by a particular common name,Organism,anatomical entity,subclass of,"No other organism can produce their food except green plants.
"
Plant,taxon,Food,disposable product,this taxon is source of,"Plants prepare their own food; consume it for their growth and other purposes.
"
How do green plants prepare food,None,Food,disposable product,facet of,"How do green plants prepare food?
"
This chapter,chapter of the Bible,Chapters and verses of the Bible,book design,instance of,"We will discuss this in this chapter.
"
Plant,taxon,Food,disposable product,this taxon is source of,"By the end of this chapter we will be able to- • explain how plants prepare food.
"
Photosynthesis,biological process,Life,phenomenon,part of,"• explain the dependence of the living world on photosynthesis.
"
Plant,taxon,Food production,economic activity,use,"• understand the contribution of plants in food production • to be sensible toward plants.
"
Plant,taxon,Food,disposable product,this taxon is source of,"LESSONS: 1-2: HOW PLANTS PRODUCE FOOD?
"
Petrol,mixture,Motor car,motor vehicle,use,"Motor car runs on the energy produce from petrol or diesel.
"
Fan,device,Electricity,physical phenomenon,uses,"Fans in your classroom are also run by electricity.
"
Energy,physical quantity,Energy,physical quantity,part of,"Where does this energy come from?.
"
Energy,physical quantity,Food,disposable product,part of,"We get energy from food.
"
Sun,G-type main-sequence star,Energy,physical quantity,has effect,"We know sun is the source of all energy.
"
Photosynthesis,biological process,Sunlight,light,uses,"Green plants trap the energy of sunlight during the process of photosynthesis.
"
Photosynthesis,biological process,Sunlight,light,uses,"The process by which green plants prepare their own food in presence of sunlight is called photosynthesis.
"
Green plant,plant,Plant,taxon,subclass of,"Only green plants can accomplish this task.
"
Plastid,cellular component,Leaf,plant organ,part of,"Green plastids inside the plant leaf take part in photosynthesis.
"
Oxygen,chemical element,Carbon,chemical element,has parts of the class,"Sunlight, carbon di- oxide and water take part in chemical reactions inside the plastid, and produce oxygen and glucose.
"
Photosyn thesis,None,Leaf,plant organ,facet of,"Why is the leaf considered as the main location for photosyn- thesis?
"
Baldwin's Medal,science award,Royal Geographical Society,charitable organization,conferred by,"The reasons are given below: 1.
"
Carbon monoxide,None,Light,electromagnetic wave,has parts of the class,"As leaf is flat and extended it can absorb large amount of light and carbon di-oxide within a short time.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Chlorophyll,structural class of chemical compounds,Leaf,plant organ,part of,"There are plenty of chlorophylls available in the leaf.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Stomata,plant organ,Leaf,plant organ,part of,"Leaf contains a large number of stomata that eases gaseous ~ exchanges during photosynthesis.
"
Root,plant organ,Plant,taxon,part of,"~ <""I  Science 45 LESSONS: 3-6: PROCESS OF PHOTOSYNTHESIS Terrestrial plants absorb water from ground through their root hair.
"
Submerged plant,plant,Water,None,uses,"Submerged plants collect water through their body surfaces.
"
Sunlight,light,Photosynthesis,biological process,facet of,"For photosynthesis sunlight is an indispensable factor.
"
Sun,G-type main-sequence star,Light,electromagnetic wave,has quality,"Sun is the main source of light.
"
Carbon di-oxide,None,Photosynthesis,biological process,part of,"During Photosynthesis carbon di-oxide gas from the air enters the plant through stomata.
"
Chemical reaction,chemical process,Glucose,group or class of chemical substances,has effect,"There carbon di-oxide and the water inside the cell take part in chemical reaction to produce glucose .
"
Energy,physical quantity,Energy,physical quantity,subclass of,"This glucose is produced using the energy that has been trapped from sunlight by chlorophylls.
"
Photosynthesis,biological process,Chemical reaction,chemical process,subclass of,"The process of photosynthesis can be explained by the chemical reaction given below: Carbon di-oxide + Water SunI.:tgbt 1 Ox Chlorophyll G ucose + ygen Photosynthesis process occurs in two phases.
"
Dark phase,None,Light phase,None,followed by,"The two phases are: (1) Light or photo phase and (2) Dark phase.
"
Higher education,academic discipline,Education,academic discipline,subclass of,"You will learn about these phases in details in higher classes.
"
Oxygen,chemical element,Carbon,chemical element,physically interacts with,"The following experiment helps you to understand the evolving of oxygen due to photosynthesis.
"
Test tube,laboratory equipment,Beaker,container,subclass of,"Things required for the experiment: A glass-beaker, water, fresh Hydrilla plant, a funnel, a test tube, a glowing match stick.
"
Beaker,container,Water,None,made from material,"Now, fill two thirds of the beaker with water.
"
Hydrilla,taxon,Hyrdilla,taxon,taxonomic type,"Place fresh Hydrilla plants in the beaker and cover them with a funnel in a way that the stems of the Hydrilla plants stay near the upper end of the funnel tube.
"
Water,None,Water,None,part of,"After that add more water to the beaker so that the funnel tube completely goes under water.
"
Test tube,laboratory equipment,Water,None,made from material,"Now, fill in the test tube with water, close its opening with your thumb and invert the test tube over the funnel.
"
Test tube,laboratory equipment,Water,None,made from material,"Remove your thumb carefully so that water can not come out of the test tube.
"
Brightness,physical quantity,Sunlight,light,calculated from,"Now~ leave the set up undisturbed in bright sunlight.
"
Bubble,gas,Gas,fluid,subclass of,"After some time you will observe gas coming out in the form of bubbles from the Hydrilla plant.
"
Oxygen,chemical element,Photosynthesis,biological process,part of,"As gas bubbles are seen to rise c and collect in the upper, closed part of the test - ~ tube, the water level within the test tube goes Fig: 5.1: Experiment to show that oxygen evolve during photosynthesis  46 Science downward.
"
Test tube,laboratory equipment,Gas,fluid,contains,"When enough gas is collected, carefully remove the test tube covering the open end with your thumb.
"
Match stick,tool,Fire,physical phenomenon,has effect,"Now, as you place a glowing match stick in the test tube, it will bursts into flames.
"
Why does the glowing stick bursts into flame,None,Glowing stick,fire engine,facet of,"Why does the glowing stick bursts into flame?
"
Proved,statement,Proved,statement,part of,"What is proved by this?
"
Photosynthesis,biological process,Life,phenomenon,part of,"LESSON 7: SIGNIFICANCE OF PHOTOSYNTHETIC PROCESS FOR THE ANIMAL WORLD It is through photosynthesis that a bond is established between the sun and the living world.
"
Photosynthesis,biological process,Photosynthesis,biological process,subclass of,"The importance of photosynthesis can be realized from the brief description given below.
"
Preparation of food,preparation,Food,disposable product,part of,"Preparation of food: 1.
"
Carbohydrate,structural class of chemical compounds,Photosynthesis,biological process,fabrication method,"Carbohydrate, the primary food for the living world, is manufactured only by photosynthesis.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Plant,taxon,Organism,anatomical entity,subclass of,"Any living organism whether it is plant or animal needs food for being active and hardworking.
"
Food,disposable product,Respiration,biological process,has effect,"Because there is a close relationship between food and respiration.
"
Respiration,biological process,Energy,physical quantity,subclass of,"Energy is discharge by respiration.
"
Plant,taxon,Energy,physical quantity,this taxon is source of,"So plants and animals are completely depended on respiration which supplies them with heat and energy.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"Gaseous exchange in environment During photosynthesis plants absorb carbon dioxide and produce oxygen.
"
Carbon di-oxide,None,Harmful substance,chemical substance,subject has role,"Carbon di-oxide is harmful for animals.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"Plants absorb this carbon dioxide and let off essential oxygen into the atmosphere.
"
Pollution-free environment,environment,Environmental environment,field of work,subclass of,"In this way, plants filter the environment to make it pollution free.
"
Life,phenomenon,Photosynthesis,biological process,has cause,"From the above discussion it can be concluded that the existence of life is totally dependent on photosynthesis.
"
Photosynthesis,biological process,Society,concept,has effect,"If the process of photosynthesis comes to a close, the human civilization will undoubtedly be ruined.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"Therefore, we should be more mindful of our duties in protecting plants.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"What we have learnt in this chapter • Carbon di-oxide and water are absorbed again glucose and oxygen are produced through photosynthesis.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"• The equlibrium of carbondioxide and oxygen are maintainted through photosynthesis.
"
Autotropic reaction,chemical reaction,Photosynthesis,biological process,part of,"New words: photosynthesis, carbohydrate, autotrops.
"
Science EXERCISES,multiple choice test,Multiple choice test,test,instance of,"Science EXERCISES Multiple choice questions 1.
"
Food,disposable product,Photosynthesis,biological process,fabrication method,"What type of food is produced through photosynthesis?
"
Protein,group or class of chemical substances,Carbohydrate,structural class of chemical compounds,subclass of,"a) carbohydrate b) protein c) fat d) Vitamin 2.
"
Photosynthesis,biological process,Photosynthesis,biological process,subclass of,"The factors required for photosynthesis are - i.
"
Water,None,Water,None,part of,"water ii.
"
Luminous light,light,Light,electromagnetic wave,instance of,"light 111.
"
Kanok,human,Association football,type of sport,sport,"a) i and ii c) ii and iii b) i and iii d) i, ii and iii Read the text below and answer questions 3 and 4 47 Kanok went to play football in the afternoon.
"
Brick,artificial stone,Brick,artificial stone,made from material,"In the field, he could see a brick laying on the grass.
"
Brick,artificial stone,Brick,artificial stone,made from material,"When he lifted the brick, he saw that the grasses under the brick had turned pale.
"
England,devolved nation within the UK,London,city,capital,"But the grasses beyond the area of the brick were fresh and green.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Green,color,Color,quality,instance of,"Factor responsible for retaining the green colour of the grasses outside the brick?
"
Carbon dioxide,None,Water,None,has parts of the class,"i) water ii) sunlight iii) carbon di-oxide Which of the following is correct ?
"
Grass tum pale,tum pale,Tum pale,clinical sign,instance of,"Impediment to which of the following process caused the grass tum pale?
"
Repiration,biological process,Photosynthesis,biological process,part of,"a) diffusion c) respiration b) osmosis d) photosynthesis.
"
Science Creative questions 1.48,scientific writing,Scientific writing,writing,instance of,"48 Science Creative questions 1.
"
PQ,Latin phrase,Latin phrase,language,part of,"p Q a.
"
Photosynthesis,biological process,Photosynthesis,biological process,subclass of,"What is photosynthesis?
"
Leaf,plant organ,Photosynthesis,biological process,part of,"Why does photosynthesis occur mainly in leaf?
"
Bachelor of Arts,academic degree,Academic degree,academic title,instance of,"c.
"
Candle in bell jar P,candle,Candle,goods,instance of,"Why is the candle in bell jar P burning?
"
Philip II of Spain,human,President of Spain,public office,position held,"d.
"
Why?,philosophical concept,Philosophical reasoning,reasoning,subclass of,"Give reasons supporting your answer.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
